9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Brian JOUBERT,FRA,22,67.92,31.07,38.85,-2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,4T<+COMBO,<,7.2,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.2
2,3A,,8.5,False,-2.0,-2,-2,-1,-2,-2,-2,-2,-2,-2,,6.5
3,FUSp3,,2.4,False,0.5,1,1,1,1,2,1,1,0,1,,2.9
4,3Lz,,6.0,False,0.0,0,0,0,0,2,0,0,-1,0,,6.0
5,CCoSp4,,3.5,False,0.64,1,2,2,1,2,1,1,1,1,,4.14
6,CSSp3,,2.6,False,0.64,2,2,1,1,2,1,1,1,1,,3.24
7,CiSt3,,3.3,False,0.79,2,2,2,1,3,1,1,2,1,,4.09
,,,33.5,,,,,,,,,,,,,31.07
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,8.0,8.5,8.0,7.75,9.0,8.0,7.75,7.25,7.75,,7.96
,Transition / Linking Footwork  ,,,,1.0,6.5,8.0,6.75,7.5,8.75,7.75,7.0,7.25,7.5,,7.39
,Performance / Execution  ,,,,1.0,7.75,8.5,7.75,7.75,9.25,7.75,7.75,7.5,7.5,,7.82
,Choreography / Composition  ,,,,1.0,7.75,8.25,7.25,7.75,8.75,8.25,7.25,7.0,7.75,,7.75
,Interpretation  ,,,,1.0,7.5,8.5,7.75,8.0,9.25,8.25,7.75,7.25,7.75,,7.93
,,,,,,,,,,,,,,,,38.85
Deduction,Time violation,-1.0
Deduction,Falls,-1.0
