Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gprus2017,2017-10-22,Evgenia TARASOVA / Vladimir MOROZOV,RUS,224.25,1,76.88,1,147.37
2,gprus2017,2017-10-22,Ksenia STOLBOVA / Fedor KLIMOV,RUS,204.43,2,71.39,2,133.04
3,gprus2017,2017-10-22,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,199.11,4,67.14,3,131.97
4,gprus2017,2017-10-22,Valentina MARCHEI / Ondrej HOTAREK,ITA,193.63,3,68.48,4,125.15
5,gprus2017,2017-10-22,Julianne SEGUIN / Charlie BILODEAU,CAN,186.16,5,67.06,5,119.1
6,gprus2017,2017-10-22,Miriam ZIEGLER / Severin KIEFER,AUT,175.06,6,59.35,7,115.71
7,gprus2017,2017-10-22,Marissa CASTELLI / Mervin TRAN,USA,170.53,7,54.37,6,116.16
8,gprus2017,2017-10-22,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,136.8,8,48.93,8,87.87
