12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Vaughn CHIPEUR,CAN,0,125.74,59.24,66.5,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3A,,7.5,False,1.86,2,1,1,2,2,2,3,2,3,2,2,1,,9.36
2,3F+1T,e,5.9,False,-1.29,-1,-1,-2,-2,-2,0,-1,-1,-1,-2,-1,-2,,4.61
3,FSSp4,,3.0,False,0.07,0,0,1,1,1,0,0,1,0,0,0,0,,3.07
4,3Lz,,6.0,False,1.43,1,1,1,1,2,1,2,2,2,1,2,1,,7.43
5,3Lo,,5.0,False,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,,5.0
6,CSSp4,,3.0,False,0.07,1,0,1,1,0,0,0,0,0,0,0,0,,3.07
7,CiSt2,,2.3,False,0.07,1,0,0,0,0,0,0,1,1,0,0,0,,2.37
8,1A+1T,,1.32,True,-0.03,0,0,-1,-1,0,0,0,0,-1,0,0,0,,1.29
9,CCoSp4,,3.5,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,3.5
10,1S,,0.44,True,-0.01,0,0,-1,-1,0,0,0,0,-1,0,0,0,,0.43
11,3Lz+2T+2T,,9.46,True,-0.57,0,-1,-1,0,-1,0,0,0,-1,-1,0,-2,,8.89
12,SlSt1,,1.8,False,0.0,0,0,0,1,0,0,0,0,1,0,0,0,,1.8
13,2A,,3.85,True,1.0,1,1,1,1,1,1,1,2,1,1,2,1,,4.85
14,FCCoSp4,,3.5,False,0.07,1,0,0,1,0,0,1,1,0,0,0,0,,3.57
,,,56.57,,,,,,,,,,,,,,,,59.24
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,8.0,6.75,6.75,7.0,6.75,7.25,6.75,6.75,7.0,7.0,6.75,6.5,,6.86
,Transition / Linking Footwork  ,,,,2.0,8.0,6.25,6.5,6.5,5.5,7.25,6.25,6.75,6.75,5.25,6.0,6.25,,6.46
,Performance / Execution  ,,,,2.0,7.75,6.5,6.75,6.75,6.25,7.0,6.25,7.0,7.0,6.0,6.0,6.75,,6.64
,Choreography / Composition  ,,,,2.0,7.75,6.5,6.5,6.75,6.0,7.25,6.0,6.75,7.25,5.75,6.25,6.5,,6.61
,Interpretation  ,,,,2.0,7.5,6.5,6.75,7.0,5.75,7.25,6.25,7.0,7.5,6.0,6.0,6.5,,6.68
,,,,,,,,,,,,,,,,,,,66.5
