Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgenia TARASOVA / Vladimir MOROZOV,RUS,227.58,1,80.82,2,146.76,2017-01-29,ec2017
2,Aliona SAVCHENKO / Bruno MASSOT,GER,222.35,3,73.76,1,148.59,2017-01-29,ec2017
3,Vanessa JAMES / Morgan CIPRES,FRA,220.02,2,74.18,3,145.84,2017-01-29,ec2017
4,Ksenia STOLBOVA / Fedor KLIMOV,RUS,216.51,4,73.7,4,142.81,2017-01-29,ec2017
5,Natalia ZABIIAKO / Alexander ENBERT,RUS,200.75,5,72.38,5,128.37,2017-01-29,ec2017
6,Valentina MARCHEI / Ondrej HOTAREK,ITA,191.93,6,66.53,6,125.4,2017-01-29,ec2017
7,Anna DUSKOVA / Martin BIDAR,CZE,189.09,7,65.9,7,123.19,2017-01-29,ec2017
8,Nicole DELLA MONICA / Matteo GUARISE,ITA,180.99,8,63.97,8,117.02,2017-01-29,ec2017
9,Miriam ZIEGLER / Severin KIEFER,AUT,165.63,9,57.14,9,108.49,2017-01-29,ec2017
10,Tatiana DANILOVA / Mikalai KAMIANCHUK,BLR,151.55,10,53.27,10,98.28,2017-01-29,ec2017
11,Rebecca GHILARDI / Filippo AMBROSINI,ITA,148.48,14,50.71,11,97.77,2017-01-29,ec2017
12,Minerva Fabienne HASE / Nolan SEEGERT,GER,147.4,13,51.27,12,96.13,2017-01-29,ec2017
13,Lola ESBRAT / Andrei NOVOSELOV,FRA,145.72,11,52.51,13,93.21,2017-01-29,ec2017
14,Zoe JONES / Christopher BOYADJI,GBR,143.42,12,52.32,14,91.1,2017-01-29,ec2017
15,Lana PETRANOVIC / Antonio SOUZA-KORDEIRU,CRO,140.09,15,49.25,15,90.84,2017-01-29,ec2017
16,Arina CHERNIAVSKAIA / Evgeni KRASNOPOLSKI,ISR,133.32,16,47.92,16,85.4,2017-01-29,ec2017
17,Ioulia CHTCHETININA / Noah SCHERER,SUI,47.52,17,47.52,DNQ,DNQ,2017-01-29,ec2017
18,Goda BUTKUTE / Nikita ERMOLAEV,LTU,44.79,18,44.79,DNQ,DNQ,2017-01-29,ec2017
