Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,189.67,3,75.48,1,114.19,2017-01-29,ec2017
2,Anna CAPPELLINI / Luca LANOTTE,ITA,186.64,2,75.65,2,110.99,2017-01-29,ec2017
3,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,186.56,1,76.18,3,110.38,2017-01-29,ec2017
4,Isabella TOBIAS / Ilia TKACHENKO,ISR,169.29,5,69.35,4,99.94,2017-01-29,ec2017
5,Alexandra STEPANOVA / Ivan BUKIN,RUS,166.93,6,68.17,5,98.76,2017-01-29,ec2017
6,Charlene GUIGNARD / Marco FABBRI,ITA,163.68,4,70.46,7,93.22,2017-01-29,ec2017
7,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,160.68,7,66.02,6,94.66,2017-01-29,ec2017
8,Natalia KALISZEK / Maksym SPODYRIEV,POL,156.02,10,63.35,8,92.67,2017-01-29,ec2017
9,Alexandra NAZAROVA / Maxim NIKITIN,UKR,154.65,9,63.36,10,91.29,2017-01-29,ec2017
10,Victoria SINITSINA / Nikita KATSALAPOV,RUS,154.51,8,64.67,12,89.84,2017-01-29,ec2017
11,Alisa AGAFONOVA / Alper UCAR,TUR,153.68,11,62.33,9,91.35,2017-01-29,ec2017
12,Marie-Jade LAURIAULT / Romain LE GAC,FRA,152.4,12,61.48,11,90.92,2017-01-29,ec2017
13,Sara HURTADO / Kirill KHALIAVIN,ESP,141.36,13,56.52,15,84.84,2017-01-29,ec2017
14,Kavita LORENZ / Joti POLIZOAKIS,GER,141.32,15,54.63,13,86.69,2017-01-29,ec2017
15,Lilah FEAR / Lewis GIBSON,GBR,136.99,19,50.75,14,86.24,2017-01-29,ec2017
16,Lucie MYSLIVECKOVA / Lukas CSOLLEY,SVK,136.64,17,52.84,16,83.8,2017-01-29,ec2017
17,Cecilia TÖRN / Jussiville PARTANEN,FIN,131.11,14,54.99,18,76.12,2017-01-29,ec2017
18,Taylor TRAN / Saulius AMBRULEVICIUS,LTU,129.95,20,49.87,17,80.08,2017-01-29,ec2017
19,Tina GARABEDIAN / Simon PROULX-SENECAL,ARM,128.05,16,53.0,19,75.05,2017-01-29,ec2017
20,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,125.42,18,52.39,20,73.03,2017-01-29,ec2017
21,Robynne TWEEDALE / Joseph BUCKLAND,GBR,49.55,21,49.55,DNQ,DNQ,2017-01-29,ec2017
22,Jasmine TESSARI / Francesco FIORETTI,ITA,49.44,22,49.44,DNQ,DNQ,2017-01-29,ec2017
23,Olga JAKUSHINA / Andrey NEVSKIY,LAT,49.14,23,49.14,DNQ,DNQ,2017-01-29,ec2017
24,Vavara OGLOBLINA / Mikhail ZHIRNOV,AZE,48.45,24,48.45,DNQ,DNQ,2017-01-29,ec2017
25,Victoria MANNI / Carlo RÖTHLISBERGER,SUI,47.19,25,47.19,DNQ,DNQ,2017-01-29,ec2017
26,Nicole KUZMICHOVA / Alexandr SINICYN,CZE,47.16,26,47.16,DNQ,DNQ,2017-01-29,ec2017
27,Tatiana KOZMAVA / Alexei SHUMSKI,GEO,43.8,27,43.8,DNQ,DNQ,2017-01-29,ec2017
28,Hanna JAKUCS / Daniel ILLES,HUN,43.5,28,43.5,DNQ,DNQ,2017-01-29,ec2017
29,Katerina BUNINA / German FROLOV,EST,39.47,29,39.47,DNQ,DNQ,2017-01-29,ec2017
30,Adel TANKOVA / Ronald ZILBERBERG,ISR,38.49,30,38.49,DNQ,DNQ,2017-01-29,ec2017
