Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Javier FERNANDEZ,ESP,294.84,1,104.25,1,190.59,2017-01-29,ec2017
2,Maxim KOVTUN,RUS,266.8,2,94.53,2,172.27,2017-01-29,ec2017
3,Mikhail KOLYADA,RUS,250.18,4,83.96,3,166.22,2017-01-29,ec2017
4,Jorik HENDRICKX,BEL,242.56,5,82.5,5,160.06,2017-01-29,ec2017
5,Alexei BYCHENKO,ISR,239.24,3,86.68,9,152.56,2017-01-29,ec2017
6,Moris KVITELASHVILI,GEO,238.2,10,76.85,4,161.35,2017-01-29,ec2017
7,Deniss VASILJEVS,LAT,235.2,6,79.87,6,155.33,2017-01-29,ec2017
8,Alexander SAMARIN,RUS,230.87,9,77.26,7,153.61,2017-01-29,ec2017
9,Chafik BESSEGHIER,FRA,227.59,11,76.19,10,151.4,2017-01-29,ec2017
10,Paul FENTZ,GER,225.85,12,72.68,8,153.17,2017-01-29,ec2017
11,Alexander MAJOROV,SWE,217.98,7,78.87,12,139.11,2017-01-29,ec2017
12,Michal BREZINA,CZE,215.52,8,78.61,13,136.91,2017-01-29,ec2017
13,Ivan RIGHINI,ITA,210.15,14,69.96,11,140.19,2017-01-29,ec2017
14,Ivan PAVLOV,UKR,202.87,15,68.94,14,133.93,2017-01-29,ec2017
15,Kevin AYMOZ,FRA,199.47,13,71.26,18,128.21,2017-01-29,ec2017
16,Graham NEWBERRY,GBR,198.06,16,67.79,16,130.27,2017-01-29,ec2017
17,Stephane WALKER,SUI,196.74,19,62.86,15,133.88,2017-01-29,ec2017
18,Javier RAYA,ESP,195.54,17,66.67,17,128.87,2017-01-29,ec2017
19,Maurizio ZANDRON,ITA,186.4,18,63.79,19,122.61,2017-01-29,ec2017
20,Jiri BELOHRADSKY,CZE,181.62,20,60.99,21,120.63,2017-01-29,ec2017
21,Slavik HAYRAPETYAN,ARM,180.78,21,60.69,22,120.09,2017-01-29,ec2017
22,Daniel Albert NAURITS,EST,176.1,24,55.14,20,120.96,2017-01-29,ec2017
23,Valtter VIRTANEN,FIN,164.09,22,56.52,24,107.57,2017-01-29,ec2017
24,Sondre ODDVOLL BOE,NOR,162.85,23,55.24,23,107.61,2017-01-29,ec2017
25,Igor REZNICHENKO,POL,54.81,25,54.81,DNQ,DNQ,2017-01-29,ec2017
26,Nicholas VRDOLJAK,CRO,53.45,26,53.45,DNQ,DNQ,2017-01-29,ec2017
27,Alexander BOROVOJ,HUN,53.02,27,53.02,DNQ,DNQ,2017-01-29,ec2017
28,Thomas KENNES,NED,52.95,28,52.95,DNQ,DNQ,2017-01-29,ec2017
29,Anton KARPUK,BLR,52.26,29,52.26,DNQ,DNQ,2017-01-29,ec2017
30,Mark GORODNITSKY,ISR,51.72,30,51.72,DNQ,DNQ,2017-01-29,ec2017
31,Larry LOUPOLOVER,AZE,51.3,31,51.3,DNQ,DNQ,2017-01-29,ec2017
32,Engin Ali ARTAN,TUR,50.38,32,50.38,DNQ,DNQ,2017-01-29,ec2017
33,Daniel SAMOHIN,ISR,50.33,33,50.33,DNQ,DNQ,2017-01-29,ec2017
34,Michael NEUMAN,SVK,47.67,34,47.67,DNQ,DNQ,2017-01-29,ec2017
35,Nicky OBREYKOV,BUL,44.83,35,44.83,DNQ,DNQ,2017-01-29,ec2017
36,Mario-Rafael IONIAN,AUT,42.62,36,42.62,DNQ,DNQ,2017-01-29,ec2017
