12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
13,Na-Young KIM,KOR,0,43.28,26.73,16.55,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,SpSq4,,3.4,False,0.14,0,0,1,1,0,0,0,1,0,0,1,0,,3.54
2,3F,,5.5,False,-1.0,-2,-2,0,-1,-1,0,0,-2,-2,-1,-1,-1,,4.5
3,3Lz+2T<,,6.4,False,-2.0,-1,-2,-3,-3,-2,-2,-1,-2,-2,-3,-2,-1,,4.4
4,2A,,3.3,False,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,3.3
5,FSSp4,,3.0,False,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,,3.0
6,CCoSp4,,3.5,False,0.0,0,0,0,1,-1,0,0,0,0,0,-1,0,,3.5
7,CiSt1,,1.8,False,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,,1.8
8,LSp3,,2.4,False,0.29,1,1,1,0,0,1,0,1,1,0,0,0,,2.69
,,,29.3,,,,,,,,,,,,,,,,26.73
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,4.25,4.75,5.0,5.5,5.0,4.0,4.0,4.75,4.5,4.0,4.5,4.5,,4.5
,Transition / Linking Footwork ,,,,0.8,4.0,4.0,3.5,5.25,4.25,3.5,3.75,4.25,3.5,3.75,4.0,4.25,,3.86
,Performance / Execution ,,,,0.8,4.25,4.0,4.5,5.5,4.75,3.75,4.0,4.5,4.25,3.5,4.5,4.5,,4.21
,Choreography / Composition ,,,,0.8,4.25,3.75,4.0,5.25,4.5,3.75,3.75,4.75,4.25,3.5,4.25,4.75,,4.11
,Interpretation ,,,,0.8,4.5,3.5,4.0,5.5,4.5,3.75,3.75,4.75,4.0,3.5,4.75,4.5,,4.0
,,,,,,,,,,,,,,,,,,,16.55
