Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Wenjing SUI / Cong HAN,CHN,225.03,1,80.75,1,144.28,2017-02-19,fc2017
2,Meagan DUHAMEL / Eric RADFORD,CAN,212.23,3,74.31,2,137.92,2017-02-19,fc2017
3,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,205.31,4,73.04,4,132.27,2017-02-19,fc2017
4,Xiaoyu YU / Hao ZHANG,CHN,203.4,2,75.2,5,128.2,2017-02-19,fc2017
5,Cheng PENG / Yang JIN,CHN,202.92,7,66.44,3,136.48,2017-02-19,fc2017
6,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,193.91,6,69.1,6,124.81,2017-02-19,fc2017
7,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,192.35,5,70.89,7,121.46,2017-02-19,fc2017
8,Haven DENNEY / Brandon FRAZIER,USA,179.45,8,63.39,8,116.06,2017-02-19,fc2017
9,Ashley CAIN / Timothy LEDUC,USA,168.87,9,62.58,10,106.29,2017-02-19,fc2017
10,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,164.96,10,58.14,9,106.82,2017-02-19,fc2017
11,Ekaterina ALEXANDROVSKAYA / Harley WINDSOR,AUS,154.1,11,56.1,11,98.0,2017-02-19,fc2017
12,Su Yeon KIM / Hyungtae KIM,KOR,140.68,13,49.88,12,90.8,2017-02-19,fc2017
13,Miu SUZAKI / Ryuichi KIHARA,JPN,130.85,12,50.48,14,80.37,2017-02-19,fc2017
14,Minji JI / Themistocles LEFTHERIS,KOR,129.19,14,45.81,13,83.38,2017-02-19,fc2017
15,Kyueun KIM / Alex Kang Chan KAM,KOR,118.91,15,41.06,15,77.85,2017-02-19,fc2017
