Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mai MIHARA,JPN,200.85,4,66.51,1,134.34,2017-02-19,fc2017
2,Gabrielle DALEMAN,CAN,196.91,1,68.25,3,128.66,2017-02-19,fc2017
3,Mirai NAGASU,USA,194.95,5,62.91,2,132.04,2017-02-19,fc2017
4,Kaetlyn OSMOND,CAN,184.17,2,68.21,6,115.96,2017-02-19,fc2017
5,Dabin CHOI,KOR,182.41,6,61.62,4,120.79,2017-02-19,fc2017
6,Mariah BELL,USA,177.1,7,61.21,7,115.89,2017-02-19,fc2017
7,Zijun LI,CHN,177.05,8,60.37,5,116.68,2017-02-19,fc2017
8,Elizabet TURSYNBAEVA,KAZ,176.65,3,66.87,11,109.78,2017-02-19,fc2017
9,Wakaba HIGUCHI,JPN,172.05,10,58.83,9,113.22,2017-02-19,fc2017
10,Rika HONGO,JPN,167.42,9,59.16,13,108.26,2017-02-19,fc2017
11,Alaine CHARTRAND,CAN,167.12,14,53.64,8,113.48,2017-02-19,fc2017
12,Karen CHEN,USA,166.82,12,55.6,10,111.22,2017-02-19,fc2017
13,Xiangning LI,CHN,164.85,11,55.73,12,109.12,2017-02-19,fc2017
14,Brooklee HAN,AUS,152.05,16,48.44,14,103.61,2017-02-19,fc2017
15,Ziquan ZHAO,CHN,147.37,15,49.97,15,97.4,2017-02-19,fc2017
16,Kailani CRAINE,AUS,136.91,13,54.7,17,82.21,2017-02-19,fc2017
17,Amy LIN,TPE,125.02,18,45.4,19,79.62,2017-02-19,fc2017
18,Maisy Hiu Ching MA,HKG,124.65,19,43.55,18,81.1,2017-02-19,fc2017
19,Suh Hyun SON,KOR,122.35,22,38.61,16,83.74,2017-02-19,fc2017
20,Chloe ING,SGP,120.18,21,41.61,20,78.57,2017-02-19,fc2017
21,Shuran YU,SGP,118.4,20,43.26,21,75.14,2017-02-19,fc2017
WD,Nahyun KIM,KOR,45.95,17,45.95,WD,WD,2017-02-19,fc2017
WD,Michaela DU TOIT,RSA,33.39,23,33.39,WD,WD,2017-02-19,fc2017
