8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Nathalie PECHALAT / Fabian BOURZAT,FRA,8,96.34,46.09,50.25,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,CuLi4,,4.0,False,0.92,2,2,2,2,1,2,1,2,,4.92
2,DiSt3,,6.5,False,1.5,1,1,2,1,1,2,2,2,,8.0
3,STw3,,5.0,False,0.42,1,1,0,1,1,2,1,0,,5.42
4,SlLi4,,4.0,False,0.67,1,2,1,2,1,1,2,1,,4.67
5,RoLi4,,4.0,False,0.83,1,1,2,1,2,2,2,2,,4.83
6,CiSt3,,6.5,False,1.5,1,2,1,0,1,2,2,2,,8.0
7,CuLi4,,4.0,False,0.67,1,2,1,1,1,2,2,1,,4.67
8,CoSp4,,5.0,False,0.58,1,0,1,2,1,1,1,2,,5.58
9,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
10,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,39.0,,,,,,,,,,,,46.09
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,8.5,8.25,8.25,8.0,8.25,8.5,8.0,8.0,,8.21
,Linking Footwork / Movement  ,,,,1.75,8.5,8.0,8.5,8.0,8.25,8.5,7.75,8.0,,8.21
,Performance  ,,,,1.0,9.0,8.25,9.0,7.75,8.5,8.75,8.25,8.5,,8.54
,Choreography  ,,,,1.0,8.75,8.25,9.0,8.25,8.5,8.75,8.0,8.75,,8.54
,Interpretation / Timing  ,,,,1.0,9.0,8.25,9.25,8.25,8.5,8.75,8.25,8.5,,8.54
,,,,,,,,,,,,,,,50.25
