8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Viktoria HELGESSON,SWE,5,94.56,43.15,52.41,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,3F<,<,3.7,False,-0.7,-1,-1,-1,-1,-1,-2,-1,-1,,3.0
2,3F<+1T,<,4.1,False,-1.4,-2,-2,-2,-2,-2,-2,-2,-2,,2.7
3,3Lo+2A+SEQ,,6.72,False,0.23,1,0,1,0,0,-1,0,1,,6.95
4,CSp4,,2.6,False,0.83,2,2,2,1,1,1,2,2,,3.43
5,StSq3,,3.3,False,0.58,2,1,1,1,0,1,1,2,,3.88
6,3T<,<,3.19,True,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,,1.09
7,2A+2T,,5.06,True,0.33,1,0,1,0,1,0,1,1,,5.39
8,3Lo,,5.61,True,0.12,1,0,1,0,0,-1,0,0,,5.73
9,CCoSp3,,3.0,False,0.75,2,2,1,2,1,1,1,2,,3.75
10,ChSq1,,2.0,False,0.7,2,1,1,1,0,0,1,2,,2.7
11,2S,,1.43,True,0.0,0,0,0,0,0,0,0,0,,1.43
12,FSSp3,,2.6,False,0.5,1,1,1,1,0,1,1,1,,3.1
,,,43.31,,,,,,,,,,,,43.15
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,7.5,6.5,6.75,7.0,6.75,6.25,6.0,6.75,,6.67
,Transition / Linking Footwork  ,,,,1.6,7.0,6.25,6.25,6.75,5.75,5.5,5.5,6.75,,6.21
,Performance / Execution  ,,,,1.6,7.5,6.5,6.5,6.75,6.25,6.5,5.75,7.0,,6.58
,Choreography / Composition  ,,,,1.6,7.25,6.75,6.75,7.0,5.75,6.5,6.0,7.25,,6.71
,Interpretation  ,,,,1.6,7.25,6.25,6.5,7.25,5.75,6.0,6.25,7.25,,6.58
,,,,,,,,,,,,,,,52.41
Deduction,Falls,-1.0
