NHK Trophy 2005,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
6 3A 7.5 1.00,1 1 2 1 0,1 0 0,,1 1 - -,8.50
7 3Lo 5.5x -2.00,-2 -2 -2 -2 -2,-2 -1 -2,,-2 -1 - -,3.50
8 3Lz 6.6x 0.60,0 1 1 0 0,1 0 0,,1 1 - -,7.20
9 CiSt2 2.3 0.50,1 1 1 0 1,1 0 1,,1 1 - -,2.80
10 3F* 0.0 0.00,0 0 1 0 0,0 0 -1,,1 2 - -,0.00
11 3S 5.0x 0.60,0 0 1 0 0,1 1 1,,1 1 - -,5.60
12 CoSp3 2.5 0.00,1 0 0 0 0,0 1 0,,0 0 - -,2.50
13 SlSt3 3.1 0.40,1 1 0 0 0,1 1 1,,1 2 - -,3.50
14 CCoSp2 2.5 0.60,1 1 2 1 2,0 1 1,,1 2 - -,3.10
60.4,,,,,58.70
Program Components Factor,,,,,
Skating Skills 2.00,7.25 7.00 7.25 7.25 7.50 6.75,6.50 6.75,,7.50 7.50 - -,7.10
Transition / Linking Footwork 2.00,6.75 7.00 6.50 6.75 7.25 6.25,6.00 6.50,,6.75 7.00 - -,6.70
Performance / Execution 2.00,7.00 6.75 6.50 7.25 7.50 6.50,6.25 6.75,,6.75 7.25 - -,6.85
Choreography / Composition 2.00,7.00 7.00 6.75 7.00 7.50 6.50,6.75 6.75,,7.00 7.75 - -,6.90
Interpretation 2.00,7.00 7.00 6.75 7.00 7.50 6.75,6.75 6.50,,7.00 7.50 - -,6.90
Judges Total Program Component Score (factored),,,,,68.90
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
4 Christopher MABEE,CAN 117.10,59.30,,58.80,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lo 5.0 0.80,1 1 1 0 1,1 1 1,,1 0 - -,5.80
2 3A 7.5 0.00,0 0 0 0 0,1 0 0,,0 0 - -,7.50
3 3F 5.5 -2.40,-2 -3 -2 -3 -2,-2 -2 -2,,-2 -3 - -,3.10
4 SSp4 2.4 0.00,0 0 0 0 0,0 0 0,,0 -1 - -,2.40
5 FSSp3 2.3 0.00,0 0 0 0 0,0 -1 0,,0 0 - -,2.30
6 3Lz+3T 10.0 0.60,1 0 0 0 0,1 1 1,,0 1 - -,10.60
7 3F+COMBO 6.1x -3.00,-3 -3 -3 -3 -3,-3 -2 -3,,-3 -3 - -,3.10
8 3Lz 6.6x 0.20,0 1 0 0 0,1 1 0,,0 0 - -,6.80
9 SlSt2 2.3 0.00,0 1 0 0 1,0 1 0,,0 0 - -,2.30
10 3S 5.0x -1.80,-2 -1 -2 -1 -1,-2 -1 -2,,-1 -2 - -,3.20
11 2A 3.6x 1.00,1 1 1 0 0,1 1 1,,1 1 - -,4.60
12 CCoSp2 2.5 0.30,0 1 2 1 1,0 0 1,,1 0 - -,2.80
13 CiSt2 2.3 0.00,0 0 0 0 1,0 0 1,,0 0 - -,2.30
14 FCoSp3 2.5 0.00,0 0 0 0 0,0 1 0,,0 0 - -,2.50
63.6,,,,,59.30
Program Components Factor,,,,,
Skating Skills 2.00,6.25 6.00 6.00 6.00 6.00 5.75,6.00 6.00,,5.50 5.25 - -,5.95
Transition / Linking Footwork 2.00,6.25 5.50 5.25 5.75 5.75 5.25,5.50 5.75,,5.25 5.00 - -,5.50
Performance / Execution 2.00,6.25 5.75 6.50 6.00 6.00 6.25,5.75 6.00,,5.50 5.50 - -,6.05
Choreography / Composition 2.00,6.00 5.50 6.25 6.00 6.50 6.00,6.25 5.75,,5.50 5.25 - -,5.85
Interpretation 2.00,6.25 5.75 6.75 6.00 6.75 6.25,6.00 6.00,,5.50 5.25 - -,6.05
Judges Total Program Component Score (factored),,,,,58.80
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
NHK Trophy 2005,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
5 Ben FERREIRA,CAN 115.62,62.92,,53.70,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A+2T+COMBO 8.8 -1.00,-2 -1 -1 -1 -1,-1 -1 -1,,-1 -1 - -,7.80
2 3T 4.0 0.40,0 1 0 0 0,1 0 1,,0 0 - -,4.40
3 3F 5.5 -1.00,-1 -1 -1 -1 -1,-1 -1 -1,,-1 -1 - -,4.50
4 FSSp3 2.3 -0.06,0 -1 0 -1 0,0 0 0,,0 0 - -,2.24
5 3Lz 6.0 0.80,1 1 0 0 1,1 1 1,,0 1 - -,6.80
6 3A 7.5 -3.00,-3 -3 -2 -3 -3,-3 -3 -3,,-3 -3 - -,4.50
7 CoSp2 2.1 -0.12,0 0 0 0 0,-1 0 -1,,-1 -1 - -,1.98
8 3Lo 5.5x 0.20,0 0 0 0 0,1 0 0,,0 1 - -,5.70
9 3S 5.0x 0.00,0 0 0 0 0,0 0 0,,1 0 - -,5.00
10 CiSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 - -,2.30
11 SlSt2 2.3 0.10,0 1 0 0 0,0 1 1,,0 0 - -,2.40
12 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 - -,2.30
13 3Lz+2T+2T 9.5x 0.20,0 1 0 0 0,0 0 0,,1 1 - -,9.70
14 CCoSp3 3.0 0.30,1 -1 1 0 1,1 1 1,,0 0 - -,3.30
66.1,,,,,62.92
Program Components Factor,,,,,
Skating Skills 2.00,5.25 5.75 5.50 5.75 6.00 6.00,6.00 5.25,,5.75 5.50 - -,5.55
Transition / Linking Footwork 2.00,5.25 5.00 5.25 5.50 5.75 5.50,5.75 5.00,,5.00 5.25 - -,5.25
Performance / Execution 2.00,5.25 5.25 4.75 5.50 6.00 5.25,5.75 5.50,,5.50 5.00 - -,5.25
Choreography / Composition 2.00,5.50 5.25 5.50 5.50 6.00 6.00,6.00 5.25,,5.50 5.00 - -,5.40
Interpretation 2.00,5.25 5.25 5.00 5.50 6.25 6.00,6.00 5.50,,5.50 5.50 - -,5.40
Judges Total Program Component Score (factored),,,,,53.70
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
6 Kevin VAN DER PERREN,BEL 110.50,53.10,,58.40,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 4T 9.0 -2.00,-2 -2 -2 -2 -1,-2 -2 -2,,-2 -1 - -,7.00
2 3A 7.5 -3.00,-3 -3 -3 -3 -3,-3 -2 -3,,-3 -3 - -,4.50
3 3F+3T 9.5 -0.80,0 -1 -1 -1 0,-1 1 -1,,0 0 - -,8.70
4 CiSt1 1.8 0.20,1 1 0 0 0,0 0 1,,0 0 - -,2.00
5 3A+COMBO 8.3x -2.00,-2 -2 -2 -2 -2,-3 -1 -2,,-2 -2 - -,6.30
6 3Lz 6.6x 0.20,1 1 0 0 0,0 1 0,,0 0 - -,6.80
7 FCoSp2 2.1 0.00,0 1 0 -1 0,0 0 0,,0 0 - -,2.10
8 3S 5.0x 0.60,0 0 1 0 0,1 1 1,,1 1 - -,5.60
9 SSp3 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 - -,1.80
10 2A 3.6x -0.28,0 -1 -1 0 0,0 0 -1,,0 0 - -,3.32
11 CCoSp1 2.0 -0.06,0 -1 0 0 0,0 0 0,,0 -1 - -,1.94
12 SlSt1 1.8 0.00,0 0 0 1 0,0 0 0,,0 0 - -,1.80
13 FSSp2 2.0 -0.76,-3 -3 -2 -2 -3,-3 -3 -2,,-3 -2 - -,1.24
61.0,,,,,53.10
Program Components Factor,,,,,
Skating Skills 2.00,6.25 6.25 5.50 5.50 6.25 5.75,5.75 6.25,,6.25 6.00 - -,5.95
Transition / Linking Footwork 2.00,6.00 6.00 5.00 5.50 5.75 5.25,5.25 6.00,,5.50 5.50 - -,5.65
Performance / Execution 2.00,6.50 6.25 5.00 5.75 6.00 5.75,5.50 6.50,,5.75 5.50 - -,5.95
Choreography / Composition 2.00,6.25 6.25 5.50 5.75 6.25 5.50,5.75 6.25,,6.00 5.75 - -,5.90
Interpretation 2.00,6.25 6.25 4.75 5.75 6.25 5.25,5.00 6.00,,6.00 5.50 - -,5.75
Judges Total Program Component Score (factored),,,,,58.40
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
NHK Trophy 2005,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
7 Ivan DINEV,BUL 106.40,50.70,,55.70,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 -0.20,0 -1 0 0 0,-1 0 0,,0 0 - -,9.30
2 3A 7.5 1.00,1 2 1 1 1,1 1 1,,1 0 - -,8.50
3 3Lz 6.0 -1.00,-1 -1 -1 -1 -1,-1 -1 -2,,-1 -1 - -,5.00
4 2A 3.3 0.00,0 0 1 0 0,0 1 0,,1 0 - -,3.30
5 FCoSp1 1.7 0.00,0 0 0 0 0,0 0 1,,0 0 - -,1.70
6 FCSSp2 1.7 0.00,0 0 0 0 0,0 0 0,,0 0 - -,1.70
7 2A 3.6x 0.00,0 0 0 0 0,0 0 0,,0 0 - -,3.60
8 CiSt1 1.8 0.00,0 0 0 0 0,0 -1 0,,0 0 - -,1.80
9 3Lo 5.5x -0.20,0 0 0 0 0,-1 0 0,,-1 -1 - -,5.30
10 3T 4.4x -0.60,0 -1 -1 0 -1,0 0 -1,,-1 -1 - -,3.80
11 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,0 -1 - -,2.30
12 SlSt2 2.3 0.10,0 0 0 1 1,0 0 1,,0 0 - -,2.40
13 CCoSp1 2.0 0.00,0 -1 0 0 0,0 0 0,,0 0 - -,2.00
51.6,,,,,50.70
Program Components Factor,,,,,
Skating Skills 2.00,6.25 5.75 5.00 6.00 5.75 5.50,5.75 5.75,,5.50 6.25 - -,5.85
Transition / Linking Footwork 2.00,6.00 5.00 4.75 5.50 5.25 5.25,5.25 5.75,,5.00 5.50 - -,5.40
Performance / Execution 2.00,6.25 5.50 4.50 5.50 5.50 5.25,5.25 5.50,,5.50 5.75 - -,5.50
Choreography / Composition 2.00,6.00 5.50 4.75 5.75 5.50 5.50,5.25 5.25,,5.25 5.50 - -,5.50
Interpretation 2.00,6.25 5.50 4.50 5.75 5.75 5.25,5.00 5.75,,5.50 5.75 - -,5.60
Judges Total Program Component Score (factored),,,,,55.70
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
8 Roman SEROV,ISR 106.00,54.20,,51.80,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz 6.0 0.40,0 1 1 0 0,1 0 0,,1 0 - -,6.40
2 3A+3T 11.5 -1.20,-1 -1 0 -2 -1,-2 -1 -1,,-2 -1 - -,10.30
3 3A 7.5 -0.40,0 -1 0 -1 0,-1 -1 0,,-1 0 - -,7.10
4 FCSp2 2.0 0.00,0 0 0 0 0,0 0 0,,0 -1 - -,2.00
5 2F 1.7 -0.76,-2 -2 -3 -2 -2,-3 -3 -2,,-3 -3 - -,0.94
6 CCoSp2 2.5 -0.12,0 -1 -1 0 0,0 0 0,,0 -2 - -,2.38
7 CiSt2 2.3 0.00,0 0 0 0 -1,0 0 0,,-1 -1 - -,2.30
8 3Lz+3Lo+SEQ 9.7x -1.60,-2 -1 -2 -2 -1,-2 -2 -1,,-2 -1 - -,8.10
9 3S 5.0x 0.00,0 1 0 0 0,0 0 0,,0 0 - -,5.00
10 SSp3 1.8 0.00,0 0 0 0 0,0 0 0,,-1 -1 - -,1.80
11 SlSt2 2.3 0.00,0 1 0 0 0,0 0 -1,,0 0 - -,2.30
12 2A 3.6x 0.00,0 0 0 0 0,0 1 0,,0 0 - -,3.60
13 FCoSp2 2.1 -0.12,-1 0 -1 0 0,0 -1 0,,-1 -1 - -,1.98
58.0,,,,,54.20
Program Components Factor,,,,,
Skating Skills 2.00,5.75 5.75 5.50 5.00 5.25 5.75,5.50 4.75,,5.50 5.25 - -,5.45
Transition / Linking Footwork 2.00,5.75 5.25 5.00 4.50 4.75 5.25,5.25 4.50,,4.50 5.00 - -,5.00
Performance / Execution 2.00,5.50 5.50 5.00 4.75 5.00 5.25,4.75 4.75,,5.25 4.75 - -,5.05
Choreography / Composition 2.00,5.50 5.50 5.00 4.75 5.00 5.50,5.00 5.00,,5.25 5.00 - -,5.20
Interpretation 2.00,5.50 5.75 5.25 4.75 5.25 5.25,4.75 4.75,,5.25 5.25 - -,5.20
Judges Total Program Component Score (factored),,,,,51.80
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
NHK Trophy 2005,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
9 Takeshi HONDA,JPN 103.04,44.34,,60.70,2.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz 6.0 1.20,1 1 2 1 1,1 1 1,,1 2 - -,7.20
2 3A 7.5 0.20,0 0 1 0 0,0 1 0,,0 1 - -,7.70
3 2Lz 1.9 0.00,0 0 0 0 0,1 0 0,,0 0 - -,1.90
4 FCoSp3 2.5 0.00,0 0 0 1 0,0 0 0,,0 0 - -,2.50
5 3A+1T 7.9 -1.80,-1 -2 -3 -1 -1,-2 -2 -2,,-2 -2 - -,6.10
6 2Lo 1.5 0.00,0 0 0 0 0,0 0 0,,0 0 - -,1.50
7 CiSt1 1.8 0.20,1 1 0 0 0,1 1 0,,0 0 - -,2.00
8 3S 5.0x 0.00,0 0 0 0 0,0 0 1,,0 0 - -,5.00
9 3F 6.1x -3.00,-3 -2 -3 -3 -3,-3 -2 -3,,-3 -3 - -,3.10
10 FSSp4 3.0 -0.06,0 -1 0 0 0,0 0 0,,0 -1 - -,2.94
11 SSp4 2.4 0.00,0 1 0 0 0,0 0 0,,0 -1 - -,2.40
12 SlSt1 1.8 0.20,1 1 0 0 0,1 0 0,,1 0 - -,2.00
13 CCoSp 0.0 0.00,-3 -3 -3 -2 -3,-3 -3 -3,,-3 -3 - -,0.00
47.4,,,,,44.34
Program Components Factor,,,,,
Skating Skills 2.00,6.75 6.50 6.50 6.00 6.50 6.25,6.00 6.00,,6.00 6.50 - -,6.35
Transition / Linking Footwork 2.00,6.00 6.00 5.75 5.75 6.25 5.50,5.75 6.00,,5.25 5.50 - -,5.80
Performance / Execution 2.00,6.00 6.00 6.00 6.25 6.50 6.00,5.50 5.50,,5.50 5.75 - -,5.95
Choreography / Composition 2.00,6.25 6.25 6.25 6.25 6.50 6.25,5.75 6.00,,5.75 5.75 - -,6.20
Interpretation 2.00,6.00 6.25 6.25 6.25 6.50 6.00,5.25 5.50,,5.75 5.75 - -,6.05
Judges Total Program Component Score (factored),,,,,60.70
Deductions: Falls: -2.00,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
10 Yannick PONSERO,FRA 102.00,47.20,,55.80,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 1.00,1 1 2 1 1,1 2 1,,1 1 - -,8.50
2 4T 9.0 -2.00,-2 -2 -1 -2 -2,-2 -1 -2,,-2 -2 - -,7.00
3 CSp 0.0 0.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 - -,0.00
4 2Lz 1.9 -0.06,0 -1 0 0 -1,-1 0 0,,0 0 - -,1.84
5 3S 4.5 0.40,0 1 0 0 0,1 0 0,,1 1 - -,4.90
6 CCoSp3 3.0 0.00,0 0 0 0 0,0 0 0,,0 0 - -,3.00
7 2Lo 1.5 -0.60,-2 -2 -2 -2 -2,-2 -2 -2,,-2 -3 - -,0.90
8 CSSp3 2.1 0.00,0 0 0 0 0,0 0 0,,0 0 - -,2.10
9 3F+2S+SEQ 5.9x -1.00,-1 -1 -1 -1 -2,-1 -1 -1,,-1 -1 - -,4.90
10 1A 0.9x -0.08,0 -1 0 0 -1,-1 0 0,,0 -1 - -,0.82
11 CiSt2 2.3 0.10,1 0 0 0 0,1 0 0,,0 0 - -,2.40
12 3T+3T 8.8x -2.00,-2 -2 -2 -2 -1,-2 -2 -2,,-2 -2 - -,6.80
13 FSSp3 2.3 -0.06,0 -1 0 0 0,0 0 1,,0 -1 - -,2.24
14 SlSt1 1.8 0.00,0 0 0 0 0,0 1 1,,0 -1 - -,1.80
51.5,,,,,47.20
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.00 6.00 5.75 6.00 5.75,6.00 5.75,,5.75 5.50 - -,5.85
Transition / Linking Footwork 2.00,6.00 5.50 5.25 5.50 5.50 5.25,5.25 5.75,,5.25 4.50 - -,5.45
Performance / Execution 2.00,6.00 5.50 5.25 5.75 5.50 5.25,5.00 5.50,,5.25 4.75 - -,5.45
Choreography / Composition 2.00,6.25 5.75 5.25 5.50 5.75 5.50,5.25 5.75,,5.50 5.00 - -,5.55
Interpretation 2.00,6.00 5.50 5.25 5.50 5.25 5.75,5.00 6.00,,5.50 4.75 - -,5.60
Judges Total Program Component Score (factored),,,,,55.80
Deductions: Falls: -1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
NHK Trophy 2005,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,,+,+,-
11 Stefan LINDEMANN,GER 101.42,42.72,,59.70,1.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3T 4.0,1.40 1 2 2 1 1,1 2,1,1 2 - -,5.40
2 3A 7.5,-3.00 -3 -3 -3 -3 -3,-3 -3,-3,-3 -3 - -,4.50
3 CSSp3 2.1,0.00 0 0 0 0 0,0 1,0,0 1 - -,2.10
4 CiSt2 2.3,0.30 0 1 1 0 1,1 1,0,1 1 - -,2.60
5 3Lo 5.0,0.80 1 1 2 0 1,0 1,1,1 1 - -,5.80
6 2F 1.7,0.00 1 -1 0 0 0,0 1,0,1 0 - -,1.70
7 CCoSp2 2.5,-0.06 0 -1 0 0 0,-1 1,0,0 0 - -,2.44
8 3Lz 6.6x,-0.60 -1 -1 0 0 -1,-1 0,-1,-1 0 - -,6.00
9 1F 0.6x,-0.06 -2 -1 -1 0 -1,0 0,0,-1 -1 - -,0.54
10 FCSp2 2.0,-0.06 0 -1 0 1 0,0 0,-1,0 0 - -,1.94
11 1S 0.4x,0.00 0 0 0 0 0,0 0,0,0 0 - -,0.40
12 3S 5.0x,0.00 0 0 0 0 0,0 0,0,0 0 - -,5.00
13 SlSt1 1.8,0.00 0 0 0 0 0,0 1,0,0 1 - -,1.80
14 FSSp3 2.3,0.20 1 1 0 0 0,0 1,1,0 0 - -,2.50
43.8,,,,,42.72
Program Components Factor,,,,,
Skating Skills,2.00 6.25 6.00 6.50 6.25 6.75 6.00,6.00,6.00,6.25 7.00 - -,6.20
Transition / Linking Footwork,2.00 6.00 5.25 5.75 5.75 6.25 6.00,5.00,5.75,5.75 6.75 - -,5.85
Performance / Execution,2.00 6.00 5.50 5.75 6.00 6.50 5.25,5.50,6.00,6.00 6.50 - -,5.85
Choreography / Composition,2.00 6.00 5.25 6.00 6.00 6.50 6.00,6.00,5.75,6.25 7.00 - -,5.95
Interpretation,2.00 6.25 5.25 6.00 6.00 6.50 5.75,5.75,6.00,6.25 6.75 - -,6.00
Judges Total Program Component Score (factored),,,,,59.70
Deductions: Falls:,-1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Printed: 04.12.2005 14:48:48,,,,,
