NHK Trophy 2005,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
9 3S 5.0x 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,5.00
10 3T+2T+2Lo 7.5x 0.20,1 1 0 0 1 0 0 0,,0 0 - -,7.70
11 FCSp3 2.3 0.50,2 1 1 1 1 1 1 1,,0 1 - -,2.80
12 3T+2A+SEQ 6.4x 0.00,0 0 0 1 -1 0 0 0,,1 0 - -,6.40
13 CCoSp4 3.5 0.50,2 1 0 0 1 1 1 1,,0 1 - -,4.00
51.2,,,,50.40
Program Components Factor,,,,
Skating Skills 1.60,6.75 7.00 6.00 6.75 7.25 6.50 6.75 7.00,,6.25 6.25 - -,6.65
Transition / Linking Footwork 1.60,6.75 6.00 6.25 6.00 7.25 6.00 6.25 7.00,,5.75 6.25 - -,6.50
Performance / Execution 1.60,7.00 7.00 6.50 6.25 7.25 6.25 6.50 6.75,,6.00 6.50 - -,6.65
Choreography / Composition 1.60,6.75 6.50 6.50 6.25 7.00 6.50 6.75 6.75,,6.50 6.25 - -,6.65
Interpretation 1.60,7.00 6.50 6.50 6.25 7.00 6.25 6.75 7.00,,6.50 6.25 - -,6.70
Judges Total Program Component Score (factored),,,,53.04
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Miki ANDO,JPN 99.78 48.10,,53.68,2.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 LSp3 1.8 0.70,0 0 2 1 2 2 1 1,,1 1 - -,2.50
2 3Lz+2Lo 7.5 -1.20,-1 -1 -2 -2 -3 -1 -1 -1,,0 -1 - -,6.30
3 3S 4.5 0.00,1 0 0 0 0 0 0 0,,0 0 - -,4.50
4 2A 3.3 0.80,1 1 1 1 1 1 0 1,,1 0 - -,4.10
5 3F 5.5 -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,2.50
6 CoSp3 2.5 0.00,0 0 0 1 1 0 0 0,,0 0 - -,2.50
7 3Lz 6.6x 0.60,1 1 1 0 0 1 1 0,,0 0 - -,7.20
8 SlSt2 2.3 0.00,0 1 0 0 0 0 0 0,,0 0 - -,2.30
9 3Lo 5.5x 0.00,0 0 0 0 0 0 0 0,,0 0 - -,5.50
10 FSSp3 2.3 0.00,-1 0 0 1 0 0 0 0,,0 1 - -,2.30
11 SpSt4 3.4 0.40,0 0 1 0 1 0 1 0,,0 0 - -,3.80
12 3T 4.4x -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,1.40
13 CCoSp3 3.0 0.20,-1 0 1 1 1 0 0 0,,0 1 - -,3.20
52.6,,,,48.10
Program Components Factor,,,,
Skating Skills 1.60,6.50 7.00 7.00 7.25 7.00 7.00 7.00 6.75,,7.00 6.50 - -,6.85
Transition / Linking Footwork 1.60,6.50 6.25 6.50 6.50 6.75 6.50 6.75 6.50,,6.50 6.25 - -,6.55
Performance / Execution 1.60,6.75 6.00 7.00 6.25 6.50 7.00 6.75 6.50,,6.75 6.75 - -,6.75
Choreography / Composition 1.60,6.50 6.25 6.75 6.75 6.50 7.00 7.00 6.75,,7.00 6.50 - -,6.70
Interpretation 1.60,6.50 5.75 6.75 6.75 6.75 6.75 7.00 6.75,,7.00 6.50 - -,6.70
Judges Total Program Component Score (factored),,,,53.68
Deductions: Falls: -2.00,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
NHK Trophy 2005,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
5 Kimmie MEISSNER,USA 96.08 44.32,,51.76,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3F+2T+SEQ 5.4 -2.00,-2 -2 -2 -2 -3 -2 -2 -2,,-2 -2 - -,3.40
2 2A 3.3 0.80,1 1 1 1 1 1 0 0,,0 1 - -,4.10
3 3Lz+2T 7.3 -0.60,-1 -1 -2 -1 0 -1 -1 0,,0 0 - -,6.70
4 CCoSp4 3.5 0.50,1 0 1 0 1 0 1 1,,1 1 - -,4.00
5 LSp2 1.5 0.10,1 1 0 0 0 0 1 0,,0 0 - -,1.60
6 2Lo 1.7x -0.24,-1 -1 -1 -2 -3 -1 -1 0,,0 0 - -,1.46
7 SpSt3 3.1 0.10,0 0 0 1 1 0 0 1,,0 0 - -,3.20
8 3Lz 6.6x -0.20,0 0 0 0 0 0 0 -1,,0 -1 - -,6.40
9 2S 1.4x -0.24,-1 -1 0 -2 -2 -1 0 -1,,0 -1 - -,1.16
10 FSSp3 2.3 -0.12,-1 -1 0 0 0 -1 -1 0,,0 0 - -,2.18
11 SlSt3 3.1 0.10,1 0 0 0 1 0 0 0,,0 0 - -,3.20
12 2A+2T 5.1x -0.28,-1 0 0 0 0 -1 0 0,,0 -1 - -,4.82
13 FCoSp2 2.1 0.00,1 0 0 0 0 0 0 0,,0 0 - -,2.10
46.4,,,,44.32
Program Components Factor,,,,
Skating Skills 1.60,6.50 6.50 6.75 6.50 7.00 6.50 6.50 6.75,,6.50 6.25 - -,6.60
Transition / Linking Footwork 1.60,6.50 6.25 6.75 6.50 6.75 5.75 6.25 6.50,,5.75 6.50 - -,6.50
Performance / Execution 1.60,6.25 6.00 6.50 6.25 7.00 6.50 6.25 6.50,,6.25 6.25 - -,6.40
Choreography / Composition 1.60,6.50 6.25 6.50 6.50 6.75 6.50 6.25 6.50,,6.50 6.25 - -,6.45
Interpretation 1.60,6.25 6.00 6.50 6.50 6.75 6.25 6.25 6.75,,6.50 6.25 - -,6.40
Judges Total Program Component Score (factored),,,,51.76
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
6 Sarah MEIER,SUI 90.10 46.82,,43.28,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+2T+2Lo+SEQ 6.0 -2.00,-1 -2 -2 -2 -2 -2 -2 -2,,-1 -2 - -,4.00
2 3F+2T 6.8 0.00,0 1 0 0 0 0 0 0,,1 0 - -,6.80
3 2Lo 1.5 0.00,0 0 0 0 0 0 0 -1,,0 0 - -,1.50
4 CCoSp4 3.5 0.00,-1 0 0 0 1 0 0 0,,0 0 - -,3.50
5 LSp3 1.8 0.20,0 0 1 0 0 1 1 0,,0 0 - -,2.00
6 3T+2T 5.8x -1.60,-1 -1 -2 -2 -2 -1 -2 -2,,-1 -1 - -,4.20
7 3Lz 6.6x -0.40,-1 0 -1 0 -1 0 0 0,,0 0 - -,6.20
8 SpSt3 3.1 0.00,0 0 0 0 0 0 0 0,,0 0 - -,3.10
9 2A 3.6x -0.98,-2 -1 -2 -2 -1 -1 -1 -2,,-1 -1 - -,2.62
10 FSSp3 2.3 0.00,0 0 0 0 0 0 0 0,,0 0 - -,2.30
11 SlSt3 3.1 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,3.10
12 3S 5.0x 0.00,0 0 0 0 0 0 0 0,,0 0 - -,5.00
13 CoSp3 2.5 0.00,-1 -1 0 0 0 0 0 0,,0 0 - -,2.50
51.6,,,,46.82
Program Components Factor,,,,
Skating Skills 1.60,5.25 5.00 5.50 5.50 6.00 5.75 5.50 5.25,,5.75 5.00 - -,5.45
Transition / Linking Footwork 1.60,5.00 4.75 5.00 5.25 5.75 5.00 5.50 5.00,,5.50 5.00 - -,5.10
Performance / Execution 1.60,5.25 5.00 5.25 5.25 6.00 5.75 5.75 5.25,,5.25 5.25 - -,5.45
Choreography / Composition 1.60,5.00 5.25 5.00 5.50 6.00 6.00 5.50 5.50,,5.75 5.50 - -,5.50
Interpretation 1.60,5.25 5.25 5.25 5.25 5.75 5.75 5.75 5.75,,5.75 5.25 - -,5.55
Judges Total Program Component Score (factored),,,,43.28
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
NHK Trophy 2005,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
7 Carolina KOSTNER,ITA 86.78 35.42,,51.36,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3F+2T 6.8 -1.20,-1 -1 -2 -1 -3 -1 -1 -1,,-1 -1 - -,5.60
2 1Lz 0.6 -0.22,-2 -3 -3 -3 -2 -1 -2 -3,,-1 -2 - -,0.38
3 3Lo 5.0 -1.00,-1 0 -1 -1 0 -1 -1 -2,,-1 -1 - -,4.00
4 2A 3.3 -0.14,-1 0 0 0 -1 0 0 0,,0 0 - -,3.16
5 CCoSp2 2.5 0.10,-1 0 0 2 1 1 0 0,,0 0 - -,2.60
6 FSSp3 2.3 -0.30,-1 0 -1 -1 -2 0 -1 -1,,0 -1 - -,2.00
7 3S 5.0x -2.20,-2 -2 -2 -3 -2 -2 -2 -3,,-2 -3 - -,2.80
8 SpSt3 3.1 0.10,1 1 0 1 1 0 0 0,,0 0 - -,3.20
9 2A 3.6x 0.00,-1 0 0 0 0 0 0 0,,-1 0 - -,3.60
10 2S 1.4x -0.30,-1 -1 -1 -1 -1 -1 0 -1,,-1 -1 - -,1.10
11 FSSp3 2.3 -0.06,-1 0 0 0 -2 0 0 0,,0 0 - -,2.24
12 SlSt1 1.8 0.00,0 0 0 -1 0 1 0 0,,0 0 - -,1.80
13 CCoSp3 3.0 -0.06,-1 0 -1 0 0 0 0 0,,0 0 - -,2.94
40.7,,,,35.42
Program Components Factor,,,,
Skating Skills 1.60,6.25 6.50 6.50 7.00 7.00 7.25 6.75 6.25,,6.75 6.25 - -,6.55
Transition / Linking Footwork 1.60,6.00 6.00 6.25 6.50 6.75 6.75 6.50 6.25,,6.00 6.25 - -,6.40
Performance / Execution 1.60,5.50 5.50 5.75 6.00 6.75 7.00 6.50 6.25,,6.50 6.50 - -,6.35
Choreography / Composition 1.60,5.75 6.50 6.00 6.50 7.00 7.00 6.75 6.50,,6.50 6.25 - -,6.50
Interpretation 1.60,5.25 5.75 5.75 6.25 6.25 7.25 6.75 6.50,,6.50 6.25 - -,6.30
Judges Total Program Component Score (factored),,,,51.36
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
8 Annette DYTRT,GER 78.48 35.28,,43.20,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Lz 1.9 -0.68,-2 -2 -3 -3 -3 -2 -2 -2,,-2 -1 - -,1.22
2 2S 1.3 -0.06,0 0 0 0 0 -1 0 0,,0 -1 - -,1.24
3 3F 5.5 0.00,0 0 0 0 0 0 0 0,,0 0 - -,5.50
4 FCSp2 2.0 0.30,1 0 0 0 0 0 1 1,,0 1 - -,2.30
5 3Lo 5.0 0.00,0 -1 0 0 0 0 0 0,,-1 -1 - -,5.00
6 3T 4.0 -1.00,-1 -1 0 -1 -1 -1 -1 -1,,-1 -1 - -,3.00
7 CoSp2 2.1 0.30,1 0 1 1 0 1 0 0,,0 1 - -,2.40
8 SpSt3 3.1 0.10,1 0 1 0 0 0 0 0,,0 0 - -,3.20
9 2S 1.4x -0.68,-2 -2 -2 -3 -3 -2 -2 -3,,-2 -2 - -,0.72
10 2A+2T 5.1x -0.14,-1 0 -1 0 0 0 0 0,,0 0 - -,4.96
11 LSp1 1.2 -0.06,-1 0 0 0 0 0 -1 0,,0 0 - -,1.14
12 CiSt2 2.3 0.30,1 1 1 1 1 0 0 0,,0 1 - -,2.60
13 CCoSp1 2.0 0.00,0 0 -1 0 0 0 0 0,,0 1 - -,2.00
36.9,,,,35.28
Program Components Factor,,,,
Skating Skills 1.60,5.75 5.00 5.25 5.75 6.00 6.00 5.25 5.50,,5.50 5.50 - -,5.60
Transition / Linking Footwork 1.60,5.00 5.00 5.00 5.00 6.00 5.50 4.50 5.25,,5.00 5.50 - -,5.25
Performance / Execution 1.60,4.75 5.50 5.00 5.50 5.75 5.75 5.00 5.50,,5.25 5.50 - -,5.35
Choreography / Composition 1.60,5.00 5.50 5.00 5.50 5.75 5.75 5.00 5.75,,5.00 5.50 - -,5.40
Interpretation 1.60,4.75 5.25 5.50 5.50 5.75 5.50 5.00 5.75,,5.00 5.25 - -,5.40
Judges Total Program Component Score (factored),,,,43.20
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
NHK Trophy 2005,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
9 Viktoria PAVUK,HUN 78.22 39.22,,40.00,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+2T+1Lo 7.8 -0.80,-1 -1 -1 -1 -2 -1 -1 0,,0 0 - -,7.00
2 2Lo 1.5 -0.48,-1 -2 -3 -2 -2 -2 -1 -1,,-1 -2 - -,1.02
3 3F 5.5 -0.80,-1 -1 0 0 -1 -1 -2 0,,-1 -1 - -,4.70
4 CCoSp3 3.0 0.00,-1 0 0 0 1 0 0 0,,0 0 - -,3.00
5 2A 3.3 0.20,0 1 1 0 0 0 0 1,,1 0 - -,3.50
6 3S 4.5 -0.60,0 -1 0 0 -1 -1 -1 0,,-1 -1 - -,3.90
7 3Lz 6.0 -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,3.00
8 SpSt3 3.1 0.00,0 0 1 1 0 0 0 0,,0 0 - -,3.10
9 LSp3 1.8 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,1.80
10 2T 1.4x 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,1.40
11 FCSp3 2.3 0.00,-1 0 0 0 0 0 0 0,,0 1 - -,2.30
12 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.80
13 FCCoSp3 3.0 -0.30,-2 -1 -1 0 -1 -1 -1 -1,,0 0 - -,2.70
45.0,,,,39.22
Program Components Factor,,,,
Skating Skills 1.60,4.50 4.50 5.25 4.75 6.00 5.25 5.00 5.00,,5.25 5.25 - -,5.15
Transition / Linking Footwork 1.60,3.75 3.50 5.25 4.50 5.50 4.50 4.50 4.75,,4.50 5.00 - -,4.80
Performance / Execution 1.60,4.00 3.75 5.25 4.50 5.75 4.75 4.75 5.00,,5.00 5.25 - -,5.00
Choreography / Composition 1.60,4.00 4.00 5.25 4.75 5.75 4.75 4.75 5.25,,5.00 5.50 - -,5.10
Interpretation 1.60,4.00 3.50 5.25 4.75 5.75 4.50 4.75 5.00,,5.25 5.25 - -,4.95
Judges Total Program Component Score (factored),,,,40.00
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
10 Karen VENHUIZEN,NED 67.64 32.24,,36.40,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T+2T+2Lo 6.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,6.80
2 1Lo 0.5 -0.22,-2 -2 -2 -3 -3 -3 -2 -2,,-2 -2 - -,0.28
3 FCSp2 2.0 -0.18,-2 -1 0 -1 -1 -1 0 -1,,-1 0 - -,1.82
4 3S 4.5 -2.00,-2 -2 -2 -2 -2 -2 -2 -2,,-2 -2 - -,2.50
5 2A 3.3 -0.14,-1 0 0 0 -1 0 0 0,,0 0 - -,3.16
6 CCoSp1 2.0 0.00,0 0 0 -1 0 0 0 -1,,0 0 - -,2.00
7 3S+COMBO 5.0x -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,2.00
8 3T 4.4x 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,4.40
9 CoSp3 2.5 -0.12,-2 -1 0 0 0 -1 0 0,,0 -1 - -,2.38
10 CiSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.80
11 1A 0.9x -0.40,-2 -2 -2 -2 -2 -2 -1 -2,,-2 -2 - -,0.50
12 SpSt3 3.1 0.00,-1 0 0 -1 0 0 0 0,,0 0 - -,3.10
13 LSp2 1.5 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.50
38.3,,,,32.24
Program Components Factor,,,,
Skating Skills 1.60,3.75 4.25 4.75 4.25 5.00 4.75 4.75 4.25,,4.25 4.25 - -,4.55
Transition / Linking Footwork 1.60,4.00 3.75 4.50 4.00 4.75 4.00 4.50 4.25,,4.00 4.50 - -,4.35
Performance / Execution 1.60,4.25 4.00 4.50 3.75 5.00 5.00 4.50 4.00,,4.50 4.50 - -,4.55
Choreography / Composition 1.60,4.00 4.50 4.50 4.25 5.00 5.00 4.75 4.50,,4.50 4.75 - -,4.70
Interpretation 1.60,4.25 4.50 4.50 4.00 4.75 4.75 4.75 4.50,,4.50 4.50 - -,4.60
Judges Total Program Component Score (factored),,,,36.40
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
NHK Trophy 2005,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",=,+,+,-
11 Miriam MANZANO,AUS 66.68 29.76,,37.92,1.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Lo 1.5,-0.12 0 0 0 0 -1 -1 0,0,0 -1 - -,1.38
2 3Lz 6.0,-2.20 -2 -2 -2 -2 -3 -2 -2,-2,-2 -3 - -,3.80
3 1F 0.5,0.00 0 0 0 0 0 0 0,0,0 0 - -,0.50
4 2A 3.3,0.00 0 0 0 0 1 0 0,0,0 0 - -,3.30
5 FCSp1 1.7,0.00 0 0 1 0 0 0 0,0,0 0 - -,1.70
6 3Lz+COMBO 6.6x,-3.00 -3 -3 -3 -3 -3 -3 -3,-3,-3 -3 - -,3.60
7 CCoSp1 2.0,0.00 0 0 0 0 0 0 0,0,0 0 - -,2.00
8 2S 1.4x,0.00 0 0 0 0 0 0 0,0,0 0 - -,1.40
9 FSSp2 2.0,-0.12 -1 0 0 -1 -1 0 0,-1,-1 0 - -,1.88
10 SlSt1 1.8,0.00 0 0 0 0 0 0 0,0,0 0 - -,1.80
11 2A+2T 5.1x,0.00 0 0 0 0 1 0 0,0,0 0 - -,5.10
12 SpSt1 1.8,0.00 0 0 0 0 0 0 0,-1,0 0 - -,1.80
13 LSp2 1.5,0.00 0 0 0 -1 0 0 0,-1,0 0 - -,1.50
35.2,,,,29.76
Program Components Factor,,,,
Skating Skills,1.60 4.75 4.50 5.25 4.50 5.25 5.00 5.00,4.75,4.00 4.00 - -,4.95
Transition / Linking Footwork,1.60 4.50 4.00 5.00 4.25 5.00 4.25 4.50,4.25,4.25 3.75 - -,4.50
Performance / Execution,1.60 4.75 4.25 4.75 4.50 5.25 4.75 4.75,4.50,4.25 3.75 - -,4.70
Choreography / Composition,1.60 4.50 4.25 4.75 4.50 5.00 5.00 4.75,4.50,4.50 4.25 - -,4.70
Interpretation,1.60 5.00 4.75 4.75 4.50 5.00 4.75 5.00,4.75,4.50 4.00 - -,4.85
Judges Total Program Component Score (factored),,,,37.92
Deductions: Falls:,-1.00,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Printed: 03.12.2005 18:47:48,,,,
