Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evan LYSACEK,USA,237.72,1,79.17,1,158.55,2009-11-15,gpusa09
2,Shawn SAWYER,CAN,203.91,5,65.95,4,137.96,2009-11-15,gpusa09
3,Ryan BRADLEY,USA,198.12,8,59.24,2,138.88,2009-11-15,gpusa09
4,Florent AMODIO,FRA,197.58,2,72.65,6,124.93,2009-11-15,gpusa09
5,Tomas VERNER,CZE,194.06,11,55.9,3,138.16,2009-11-15,gpusa09
6,Kevin REYNOLDS,CAN,190.23,10,59.05,5,131.18,2009-11-15,gpusa09
7,Adrian SCHULTHEISS,SWE,185.07,4,67.55,7,117.52,2009-11-15,gpusa09
8,Brandon MROZ,USA,174.0,3,71.4,11,102.6,2009-11-15,gpusa09
9,Yasuharu NANRI,JPN,168.84,7,59.35,8,109.49,2009-11-15,gpusa09
10,Andrei LUTAI,RUS,167.79,6,60.64,9,107.15,2009-11-15,gpusa09
11,Jialiang WU,CHN,164.26,9,59.16,10,105.1,2009-11-15,gpusa09
12,Igor MACYPURA,SVK,144.02,12,51.45,12,92.57,2009-11-15,gpusa09
