12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Nathalie PECHALAT / Fabian BOURZAT,FRA,0,60.67,32.72,27.95,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,StaLi4,,4.0,False,0.79,2,1,1,1,1,2,2,2,2,1,2,1,,4.79
2,NtMiTw4,,3.3,False,0.64,1,1,1,1,0,2,2,2,0,2,1,1,,3.94
3,NtMiSt4,,4.3,False,0.71,1,1,1,1,1,2,1,2,1,1,2,2,,5.01
4,SlLi4,,4.0,False,0.79,2,2,1,1,2,2,2,2,1,1,3,1,,4.79
5,Sp4,,4.7,False,0.86,2,1,1,1,2,2,2,1,2,2,2,2,,5.56
6,CiSt3,,7.2,False,1.43,1,2,1,2,0,2,1,1,0,1,1,2,,8.63
,,,27.5,,,,,,,,,,,,,,,,32.72
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.5,7.25,7.0,7.5,7.25,7.0,7.5,6.75,7.25,6.75,7.75,7.75,,7.29
,Linking Footwork / Movement  ,,,,0.8,7.25,7.0,6.75,7.25,7.0,7.0,7.5,6.5,7.25,6.75,7.5,8.25,,7.14
,Performance  ,,,,0.6,7.75,7.25,7.0,7.5,7.25,7.0,7.5,6.75,7.5,7.0,8.0,8.25,,7.43
,Choreography  ,,,,0.6,8.0,7.25,7.25,7.5,7.25,7.25,7.75,6.5,7.5,7.25,8.0,8.25,,7.54
,Interpretation / Timing  ,,,,1.0,7.5,7.0,7.25,7.75,7.25,7.25,7.75,6.75,7.25,7.25,8.25,8.0,,7.43
,,,,,,,,,,,,,,,,,,,27.95
