9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Florent AMODIO,FRA,8,60.13,25.87,36.26,-2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,4S,,10.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,7.5
2,FCSp3,,2.8,False,0.64,1,1,1,3,1,0,1,2,2,,3.44
3,StSq2,,2.6,False,0.93,1,2,2,3,2,1,2,2,2,,3.53
4,2Lz+COMBO,,2.31,True,-0.9,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.41
5,3A,,9.35,True,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,6.35
6,CSSp,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7,CCoSp3,,3.0,False,0.64,1,1,1,2,2,0,1,1,2,,3.64
,,,30.56,,,,,,,,,,,,,25.87
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,6.75,7.75,7.5,8.5,7.75,7.25,7.0,7.0,7.25,,7.36
,Transition / Linking Footwork  ,,,,1.0,6.25,8.0,7.25,7.75,7.25,7.0,5.0,6.75,6.75,,7.0
,Performance / Execution  ,,,,1.0,6.5,7.25,7.0,8.5,7.5,7.0,6.5,6.25,6.75,,6.93
,Choreography / Composition  ,,,,1.0,6.5,7.5,7.75,8.5,8.0,7.5,6.75,7.0,7.5,,7.43
,Interpretation  ,,,,1.0,6.75,8.0,7.5,8.75,7.75,7.5,6.5,7.25,8.0,,7.54
,,,,,,,,,,,,,,,,36.26
Deduction,Falls,-2.0
