9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Jeremy ABBOTT,USA,21,79.67,40.85,39.82,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,4T<,<,7.2,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.2
2,3Lz+3T,,10.1,False,0.5,0,1,0,1,1,1,0,1,1,,10.6
3,FUSp4,,2.9,False,0.13,1,-1,1,1,1,0,-1,0,-1,,3.03
4,3A,,9.35,True,0.86,0,1,0,2,2,1,1,0,1,,10.21
5,CSSp4,,3.0,False,0.64,1,2,1,2,2,1,1,1,1,,3.64
6,CCoSp4,,3.5,False,0.57,0,1,1,1,2,1,1,1,2,,4.07
7,StSq4,,3.9,False,1.2,1,2,1,2,3,2,2,2,1,,5.1
,,,39.95,,,,,,,,,,,,,40.85
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,8.5,8.0,7.5,9.0,8.25,8.25,7.5,7.75,8.0,,8.04
,Transition / Linking Footwork  ,,,,1.0,8.5,7.75,7.0,8.75,8.0,7.75,7.5,7.5,8.0,,7.86
,Performance / Execution  ,,,,1.0,8.5,7.5,7.0,9.25,8.5,8.0,7.5,7.5,7.75,,7.89
,Choreography / Composition  ,,,,1.0,8.5,7.5,7.25,9.0,8.25,8.25,7.5,7.25,8.0,,7.89
,Interpretation  ,,,,1.0,8.5,8.0,7.5,9.25,8.75,8.25,8.0,7.75,7.75,,8.14
,,,,,,,,,,,,,,,,39.82
Deduction,Falls,-1.0
