Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Qing PANG / Jian TONG,CHN,189.2,2,64.98,1,124.22,2006-03-26,wc2006
2,Dan ZHANG / Hao ZHANG,CHN,186.42,1,65.58,4,120.84,2006-03-26,wc2006
3,Maria PETROVA / Alexei TIKHONOV,RUS,186.22,3,63.04,2,123.18,2006-03-26,wc2006
4,Rena INOUE / John BALDWIN,USA,183.17,6,60.9,3,122.27,2006-03-26,wc2006
5,Valerie MARCOUX / Craig BUNTIN,CAN,181.09,4,62.66,5,118.43,2006-03-26,wc2006
6,Aliona SAVCHENKO / Robin SZOLKOWY,GER,170.08,5,61.24,7,108.84,2006-03-26,wc2006
7,Jessica DUBE / Bryce DAVISON,CAN,169.72,7,58.81,6,110.91,2006-03-26,wc2006
8,Julia OBERTAS / Sergei SLAVNOV,RUS,164.16,8,55.6,8,108.56,2006-03-26,wc2006
9,Dorota ZAGORSKA / Mariusz SIUDEK,POL,160.79,9,55.05,9,105.74,2006-03-26,wc2006
10,Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,147.9,11,50.87,10,97.03,2006-03-26,wc2006
11,Marcy HINZMANN / Aaron PARCHEM,USA,140.22,10,52.84,13,87.38,2006-03-26,wc2006
12,Maria MUKHORTOVA / Maxim TRANKOV,RUS,135.7,12,46.67,12,89.03,2006-03-26,wc2006
13,Marylin PLA / Yannick BONHEUR,FRA,135.02,14,44.55,11,90.47,2006-03-26,wc2006
14,Dominika PIATKOWSKA / Dmitri KHROMIN,POL,123.37,13,44.67,14,78.7,2006-03-26,wc2006
15,Rumiana SPASSOVA / Stanimir TODOROV,BUL,117.61,16,40.22,15,77.39,2006-03-26,wc2006
16,Marina AGANINA / Artem KNYAZEV,UZB,114.52,15,41.17,16,73.35,2006-03-26,wc2006
17,Stacey KEMP / David KING,GBR,106.1,18,36.14,18,69.96,2006-03-26,wc2006
18,Mari VARTMANN / Florian JUST,GER,105.49,19,32.96,17,72.53,2006-03-26,wc2006
19,Julia BELOGLAZOVA / Andrei BEKH,UKR,104.83,17,37.8,19,67.03,2006-03-26,wc2006
20,Emma BRIEN / Stuart BECKINGHAM,AUS,86.84,20,31.74,20,55.1,2006-03-26,wc2006
