PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
5 FiDs4 3.5 0.20,0 0 1 0 0 0 1 1,,0 1 0 0,3.70
6 3Li4 4.0 0.00,0 0 0 -1 1 -1 0 0,,0 0 0 0,4.00
7 PCoSp3 4.0 0.07,0 0 0 0 1 0 0 0,,0 0 1 1,4.07
8 3ATh 8.3 x -0.50,-1 -1 -1 0 -1 -1 1 -1,,-1 0 -1 -1,7.80
9 5SLi4 6.0 0.21,1 0 0 0 1 0 1 0,,0 1 1 0,6.21
10 BoDs4 4.5 -0.20,-1 0 -1 -1 1 0 0 0,,0 1 0 0,4.30
11 SlSt3 3.1 0.29,0 0 1 1 1 1 0 0,,0 2 1 1,3.39
12 FCCoSp4 3.5 0.50,1 2 1 1 2 2 1 1,,1 2 0 0,4.00
13 SpSt3 3.1 0.07,0 1 0 0 1 1 0 0,,0 0 0 1,3.17
14 5ALi4 6.5 0.00,0 -1 0 0 1 0 0 0,,0 0 1 0,6.50
64.8,,,,67.62
Program Components Factor,,,,
Skating Skills 1.60,6.75 6.75 7.25 6.75 7.50 7.25 6.75 6.75,,7.00 7.25 6.75 7.25,6.93
Transition / Linking Footwork 1.60,7.00 6.50 6.75 6.50 7.25 6.75 6.50 6.25,,6.50 6.50 6.50 7.25,6.61
Performance / Execution 1.60,7.00 7.50 7.00 7.00 7.50 7.25 7.00 6.75,,6.75 7.00 6.75 7.50,7.04
Choreography / Composition 1.60,7.25 7.00 6.75 6.50 7.50 7.00 6.50 6.50,,6.75 6.75 6.50 7.25,6.79
Interpretation 1.60,7.00 7.25 6.50 6.50 7.50 7.00 6.25 6.50,,6.75 7.00 6.50 7.25,6.79
Judges Total Program Component Score (factored),,,,54.65
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Dan ZHANG / Hao ZHANG,CHN 120.84 64.39,,57.45,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3STh 4.5 0.90,1 0 1 1 1 0 1 2,,2 1 2 2,5.40
2 2A+3T 7.3 -0.43,-1 -1 1 -1 0 -1 0 -1,,0 -1 0 0,6.87
3 3Tw3 5.0 1.40,2 2 2 2 2 1 3 1,,2 2 2 2,6.40
4 5TLi4 6.0 0.50,1 1 1 1 2 0 1 1,,1 1 0 2,6.50
5 PCoSp3 4.0 0.43,1 1 1 0 1 1 0 0,,1 1 1 1,4.43
6 BoDs4 4.5 -0.20,0 0 0 -2 -1 0 0 0,,0 -1 -1 0,4.30
7 3LoTh 5.5 x 1.10,2 2 2 1 2 1 2 1,,1 1 2 1,6.60
8 2S 1.4 x -1.00,-3 -2 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,0.40
9 SpSt3 3.1 0.14,1 1 1 0 0 0 0 0,,0 0 0 0,3.24
10 FiDs4 3.5 0.60,1 1 1 1 1 1 1 0,,0 1 0 1,4.10
11 5ALi1 5.0 0.20,0 0 1 0 1 0 1 0,,0 0 0 1,5.20
12 CiSt3 3.1 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,3.10
13 FCCoSp4 3.5 0.14,0 -1 1 0 0 0 1 0,,1 0 0 0,3.64
14 3Li4 4.0 0.21,0 1 0 0 1 0 1 0,,1 0 0 1,4.21
60.4,,,,64.39
Program Components Factor,,,,
Skating Skills 1.60,7.50 7.50 7.50 7.25 7.75 7.25 7.25 7.50,,7.50 7.00 7.50 7.75,7.43
Transition / Linking Footwork 1.60,7.00 6.50 7.00 6.75 7.25 7.00 7.00 7.00,,7.25 6.50 7.00 7.50,6.93
Performance / Execution 1.60,7.00 7.25 7.25 7.25 7.25 7.25 7.25 7.00,,7.50 6.75 7.25 7.75,7.25
Choreography / Composition 1.60,7.00 7.25 7.50 7.00 7.25 7.00 7.00 7.25,,7.25 7.00 7.25 7.50,7.18
Interpretation 1.60,7.25 7.00 7.50 6.75 7.25 7.25 7.00 7.00,,7.25 6.50 7.00 7.50,7.11
Judges Total Program Component Score (factored),,,,57.45
Deductions: Falls:,-1.00,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
5 Valerie MARCOUX / Craig BUNTIN,CAN 118.43 61.52,,56.91,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 BiDs3 3.2 0.70,1 1 1 1 2 1 1 1,,0 1 2 1,3.90
2 2Tw3 4.0 0.57,2 1 1 2 1 1 1 0,,1 1 1 1,4.57
3 3T+2T 5.3 -0.86,-1 -1 -1 0 -1 -1 0 -1,,-1 -1 -1 -1,4.44
4 3Li4 4.0 0.36,1 1 0 0 1 0 1 0,,0 1 2 1,4.36
5 3LoTh 5.0 0.80,2 2 1 0 1 1 2 0,,0 1 1 1,5.80
6 SpSt3 3.1 0.43,1 1 1 1 1 1 1 0,,0 1 1 0,3.53
7 1A 0.9 x -0.44,-1 -2 -2 -3 -3 -3 -3 -3,,-2 -3 -3 -2,0.46
8 5SLi4 6.0 0.50,1 1 1 0 2 0 1 0,,1 1 1 1,6.50
9 FiDs4 3.5 0.70,1 1 1 1 2 1 1 1,,0 1 2 1,4.20
10 FCCoSp3 3.0 0.29,1 1 0 1 2 0 1 0,,0 1 0 0,3.29
11 5ALi3 6.0 1.43,2 2 2 0 2 1 2 1,,1 1 1 1,7.43
12 PCoSp3 4.0 0.14,0 1 1 0 1 1 0 0,,0 0 0 1,4.14
13 SlSt3 3.1 0.50,1 1 1 1 2 1 1 1,,1 1 1 1,3.60
14 3STh 5.0 x 0.30,1 1 0 1 0 1 2 0,,0 0 0 0,5.30
56.1,,,,61.52
Program Components Factor,,,,
Skating Skills 1.60,7.00 7.00 7.25 7.25 7.50 7.75 6.75 7.00,,7.00 7.00 7.00 7.25,7.07
Transition / Linking Footwork 1.60,6.75 6.75 7.00 7.00 7.50 7.50 6.75 6.75,,7.00 6.75 7.00 7.25,6.89
Performance / Execution 1.60,7.50 7.50 7.25 7.25 7.50 7.50 7.50 7.25,,7.25 7.25 7.00 7.25,7.32
Choreography / Composition 1.60,6.75 7.50 7.00 7.25 7.50 7.50 7.00 7.00,,7.00 7.00 7.00 7.50,7.11
Interpretation 1.60,7.25 7.50 7.00 7.25 7.50 7.50 7.00 7.00,,7.25 7.25 7.00 7.25,7.18
Judges Total Program Component Score (factored),,,,56.91
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
6 Jessica DUBE / Bryce DAVISON,CAN 110.91 57.42,,53.49,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.21,1 1 0 0 1 0 1 0,,0 0 0 1,4.21
2 2A+2A+SEQ 5.3 1.29,1 2 1 1 1 1 2 1,,1 1 2 1,6.59
3 5ALi3 6.0 1.29,2 1 1 1 1 1 2 1,,1 1 2 1,7.29
4 3STh 4.5 0.80,2 1 1 1 1 1 2 0,,0 1 1 1,5.30
5 FCoSp3 2.5 0.43,0 1 1 1 0 0 1 0,,1 1 1 0,2.93
6 SpSt3 3.1 0.21,1 1 0 0 1 0 0 0,,0 1 0 1,3.31
7 1S 0.4 -0.21,-2 -2 -2 -2 -2 -3 -2 -2,,-2 -3 -3 -2,0.19
8 FiDs3 3.2 0.50,1 1 0 1 1 0 1 1,,0 1 1 0,3.70
9 3LoTh 5.5 x 0.20,0 1 1 0 0 1 1 0,,0 0 0 0,5.70
10 5SLi3 5.5 0.43,1 1 0 0 1 1 1 0,,1 1 1 1,5.93
11 SlSt2 2.3 0.00,0 0 0 0 1 1 0 0,,0 1 0 0,2.30
12 3Li2 3.0 0.07,0 0 -1 0 1 0 1 1,,0 0 1 0,3.07
13 BoDs1 3.0 -0.10,0 0 0 -1 -1 0 0 0,,0 0 0 -1,2.90
14 PCoSp3 4.0 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,4.00
52.3,,,,57.42
Program Components Factor,,,,
Skating Skills 1.60,7.25 6.75 7.00 6.50 6.75 7.25 6.50 6.75,,6.75 7.00 7.25 6.50,6.82
Transition / Linking Footwork 1.60,7.00 6.75 6.50 6.25 6.50 6.75 6.25 6.50,,6.25 6.50 6.75 6.50,6.50
Performance / Execution 1.60,7.25 7.50 6.75 6.50 6.75 7.25 7.00 6.75,,6.75 7.00 7.00 6.50,6.89
Choreography / Composition 1.60,7.00 7.50 6.50 6.25 7.00 7.25 6.50 6.75,,6.50 6.50 6.75 6.50,6.61
Interpretation 1.60,7.25 7.25 6.50 6.25 7.00 7.25 6.25 6.75,,6.50 6.75 6.75 6.25,6.61
Judges Total Program Component Score (factored),,,,53.49
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
7 Aliona SAVCHENKO / Robin SZOLKOWY,GER 108.84 55.03,,54.81,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.50,1 2 1 1 2 1 1 1,,0 1 1 1,4.50
2 3T 4.0 -1.86,-1 -2 -2 -2 -2 -2 -3 -2,,-1 -2 -2 -2,2.14
3 3T*+COMBO 0.0 0.00,-1 -1 -1 - -2 -1 -1 -3,,0 -2 -3 -1,0.00
4 3FTh 5.0 0.50,1 1 1 0 -1 0 1 0,,-1 1 1 0,5.50
5 FiDs3 3.2 0.40,0 1 1 1 1 1 0 1,,0 1 0 1,3.60
6 5ALi3 6.0 0.00,0 0 0 0 -1 0 0 0,,0 0 0 0,6.00
7 PCoSp3 4.0 0.43,1 1 1 1 1 1 0 1,,1 0 1 1,4.43
8 SlSt3 3.1 0.21,0 0 1 0 1 1 1 0,,0 1 1 0,3.31
9 2A* 0.0 0.00,-2 -2 -2 -2 -2 -2 -2 -2,,-2 -2 -2 -2,0.00
10 3STh 5.0 x 0.60,1 1 1 1 1 1 2 0,,0 1 1 0,5.60
11 5TLi3 5.5 0.43,0 1 1 1 2 0 1 0,,0 1 1 1,5.93
12 FCCoSp3 3.0 0.00,-1 1 0 0 0 -1 0 -1,,0 0 0 0,3.00
13 3Li4 4.0 0.43,1 1 1 1 0 1 1 0,,0 0 1 1,4.43
14 SpSt2 2.3 0.29,0 1 1 0 1 1 1 1,,1 1 0 0,2.59
15 BoDs3 4.0 0.00,0 0 0 -1 1 0 0 1,,0 0 0 1,4.00
53.1,,,,55.03
Program Components Factor,,,,
Skating Skills 1.60,7.00 7.25 7.00 7.00 6.75 7.00 7.25 7.25,,7.00 6.75 7.00 7.00,7.04
Transition / Linking Footwork 1.60,6.75 6.50 6.75 6.75 6.25 6.75 6.75 7.25,,6.75 6.50 6.50 7.25,6.68
Performance / Execution 1.60,7.25 7.25 6.75 7.25 6.50 7.25 6.50 7.00,,7.00 6.75 6.25 6.75,6.89
Choreography / Composition 1.60,7.00 7.00 6.75 7.00 6.50 7.00 7.00 7.00,,7.00 6.50 6.50 6.75,6.86
Interpretation 1.60,7.25 6.75 6.50 7.00 6.50 7.25 7.00 7.00,,7.00 6.50 6.50 6.75,6.79
Judges Total Program Component Score (factored),,,,54.81
Deductions: Time violation:,-1.00,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
8 Julia OBERTAS / Sergei SLAVNOV,RUS 108.56 57.37,,51.19,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T 4.0 -2.00,-1 -2 -2 -2 -2 -2 -2 -2,,-2 -2 -2 -2,2.00
2 2T+COMBO 1.3 -0.23,0 0 0 0 0 -1 0 -3,,0 -3 -3 -2,1.07
3 1A* 0.0 0.00,-1 -2 -2 -2 - -3 -1 -2,,0 -3 -2 0,0.00
4 3Tw2 4.5 -0.40,-1 1 -1 -1 2 0 -1 0,,-1 0 0 0,4.10
5 3FTh 5.0 0.50,1 2 1 0 0 0 2 0,,0 0 1 0,5.50
6 5ALi3 6.0 0.43,0 1 0 0 1 0 0 0,,0 1 1 1,6.43
7 FiDs4 3.5 0.30,0 1 1 0 0 1 0 0,,0 1 0 1,3.80
8 FCCoSp4 3.5 0.21,1 0 1 0 1 0 1 0,,0 1 0 0,3.71
9 3LoTh 5.5 x 0.20,0 1 1 -1 -1 0 2 0,,-1 1 0 0,5.70
10 5TLi4 6.0 0.29,1 1 1 0 1 -1 0 1,,0 1 0 1,6.29
11 SpSt3 3.1 0.07,1 1 0 -1 0 0 0 1,,0 0 0 0,3.17
12 BoDs3 4.0 0.00,0 0 0 -1 0 0 0 0,,0 0 0 0,4.00
13 SlSt3 3.1 0.07,0 0 0 0 1 0 0 0,,0 1 0 1,3.17
14 4Li4 4.0 0.36,0 1 -1 1 0 0 1 0,,0 1 1 1,4.36
15 PCoSp3 4.0 0.07,0 0 0 0 0 0 0 0,,0 1 1 0,4.07
57.5,,,,57.37
Program Components Factor,,,,
Skating Skills 1.60,6.50 6.50 6.75 6.25 6.50 6.50 6.75 7.00,,6.50 6.50 6.50 6.50,6.54
Transition / Linking Footwork 1.60,6.75 6.25 6.75 5.75 6.00 6.00 5.75 6.50,,6.25 6.00 6.25 6.25,6.21
Performance / Execution 1.60,6.50 6.75 6.50 6.25 6.25 6.25 6.50 6.75,,6.50 6.25 6.25 6.25,6.39
Choreography / Composition 1.60,6.75 6.75 6.75 6.50 6.25 6.50 6.00 6.75,,6.25 6.75 6.25 6.50,6.54
Interpretation 1.60,6.75 6.50 6.50 6.25 6.25 6.50 6.25 6.50,,6.25 6.00 6.25 6.25,6.32
Judges Total Program Component Score (factored),,,,51.19
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
9 Dorota ZAGORSKA / Mariusz SIUDEK,POL 105.74 56.90,,49.84,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2A+2T+SEQ 3.7 0.14,0 1 0 0 0 0 0 0,,0 1 0 0,3.84
2 3LoTh 5.0 0.50,0 0 1 1 1 1 1 0,,0 1 1 1,5.50
3 2T 1.3 -1.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,0.30
4 5ALi4 6.5 0.86,1 1 0 -1 2 0 1 0,,1 1 1 1,7.36
5 FiDs4 3.5 0.40,0 1 1 0 0 0 1 0,,0 1 0 1,3.90
6 CCoSp3 3.0 0.00,-1 0 0 1 -1 -1 0 0,,0 0 0 0,3.00
7 3Tw2 4.5 0.00,0 0 0 0 0 -1 0 0,,-1 0 0 1,4.50
8 SpSt3 3.1 0.00,0 0 0 -1 -1 0 0 0,,0 0 0 0,3.10
9 3STh 5.0 x 0.40,1 1 0 0 -1 0 1 0,,0 1 1 0,5.40
10 5TLi3 5.5 0.50,1 1 1 1 2 1 0 1,,1 1 1 1,6.00
11 PCoSp3 4.0 0.00,0 0 0 0 0 0 0 0,,0 -1 0 0,4.00
12 SlSt1 1.8 0.00,0 0 1 -1 1 0 0 0,,0 0 0 0,1.80
13 3Li4 4.0 0.50,1 1 1 1 2 1 1 1,,1 1 1 2,4.50
14 BoDs3 4.0 -0.30,-1 -1 -1 -1 -1 0 0 0,,0 0 0 0,3.70
54.9,,,,56.90
Program Components Factor,,,,
Skating Skills 1.60,6.50 6.50 6.75 5.75 6.50 6.25 6.50 6.50,,6.25 6.50 6.50 6.50,6.46
Transition / Linking Footwork 1.60,6.00 5.00 6.25 6.00 6.00 6.00 5.75 6.00,,5.75 6.00 6.25 6.50,6.00
Performance / Execution 1.60,6.50 6.25 6.75 5.75 6.25 6.25 6.25 6.25,,6.00 6.25 6.25 6.50,6.29
Choreography / Composition 1.60,6.25 6.00 6.50 6.50 6.25 6.00 6.00 6.25,,6.00 6.50 6.25 6.50,6.29
Interpretation 1.60,6.25 5.75 6.25 5.75 6.00 6.00 6.00 6.25,,6.00 6.25 6.25 6.25,6.11
Judges Total Program Component Score (factored),,,,49.84
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
10 Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR 97.03 54.51,,44.52,2.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3S+2S+SEQ 4.6 -0.57,0 -1 0 -1 -2 -1 -1 -1,,-1 0 0 -2,4.03
2 3T 4.0 -1.00,-1 -1 -2 -1 -1 -1 -1 -1,,-1 0 -1 -1,3.00
3 3Tw3 5.0 1.40,2 2 2 2 2 2 2 1,,2 2 2 2,6.40
4 5TLi4 6.0 0.29,0 0 0 1 2 1 1 0,,0 1 1 1,6.29
5 3STh 4.5 0.50,0 0 1 2 1 1 1 1,,1 1 1 0,5.00
6 FCCoSp3 3.0 -0.13,-1 0 0 -1 -1 0 0 -1,,0 0 -1 -1,2.87
7 5ALi3 6.0 0.29,0 1 -1 0 2 0 1 1,,0 0 0 1,6.29
8 3LoTh 5.5 x -1.30,-2 -2 -2 -2 -2 -2 -1 -2,,-1 -2 -2 -2,4.20
9 BoDs2 3.5 -0.20,0 -1 0 -2 -2 0 -1 0,,0 0 0 0,3.30
10 SpSt1 1.8 0.00,0 0 0 0 -1 0 0 0,,0 0 0 0,1.80
11 3Li4 4.0 0.21,1 0 -1 0 2 0 1 1,,0 0 1 1,4.21
12 SlSt1 1.8 -0.94,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -2 -2 -3,0.86
13 FiDs2 3.0 0.30,0 0 1 1 0 0 1 0,,0 0 2 0,3.30
14 PCoSp1 3.0 -0.04,0 0 -1 0 0 0 0 0,,0 -1 0 0,2.96
55.7,,,,54.51
Program Components Factor,,,,
Skating Skills 1.60,5.50 5.50 5.75 5.75 5.25 6.25 6.00 6.00,,5.75 5.75 5.75 6.25,5.75
Transition / Linking Footwork 1.60,5.00 4.75 5.50 5.75 4.75 6.00 5.50 5.75,,5.25 5.50 5.50 6.00,5.43
Performance / Execution 1.60,5.00 5.00 5.50 6.00 5.00 6.25 5.75 6.00,,5.50 5.75 5.50 6.00,5.57
Choreography / Composition 1.60,5.25 5.00 5.50 5.75 5.25 6.00 5.75 5.75,,5.25 5.75 5.50 6.00,5.54
Interpretation 1.60,5.50 5.00 5.25 6.00 5.50 6.00 5.75 6.00,,5.50 5.50 5.50 5.75,5.54
Judges Total Program Component Score (factored),,,,44.52
Deductions: Time violation: -1.00,Falls: -1.00,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
11 Marylin PLA / Yannick BONHEUR,FRA 90.47 50.81,,39.66,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2T 1.3 -0.83,-2 -3 -3 -3 -2 -2 -3 -3,,-2 -2 -3 -2,0.47
2 2Tw3 4.0 0.14,1 0 0 0 1 0 1 0,,0 0 1 0,4.14
3 3LoTh 5.0 0.70,0 1 1 1 1 1 1 0,,1 1 1 1,5.70
4 5SLi3 5.5 0.21,1 1 0 0 0 0 1 0,,0 0 1 0,5.71
5 FiDs2 3.0 -0.20,0 0 0 -1 0 0 -2 0,,0 -1 0 0,2.80
6 SpSt1 1.8 0.00,0 0 0 -1 -1 0 0 0,,0 0 0 0,1.80
7 BiDs3 3.2 -0.10,0 0 0 -1 -1 0 -1 0,,0 0 0 0,3.10
8 3STh 5.0 x 0.60,1 0 1 1 1 1 2 0,,1 1 0 1,5.60
9 5ALi3 6.0 0.57,1 0 1 0 0 0 1 0,,1 1 0 0,6.57
10 FCCoSp2 2.5 -0.09,0 0 -1 -1 0 0 0 0,,0 0 0 -1,2.41
11 2S+2T+SEQ 2.3 x -0.04,0 -1 0 0 0 0 0 0,,0 -1 0 0,2.26
12 CiSt3 3.1 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,3.10
13 4Li3 3.5 -0.26,0 -1 -1 -1 -1 0 -1 0,,0 -2 -1 -1,3.24
14 PCoSp3 4.0 -0.09,0 -1 0 -1 0 0 0 0,,0 -1 0 0,3.91
50.2,,,,50.81
Program Components Factor,,,,
Skating Skills 1.60,5.00 4.75 5.00 4.75 5.25 4.75 5.25 5.00,,5.25 5.25 5.25 5.25,5.11
Transition / Linking Footwork 1.60,4.75 4.25 4.50 5.00 5.00 4.50 4.75 4.75,,4.75 4.75 5.00 5.00,4.79
Performance / Execution 1.60,4.75 4.75 4.75 5.25 5.00 4.75 5.00 5.00,,5.00 5.00 5.25 5.00,4.96
Choreography / Composition 1.60,5.25 4.50 5.00 4.75 5.25 4.75 5.00 5.00,,4.75 5.50 5.00 5.00,4.96
Interpretation 1.60,5.00 4.50 4.75 5.00 5.25 4.50 5.25 4.75,,4.75 5.50 5.00 5.00,4.96
Judges Total Program Component Score (factored),,,,39.66
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
