Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Brian JOUBERT,FRA,236.78,1,80.31,2,156.47,2006-03-26,wc2006
2,Stephane LAMBIEL,SUI,233.99,4,77.41,1,156.58,2006-03-26,wc2006
3,Emanuel SANDHU,CAN,220.94,2,78.41,4,142.53,2006-03-26,wc2006
4,Evan LYSACEK,USA,220.29,8,70.32,3,149.97,2006-03-26,wc2006
5,Nobunari ODA,JPN,214.98,3,78.25,5,136.73,2006-03-26,wc2006
6,Jeffrey BUTTLE,CAN,207.11,7,73.3,7,133.81,2006-03-26,wc2006
7,Johnny WEIR,USA,202.19,5,73.53,8,128.66,2006-03-26,wc2006
8,Alban PREAUBERT,FRA,197.77,17,61.62,6,136.15,2006-03-26,wc2006
9,Chengjiang LI,CHN,197.6,6,73.39,15,124.21,2006-03-26,wc2006
10,Matthew SAVOIE,USA,197.33,9,69.25,9,128.08,2006-03-26,wc2006
11,Ilia KLIMKIN,RUS,195.13,10,68.72,10,126.41,2006-03-26,wc2006
12,Sergei DAVYDOV,BLR,191.61,12,66.07,11,125.54,2006-03-26,wc2006
13,Tomas VERNER,CZE,191.55,11,67.05,14,124.5,2006-03-26,wc2006
14,Gheorghe CHIPER,ROM,190.24,15,64.95,12,125.29,2006-03-26,wc2006
15,Min ZHANG,CHN,184.48,19,59.7,13,124.78,2006-03-26,wc2006
16,Anton KOVALEVSKI,UKR,183.49,14,65.67,19,117.82,2006-03-26,wc2006
17,Andrei GRIAZEV,RUS,179.54,21,57.96,16,121.58,2006-03-26,wc2006
18,Ivan DINEV,BUL,179.47,18,60.57,18,118.9,2006-03-26,wc2006
19,Roman SEROV,ISR,178.59,16,64.36,20,114.23,2006-03-26,wc2006
20,Silvio SMALUN,GER,178.03,13,65.92,21,112.11,2006-03-26,wc2006
21,Shawn SAWYER,CAN,173.25,25,53.23,17,120.02,2006-03-26,wc2006
22,Gregor URBAS,SLO,169.82,20,59.6,23,110.22,2006-03-26,wc2006
23,Kristoffer BERNTSSON,SWE,166.58,23,56.21,22,110.37,2006-03-26,wc2006
24,Trifun ZIVANOVIC,SCG,157.83,22,56.39,24,101.44,2006-03-26,wc2006
25,Karel ZELENKA,ITA,54.66,24,54.66,DNQ,DNQ,2006-03-26,wc2006
26,Viktor PFEIFER,AUT,51.14,26,51.14,DNQ,DNQ,2006-03-26,wc2006
27,Jamal OTHMAN,SUI,50.15,27,50.15,DNQ,DNQ,2006-03-26,wc2006
28,Igor MATSIPURA,SVK,50.11,28,50.11,DNQ,DNQ,2006-03-26,wc2006
29,Ari-Pekka NURMENKARI,FIN,49.08,29,49.08,DNQ,DNQ,2006-03-26,wc2006
30,John HAMER,GBR,47.0,30,47.0,DNQ,DNQ,2006-03-26,wc2006
