MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
3 3Lz+2T 7.3 -0.29,1 0 0 -1 0,0 0 0,,0 -1 0 -1,7.01
4 CUSp3 2.1 0.00,0 0 0 -1 -1,0 0 -1,,0 0 0 0,2.10
5 3A 7.5 -1.57,0 0 -2 -2 -2,-2 -2 -2,,-2 -1 -2 -2,5.93
6 CiSt3 3.1 0.50,1 1 1 1 1,1 1 1,,1 0 0 1,3.60
7 3S 5.0 x -1.00,-1 -1 -1 -1 -1,-1 -1 -1,,-1 -1 -1 -1,4.00
8 CCoSp3 3.0 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,3.00
9 2Lo 1.7 x 0.00,0 0 1 -1 0,0 0 0,,0 0 0 0,1.70
10 3Lz 6.6 x -1.29,0 0 -2 -2 -2,-2 0 0,,-2 -1 -2 -2,5.31
11 3F* 0.0 0.00,-2 -2 -3 -3 -2,-3 -2 -3,,-2 -2 -3 -2,0.00
12 CoSp3 2.5 -0.04,0 0 0 -1 -1,0 0 -1,,0 0 0 -1,2.46
13 SlSt2 2.3 0.03,1 0 0 -1 1,0 0 1,,1 -1 0 0,2.33
14 FSSp4 3.0 0.00,0 0 0 -1 -1,0 0 0,,0 0 0 0,3.00
62.4,,,,,59.31
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.75 6.25 6.50 6.25 6.00,6.50 6.75,,7.00 6.50 6.50 6.75,6.54
Transition / Linking Footwork 2.00,6.25 6.50 6.50 6.50 6.25 7.25,6.50 6.75,,6.75 6.25 6.25 6.25,6.46
Performance / Execution 2.00,6.50 6.75 6.50 6.50 6.50 7.25,7.25 7.00,,6.50 6.50 6.50 6.50,6.64
Choreography / Composition 2.00,6.25 6.75 6.75 6.50 6.75 7.50,7.00 6.50,,6.50 6.50 6.50 6.50,6.64
Interpretation 2.00,6.25 6.50 6.50 6.75 6.75 8.00,7.00 7.00,,6.75 6.75 6.50 6.75,6.71
Judges Total Program Component Score (factored),,,,,65.98
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
13 Min ZHANG,CHN 124.78,62.22,,62.56,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 4T+3T 13.0 0.86,1 1 1 1 1,2 1 0,,0 0 0 1,13.86
2 4S 9.5 1.00,1 2 1 1 1,1 1 1,,1 1 1 1,10.50
3 3F 5.5 -2.29,-2 -2 -2 -2 -2,-2 -3 -2,,-2 -3 -3 -3,3.21
4 FSSp3 2.3 0.00,-1 0 0 0 -1,0 0 0,,0 0 0 0,2.30
5 3Lo 5.0 0.00,0 0 0 1 1,0 0 1,,0 0 0 0,5.00
6 3Lz 6.6 x -1.86,-2 -2 -1 -3 -2,-1 -2 -2,,-2 -2 -2 -2,4.74
7 CCoSp1 2.0 -0.04,-1 0 -1 0 0,0 0 -1,,0 0 0 0,1.96
8 SlSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
9 3F+2T 7.5 x 0.29,0 0 0 1 0,1 1 0,,0 0 0 0,7.79
10 3S 5.0 x 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,5.00
11 1A 0.9 x 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,0.90
12 SSp1 1.2 -0.04,0 0 0 -1 0,0 0 -1,,-1 0 0 0,1.16
13 CiSt1 1.8 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.80
14 CCoSp1 2.0 -0.30,-1 0 -2 -1 0,-2 -1 -1,,-1 0 0 -1,1.70
64.6,,,,,62.22
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.50 6.50 6.50 6.75 6.75,6.75 6.75,,6.25 6.50 6.75 6.75,6.57
Transition / Linking Footwork 2.00,6.25 6.00 6.00 6.25 6.00 6.75,6.50 6.00,,5.75 6.25 6.00 6.00,6.18
Performance / Execution 2.00,6.50 6.25 6.25 6.25 6.00 6.50,5.75 6.25,,5.75 6.50 6.50 6.25,6.25
Choreography / Composition 2.00,6.25 6.25 6.00 6.25 6.25 6.50,6.25 6.00,,5.50 6.25 6.25 6.25,6.21
Interpretation 2.00,6.25 6.00 5.75 6.00 6.25 6.25,6.00 6.25,,5.50 6.50 6.25 6.25,6.07
Judges Total Program Component Score (factored),,,,,62.56
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
14 Tomas VERNER,CZE 124.50,61.78,,64.72,2.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1A 0.8 0.07,0 0 1 0 -1,0 1 0,,-1 0 0 0,0.87
2 4T+3T 13.0 -0.14,0 -1 0 1 0,-2 0 0,,0 0 0 0,12.86
3 3Lz+2T 7.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,7.30
4 3S 4.5 0.00,0 0 0 1 0,0 0 0,,0 0 0 0,4.50
5 3Lz 6.0 0.57,1 0 1 0 0,1 0 0,,1 0 1 1,6.57
6 FSSp4 3.0 0.21,1 0 0 1 0,0 0 1,,1 0 0 1,3.21
7 2A 3.6 x -2.10,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,1.50
8 3Lo 5.5 x -0.29,-1 0 0 0 0,0 -1 0,,-1 0 0 0,5.21
9 CCoSp3 3.0 0.00,1 0 0 0 1,0 0 1,,0 0 0 0,3.00
10 CiSt1 1.8 -1.00,-3 -3 -3 -2 -3,-3 -3 -3,,-3 -3 -3 -3,0.80
11 CSSp3 2.1 0.00,0 0 0 1 0,0 0 0,,0 0 0 0,2.10
12 SlSt3 3.1 -0.10,0 -1 0 0 1,1 0 0,,-1 0 0 0,3.00
13 3F+2T 7.5 x -0.14,0 0 -1 0 0,-1 0 0,,0 0 0 0,7.36
14 CCoSp4 3.5 0.00,0 0 0 1 0,0 0 1,,0 0 0 0,3.50
64.7,,,,,61.78
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.50 6.50 6.50 6.25 6.50,6.25 6.75,,6.75 7.00 6.75 6.75,6.57
Transition / Linking Footwork 2.00,6.25 6.00 6.25 6.75 6.00 6.50,6.00 6.50,,6.50 6.50 6.50 6.50,6.36
Performance / Execution 2.00,6.75 6.25 6.50 6.25 6.25 6.25,6.75 6.75,,6.25 6.50 7.00 6.50,6.43
Choreography / Composition 2.00,6.50 6.50 6.50 6.50 6.50 7.00,6.50 6.75,,6.50 6.50 6.50 6.75,6.54
Interpretation 2.00,6.50 6.00 6.25 6.50 6.25 7.25,6.50 6.75,,6.50 6.50 6.75 6.50,6.46
Judges Total Program Component Score (factored),,,,,64.72
Deductions: Falls:,-2.00,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
15 Chengjiang LI,CHN 124.21,59.15,,65.06,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 4T+3T 13.0 1.14,1 1 0 2 1,1 2 0,,1 0 1 2,14.14
2 3F 5.5 -0.71,-1 0 0 0 -1,-1 -1 -1,,-1 -1 0 -1,4.79
3 2Lz 1.9 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,1.90
4 FCSp3 2.3 0.00,1 0 -2 0 0,0 0 0,,0 0 0 0,2.30
5 CiSt3 3.1 0.14,0 0 0 1 0,1 1 0,,0 0 0 0,3.24
6 SSp2 1.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.50
7 3A+3T 12.7 x -1.00,-1 -1 -1 0 -1,-1 -1 -1,,-1 -1 -1 -1,11.70
8 3Lo 5.5 x 0.00,-1 0 0 0 0,0 0 0,,0 0 0 0,5.50
9 1A 0.9 x -0.14,-1 -1 0 -1 -1,-1 1 -1,,-1 0 0 -1,0.76
10 2A 3.6 x -1.50,-2 -2 -3 -2 -2,-2 -2 -2,,-2 -3 -2 -2,2.10
11 3S 5.0 x -0.29,0 0 -1 -1 0,0 0 0,,-1 0 0 0,4.71
12 CCoSp1 2.0 0.00,0 0 0 0 -1,-1 0 -1,,0 0 0 0,2.00
13 SlSt2 2.3 0.07,0 0 0 1 0,1 0 0,,0 0 0 0,2.37
14 FCCoSp1 2.0 0.14,1 0 -1 1 0,1 0 0,,0 0 0 0,2.14
61.3,,,,,59.15
Program Components Factor,,,,,
Skating Skills 2.00,6.75 6.50 6.75 6.75 6.50 6.25,6.50 7.00,,7.00 7.00 7.00 6.50,6.68
Transition / Linking Footwork 2.00,6.50 6.25 6.75 6.50 6.00 6.50,6.25 6.25,,6.25 6.75 6.25 6.00,6.43
Performance / Execution 2.00,6.75 6.25 7.00 6.50 6.25 6.00,5.75 6.50,,6.50 7.00 6.50 6.25,6.46
Choreography / Composition 2.00,6.50 6.50 7.00 6.75 6.00 6.75,6.00 6.25,,6.25 7.00 6.50 6.25,6.57
Interpretation 2.00,6.75 6.25 6.75 6.25 6.25 6.25,6.00 6.25,,6.25 7.00 6.25 6.25,6.39
Judges Total Program Component Score (factored),,,,,65.06
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
16 Andrei GRIAZEV,RUS 121.58,63.14,,58.44,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz+3T+2T 11.3 0.71,0 1 0 1 1,1 1 1,,0 1 1 1,12.01
2 3A 7.5 0.29,0 0 1 1 0,0 1 1,,0 0 1 0,7.79
3 3F 5.5 0.00,0 0 0 0 0,0 0 0,,1 0 0 0,5.50
4 3A+3T 11.5 -1.00,-1 -1 -1 0 -1,-1 -1 -1,,-2 -1 -1 -1,10.50
5 CiSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
6 CSSp2 1.7 0.00,1 0 -2 0 0,0 0 1,,0 0 0 0,1.70
7 3F*+2T* 0.0 0.00,0 0 0 1 0,0 0 0,,0 0 0 0,0.00
8 3S 5.0 x 0.14,0 1 0 0 1,0 1 0,,0 0 0 0,5.14
9 3Lo 5.5 x 0.00,0 0 0 0 0,0 0 0,,0 0 -1 0,5.50
10 FCSp3 2.3 0.00,0 0 0 -1 0,0 0 0,,0 0 0 0,2.30
11 SlSt2 2.3 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,2.30
12 2A 3.6 x 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,3.60
13 CCoSp1 2.0 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.00
14 CoSp3 2.5 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,2.50
63.0,,,,,63.14
Program Components Factor,,,,,
Skating Skills 2.00,6.00 6.00 6.50 5.25 5.75 5.75,6.25 6.25,,6.25 6.25 6.25 6.25,6.11
Transition / Linking Footwork 2.00,5.75 5.50 6.00 4.75 5.75 4.75,6.00 5.75,,5.75 6.00 5.75 5.75,5.64
Performance / Execution 2.00,6.25 5.75 5.75 5.50 5.75 5.25,6.25 6.00,,6.00 6.25 6.25 6.00,5.93
Choreography / Composition 2.00,6.00 5.75 6.00 5.00 6.00 5.00,5.75 5.75,,6.00 6.00 6.00 6.25,5.79
Interpretation 2.00,6.00 5.50 5.75 5.00 5.75 5.25,6.00 6.00,,5.75 6.25 6.00 6.00,5.75
Judges Total Program Component Score (factored),,,,,58.44
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
17 Shawn SAWYER,CAN 120.02,57.46,,62.56,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 0.43,1 1 0 1 1,1 0 1,,0 0 0 0,9.93
2 3A 7.5 -2.57,-3 -2 -2 -2 -3,-3 -3 -2,,-2 -3 -3 -3,4.93
3 3Lz 6.0 -2.71,-2 -2 -3 -3 -3,-3 -3 -3,,-2 -3 -3 -3,3.29
4 CCoSp3 3.0 0.29,1 1 0 0 0,1 1 1,,0 0 0 1,3.29
5 2A 3.3 0.14,0 0 0 0 0,1 0 0,,1 0 0 0,3.44
6 CiSt2 2.3 0.00,0 0 0 1 0,0 0 1,,0 0 0 0,2.30
7 3Lo+3T+SEQ 7.9 x 0.00,-1 0 1 0 1,0 -2 0,,0 0 0 1,7.90
8 3S 5.0 x -1.00,-1 -1 -1 -2 -1,-1 -1 -1,,-1 -1 -1 -1,4.00
9 CSp3 1.8 0.43,1 0 1 1 0,1 1 1,,1 0 0 1,2.23
10 3F 6.1 x -1.00,-1 -1 0 -1 -1,-1 -1 -1,,-1 -1 0 -1,5.10
11 FSSp3 2.3 0.36,1 1 1 1 0,0 1 1,,0 0 0 1,2.66
12 SlSt2 2.3 0.00,0 0 0 0 1,1 0 1,,0 0 0 0,2.30
13 2A 3.6 x 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,3.60
14 CCoSp2 2.5 -0.01,-1 1 0 2 1,0 -1 1,,0 -1 -1 0,2.49
63.1,,,,,57.46
Program Components Factor,,,,,
Skating Skills 2.00,6.25 6.50 6.50 6.25 6.50 7.25,5.75 6.50,,6.25 6.25 6.00 6.50,6.36
Transition / Linking Footwork 2.00,6.00 6.25 6.75 6.25 6.50 7.75,5.75 6.75,,6.25 5.75 5.75 6.25,6.21
Performance / Execution 2.00,6.25 6.50 6.25 6.00 6.00 7.25,6.50 6.50,,6.00 6.00 6.00 6.25,6.25
Choreography / Composition 2.00,6.00 6.50 6.50 5.75 6.25 7.00,6.00 6.50,,6.50 5.75 6.00 6.50,6.25
Interpretation 2.00,6.00 6.50 6.25 6.00 6.50 7.50,6.25 6.50,,6.00 6.25 6.25 6.25,6.21
Judges Total Program Component Score (factored),,,,,62.56
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
18 Ivan DINEV,BUL 118.90,60.18,,58.72,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 4T 9.0 0.00,-1 0 0 1 0,0 0 0,,0 0 0 0,9.00
2 3A 7.5 0.43,0 0 1 2 0,1 0 1,,0 1 1 0,7.93
3 3Lz 6.0 0.14,1 0 1 0 1,0 0 0,,0 0 1 0,6.14
4 3F 5.5 -1.86,-2 -1 -2 -2 -2,-2 -2 -2,,-2 -1 -2 -2,3.64
5 CCoSp4 3.5 0.00,0 0 -2 0 0,0 0 0,,0 0 0 0,3.50
6 2A 3.3 0.29,1 0 0 1 1,0 1 0,,0 0 0 0,3.59
7 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,-1 0 0 0,2.30
8 CiSt2 2.3 0.00,1 0 0 0 0,0 0 0,,0 0 0 0,2.30
9 3Lo 5.5 x -0.29,-1 0 0 -1 0,0 0 0,,-1 0 0 0,5.21
10 3T+2T 5.8 x 0.00,0 0 0 -1 0,0 0 0,,0 0 0 0,5.80
11 3S 5.0 x -0.43,-1 0 0 -1 -1,-1 0 -1,,-1 0 0 0,4.57
12 CSSp2 1.7 -0.21,-1 0 -1 -1 -1,0 -1 -1,,-1 0 0 -1,1.49
13 SlSt2 2.3 0.00,1 0 0 0 0,0 0 0,,0 0 0 0,2.30
14 CCoSp2 2.5 -0.09,0 0 -2 -1 0,0 -1 -1,,0 0 0 0,2.41
62.2,,,,,60.18
Program Components Factor,,,,,
Skating Skills 2.00,6.25 6.25 6.00 6.25 6.25 6.25,6.00 6.00,,6.00 6.00 6.25 6.00,6.11
Transition / Linking Footwork 2.00,5.75 5.75 6.00 6.25 5.75 6.00,5.75 5.25,,5.50 5.75 5.75 5.75,5.82
Performance / Execution 2.00,6.00 5.75 5.75 6.00 6.00 5.25,5.50 5.50,,5.75 6.00 6.00 5.50,5.75
Choreography / Composition 2.00,6.00 6.00 6.00 6.50 6.25 5.50,5.50 5.50,,6.00 5.75 6.00 6.00,5.89
Interpretation 2.00,6.25 5.75 5.75 6.25 5.75 5.50,5.25 5.25,,5.75 6.00 6.00 5.50,5.79
Judges Total Program Component Score (factored),,,,,58.72
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
19 Anton KOVALEVSKI,UKR 117.82,57.16,,60.66,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 0.00,0 0 0 0 0,0 0 -1,,-1 0 0 0,9.50
2 2A 3.3 -2.10,-3 -2 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,1.20
3 3Lz+3T 10.0 -0.29,-1 0 0 -1 0,0 0 -1,,-1 0 0 0,9.71
4 3Lo 5.0 -1.00,-1 -1 -1 -1 -1,-1 -1 -1,,-1 0 -1 -1,4.00
5 CiSt3 3.1 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,3.10
6 FSSp2 2.0 -0.34,-1 -1 -1 -2 -2,-1 -2 -1,,-1 -1 -1 -1,1.66
7 3Lz 6.6 x -0.43,-1 0 -1 -1 0,0 0 -1,,-1 0 0 0,6.17
8 3S 5.0 x 0.00,0 0 0 -1 0,0 0 -1,,0 0 0 0,5.00
9 2A 3.6 x 0.14,0 0 1 0 0,1 0 0,,0 0 0 0,3.74
10 CSSp3 2.1 -0.13,-1 0 -1 0 -1,0 0 -1,,-1 0 0 -1,1.97
11 SlSt2 2.3 0.07,0 0 0 1 0,0 0 0,,0 0 0 1,2.37
12 2A 3.6 x 0.00,0 0 0 0 0,0 1 0,,0 0 0 0,3.60
13 CCoSp4 3.5 0.14,0 0 1 0 0,0 1 0,,0 0 0 1,3.64
14 SSp2 1.5 0.00,-1 0 0 0 -1,1 0 -1,,0 0 0 0,1.50
61.1,,,,,57.16
Program Components Factor,,,,,
Skating Skills 2.00,6.00 6.00 6.00 6.50 6.00 6.75,5.75 5.75,,6.25 6.25 6.25 6.25,6.18
Transition / Linking Footwork 2.00,5.75 5.50 6.25 6.25 5.50 6.00,6.00 5.25,,5.75 6.25 5.50 5.75,5.96
Performance / Execution 2.00,5.75 5.75 6.00 6.25 5.75 6.25,6.50 5.50,,5.75 6.25 6.00 6.00,6.04
Choreography / Composition 2.00,6.00 6.00 6.25 6.75 6.00 6.00,6.25 5.75,,5.75 6.25 6.00 6.00,6.11
Interpretation 2.00,5.75 5.50 6.25 6.50 5.75 6.50,6.25 5.50,,5.50 6.25 6.00 5.75,6.04
Judges Total Program Component Score (factored),,,,,60.66
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
20 Roman SEROV,ISR 114.23,53.09,,62.14,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz 6.0 0.57,0 0 1 0 0,1 1 1,,1 1 1 0,6.57
2 3A 7.5 0.71,0 1 1 0 0,1 0 1,,1 1 1 1,8.21
3 3A+3T 11.5 -0.43,-1 -1 0 0 -1,-1 0 -1,,-1 0 -1 0,11.07
4 FCSp2 2.0 0.07,0 0 0 1 0,1 0 0,,0 0 1 0,2.07
5 2F 1.7 0.07,0 0 0 0 0,1 1 0,,0 0 0 0,1.77
6 CCoSp2 2.5 0.07,1 0 0 1 0,0 0 0,,0 0 0 0,2.57
7 CiSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
8 3Lz+COMBO 6.6 x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,3.60
9 3S 5.0 x 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,5.00
10 CoSp2 2.1 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.10
11 SlSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
12 2A 3.6 x 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,3.60
13 FCoSp2 2.1 -0.17,0 -1 -1 -1 -1,-1 -1 0,,0 0 0 0,1.93
55.2,,,,,53.09
Program Components Factor,,,,,
Skating Skills 2.00,6.25 6.50 6.00 6.25 6.00 6.25,6.50 6.25,,6.25 6.25 6.25 6.50,6.32
Transition / Linking Footwork 2.00,5.75 6.00 6.25 6.75 6.25 6.50,6.25 5.75,,6.00 7.50 6.00 5.75,6.21
Performance / Execution 2.00,6.25 6.25 6.25 6.50 6.25 6.00,6.00 6.00,,6.25 6.00 6.25 6.25,6.18
Choreography / Composition 2.00,6.25 6.25 6.25 6.25 6.50 6.75,6.00 6.25,,6.25 5.75 6.00 6.00,6.18
Interpretation 2.00,6.25 6.00 6.00 6.50 6.50 6.25,6.25 6.00,,6.25 6.00 6.00 6.25,6.18
Judges Total Program Component Score (factored),,,,,62.14
Deductions: Falls:,-1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
21 Silvio SMALUN,GER 112.11,50.33,,61.78,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A+2T 8.8 -0.86,-1 -1 0 0 -1,-1 -1 -1,,-1 -1 -1 -1,7.94
2 3F+2T 6.8 0.29,0 0 1 1 0,0 1 0,,0 0 0 0,7.09
3 1A 0.8 0.07,0 0 1 0 0,0 2 0,,0 0 0 0,0.87
4 3Lz 6.0 0.57,1 1 0 1 1,1 0 1,,0 0 1 1,6.57
5 3Lo 5.0 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,5.00
6 FSSp3 2.3 -0.09,0 -1 0 0 -1,0 -1 0,,-1 0 0 0,2.21
7 2F 1.9 x 0.21,0 0 1 1 1,1 2 1,,0 0 0 0,2.11
8 3S 5.0 x -0.57,0 0 -1 -1 0,-1 0 -1,,-1 0 0 -1,4.43
9 CCoSp3 3.0 -0.04,1 0 -1 0 0,-1 0 0,,0 0 0 0,2.96
10 CCoSp2 2.5 -0.01,0 1 -2 1 0,-1 0 0,,-1 0 0 0,2.49
11 CiSt2 2.3 0.07,1 0 0 0 0,1 0 0,,0 0 0 0,2.37
12 3T 4.4 x -2.71,-3 -2 -3 -2 -3,-3 -3 -2,,-2 -3 -3 -3,1.69
13 SlSt2 2.3 0.00,0 0 -1 1 0,0 0 0,,0 0 0 0,2.30
14 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
53.4,,,,,50.33
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.25 6.00 6.50 6.50 6.75,6.00 6.25,,6.00 6.25 6.00 6.00,6.21
Transition / Linking Footwork 2.00,6.25 5.75 6.25 6.50 6.25 7.25,6.00 6.00,,5.75 6.00 5.75 5.75,6.07
Performance / Execution 2.00,6.25 5.75 6.25 6.25 6.50 6.75,6.25 6.00,,5.75 6.00 6.25 6.00,6.11
Choreography / Composition 2.00,6.50 6.00 6.50 6.75 6.50 7.25,6.00 6.25,,5.75 6.25 6.00 6.25,6.32
Interpretation 2.00,6.50 5.50 6.25 6.50 6.75 7.00,6.50 6.00,,5.50 6.25 6.00 5.75,6.18
Judges Total Program Component Score (factored),,,,,61.78
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
22 Kristoffer BERNTSSON,SWE 110.37,54.93,,56.44,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 0.86,1 1 1 1 0,1 1 1,,1 0 1 0,8.36
2 3Lz+2T 7.3 -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,4.30
3 3F+2T+2Lo 8.3 0.00,0 0 0 0 1,0 0 0,,0 0 0 0,8.30
4 3F 5.5 -0.71,0 -1 -1 0 0,-1 -1 0,,-1 0 0 -1,4.79
5 CSSp4 3.0 0.14,0 0 0 1 0,0 1 0,,0 0 0 1,3.14
6 CCoSp4 3.5 -0.09,0 0 -1 0 0,-1 -1 0,,0 0 0 0,3.41
7 1A+2T 2.3 x 0.00,0 0 0 0 0,-1 1 0,,0 0 0 0,2.30
8 3Lo 5.5 x -1.00,-1 0 -1 -1 0,-1 -1 0,,-1 -1 0 -1,4.50
9 CiSt2 2.3 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,2.30
10 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
11 3S 5.0 x -2.71,-3 -2 -2 -3 -3,-3 -3 -3,,-2 -3 -3 -3,2.29
12 SlSt2 2.3 0.00,0 0 -1 0 0,0 0 0,,0 0 0 0,2.30
13 3T 4.4 x 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,4.40
14 CCoSp2 2.5 -0.26,-1 -1 -1 -1 -1,-2 -1 -1,,0 0 -1 -1,2.24
61.7,,,,,54.93
Program Components Factor,,,,,
Skating Skills 2.00,5.75 5.75 6.00 5.50 5.75 6.75,5.50 5.75,,5.75 6.00 6.00 6.00,5.82
Transition / Linking Footwork 2.00,5.25 5.25 5.75 5.75 5.50 6.50,5.25 5.50,,5.50 5.50 5.50 5.75,5.54
Performance / Execution 2.00,5.50 5.50 5.50 5.75 5.50 5.75,5.75 5.75,,5.25 5.50 6.00 5.75,5.61
Choreography / Composition 2.00,5.50 5.50 5.75 5.75 5.50 6.75,5.50 5.75,,5.50 5.50 5.75 6.00,5.64
Interpretation 2.00,5.50 5.25 5.50 5.50 5.75 6.25,5.75 5.75,,5.25 5.75 5.50 6.00,5.61
Judges Total Program Component Score (factored),,,,,56.44
Deductions: Falls:,-1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
23 Gregor URBAS,SLO 110.22,56.32,,54.90,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz+3T+1Lo 10.5 -1.14,-1 -1 0 -2 -1,-1 -2 0,,-2 0 -1 -1,9.36
2 1A 0.8 0.00,0 0 0 0 0,0 1 0,,0 0 0 0,0.80
3 3S 4.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,4.50
4 SlSt2 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
