MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
6 FSSp3 2.3 0.21,1 0 0 1 1,0 1 1,,1 0 1 0,2.51
7 3A+2T 9.7 x 0.00,-1 0 0 0 -1,0 0 0,,0 0 0 0,9.70
8 3F+3T 10.5 x 0.29,0 1 0 1 -1,2 -1 1,,0 0 0 0,10.79
9 CiSt3 3.1 0.29,1 0 1 1 1,1 0 1,,1 0 1 0,3.39
10 3Lz 6.6 x 0.29,0 0 1 0 0,1 0 1,,0 1 0 0,6.89
11 2A 3.6 x 0.00,0 0 0 -1 0,0 0 0,,0 0 0 0,3.60
12 CCoSp3 3.0 0.07,0 0 1 1 0,0 -1 0,,0 0 0 0,3.07
13 SlSt3 3.1 0.57,2 0 1 1 2,2 1 2,,2 0 0 1,3.67
14 CCoSp3 3.0 0.21,2 0 0 1 0,0 0 1,,1 0 0 1,3.21
76.6,,,,,76.97
Program Components Factor,,,,,
Skating Skills 2.00,7.25 7.25 7.25 7.00 7.25 7.25,7.00 7.50,,7.75 7.50 7.50 7.50,7.29
Transition / Linking Footwork 2.00,7.00 7.00 6.75 6.00 7.00 7.00,7.00 7.50,,7.50 7.25 7.00 7.00,7.00
Performance / Execution 2.00,7.50 7.25 7.50 7.50 7.00 7.75,7.25 8.00,,7.75 7.50 7.25 7.25,7.46
Choreography / Composition 2.00,7.25 7.25 6.50 7.50 7.25 7.25,7.00 7.75,,7.50 7.50 7.25 7.25,7.29
Interpretation 2.00,7.50 7.25 6.75 7.50 7.25 8.00,7.25 8.00,,7.75 7.50 7.50 7.50,7.46
Judges Total Program Component Score (factored),,,,,73.00
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
4 Emanuel SANDHU,CAN 142.53,66.83,,75.70,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 4T+2T 10.3 -0.14,-1 0 0 1 0,0 0 0,,0 0 0 -1,10.16
2 3A 7.5 -2.00,-2 -2 -2 -2 -2,-2 -2 -2,,-2 -2 -2 -2,5.50
3 FSSp4 3.0 0.36,0 0 1 1 1,1 1 1,,1 0 1 1,3.36
4 3Lz 6.0 0.43,1 0 0 0 0,1 0 0,,1 0 1 1,6.43
5 3S 4.5 0.29,0 1 0 1 0,0 0 1,,0 1 1 0,4.79
6 3A+2T 9.7 x -2.00,-2 -2 -2 1 -2,-2 -2 -2,,-2 -2 -2 -2,7.70
7 3Lo 5.5 x 0.29,0 1 0 1 0,1 0 1,,0 0 1 0,5.79
8 3T 4.4 x -1.43,-1 -2 -1 -1 -2,0 -2 -2,,-1 -2 -2 -2,2.97
9 CUSp3 2.1 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.10
10 3F+2T 7.5 x 0.00,0 0 0 0 0,0 0 0,,-1 0 -1 0,7.50
11 CiSt2 2.3 0.29,1 0 0 1 1,1 1 1,,1 0 0 0,2.59
12 CSp1 1.2 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,1.20
13 SlSt3 3.1 0.14,0 0 0 1 1,0 1 1,,1 0 0 0,3.24
14 CCoSp3 3.0 0.50,0 1 1 2 1,1 1 1,,1 1 1 1,3.50
70.1,,,,,66.83
Program Components Factor,,,,,
Skating Skills 2.00,7.50 7.50 7.25 7.75 7.50 7.25,7.25 7.75,,7.50 7.75 7.75 7.50,7.46
Transition / Linking Footwork 2.00,7.25 7.50 7.25 8.00 7.25 8.50,7.25 7.75,,7.25 7.50 7.25 7.25,7.43
Performance / Execution 2.00,7.25 7.50 7.75 8.00 7.25 8.25,8.00 7.75,,7.50 7.25 7.25 7.50,7.64
Choreography / Composition 2.00,7.50 7.75 7.50 8.00 7.75 8.00,7.75 8.00,,7.75 7.50 7.25 7.50,7.68
Interpretation 2.00,7.25 7.50 7.75 8.00 7.50 8.00,7.50 8.00,,7.75 7.50 7.50 7.50,7.64
Judges Total Program Component Score (factored),,,,,75.70
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
5 Nobunari ODA,JPN 136.73,66.43,,70.30,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A 7.5 -1.86,-2 -2 -2 -1 -2,-1 -2 -2,,-2 -2 -2 -2,5.64
2 3Lz+3T+2Lo 11.5 0.71,0 1 1 1 1,0 1 1,,0 1 1 1,12.21
3 FSSp4 3.0 0.43,0 0 1 1 1,1 1 1,,1 1 1 1,3.43
4 3S+2T 5.8 0.00,0 0 0 1 1,0 0 0,,-1 0 0 0,5.80
5 CCoSp4 3.5 0.21,0 1 0 1 0,0 -1 0,,1 1 0 0,3.71
6 3A+COMBO 8.3 x 0.14,0 0 1 1 1,0 0 0,,0 0 0 0,8.44
7 3F*+2T* 0.0 0.00,0 1 1 1 1,1 0 1,,0 0 0 1,0.00
8 SSp4 2.4 0.36,1 0 0 1 0,2 1 0,,0 1 1 1,2.76
9 3Lo 5.5 x 0.71,1 0 0 1 1,1 1 1,,1 0 0 1,6.21
10 SlSt2 2.3 0.07,0 0 0 1 0,0 0 0,,0 0 0 1,2.37
11 2A 3.6 x 1.00,1 0 1 1 1,2 1 1,,1 1 0 1,4.60
12 3Lz 6.6 x -1.14,-2 -1 -1 -1 -1,-2 -1 -1,,-1 -1 -1 -1,5.46
13 CiSt2 2.3 0.07,1 0 0 1 0,0 0 0,,0 0 0 0,2.37
14 CCoSp3 3.0 0.43,1 1 1 1 1,0 1 1,,1 1 1 0,3.43
65.3,,,,,66.43
Program Components Factor,,,,,
Skating Skills 2.00,7.25 7.25 7.00 7.25 7.50 7.00,6.75 7.25,,7.25 7.50 7.50 7.25,7.18
Transition / Linking Footwork 2.00,7.00 6.75 7.00 7.25 7.00 7.25,6.75 6.75,,6.75 7.25 7.00 7.00,7.00
Performance / Execution 2.00,7.25 7.00 7.00 7.00 7.50 6.75,6.25 7.00,,6.75 7.50 7.25 6.75,6.93
Choreography / Composition 2.00,7.25 7.25 7.25 7.50 7.75 7.00,6.50 7.00,,6.75 7.25 7.00 7.00,7.11
Interpretation 2.00,7.25 7.00 7.00 7.25 7.00 6.75,6.50 7.00,,6.50 7.50 7.00 6.75,6.93
Judges Total Program Component Score (factored),,,,,70.30
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
6 Alban PREAUBERT,FRA 136.15,73.23,,62.92,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 0.71,0 1 1 1 1,0 1 1,,1 0 1 1,10.21
2 3A+2T 8.8 0.29,1 0 1 1 0,0 0 0,,0 0 0 0,9.09
3 3Lz+2T+2Lo 8.8 0.00,0 0 0 -1 -1,0 0 0,,0 0 0 0,8.80
4 CSSp4 3.0 0.00,0 0 1 -1 0,0 0 1,,0 0 0 0,3.00
5 3Lo 5.0 -0.43,-1 0 -1 -1 0,-1 0 0,,0 0 0 0,4.57
6 3A 7.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,7.50
7 CiSt3 3.1 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,3.10
8 CCoSp4 3.5 -0.04,0 0 0 -1 0,-1 0 0,,0 0 0 0,3.46
9 3F 6.1 x 0.00,0 0 0 0 0,-1 0 -1,,0 0 0 0,6.10
10 2A 3.6 x 0.00,0 0 0 0 0,0 0 0,,1 0 0 0,3.60
11 FSSp4 3.0 0.07,0 0 1 0 0,0 0 0,,1 0 0 0,3.07
12 SlSt2 2.3 0.00,0 0 0 0 0,1 0 0,,0 0 0 0,2.30
13 3S 5.0 x 0.14,1 1 0 0 0,0 0 0,,0 0 0 0,5.14
14 FSSp4 3.0 0.29,1 0 1 1 0,0 0 0,,1 0 0 1,3.29
72.2,,,,,73.23
Program Components Factor,,,,,
Skating Skills 2.00,6.25 6.50 6.50 5.25 6.25 5.50,6.00 6.25,,6.75 6.50 6.50 6.00,6.18
Transition / Linking Footwork 2.00,6.00 6.25 6.25 6.25 6.25 6.25,5.75 6.00,,6.50 6.25 6.25 5.75,6.14
Performance / Execution 2.00,6.50 6.50 6.25 5.75 6.25 6.50,5.50 6.50,,7.00 6.50 6.75 6.00,6.29
Choreography / Composition 2.00,6.25 6.50 6.50 6.00 6.50 6.75,5.75 6.00,,6.75 6.50 6.50 6.25,6.39
Interpretation 2.00,6.25 6.75 6.50 6.25 6.50 7.00,5.75 6.50,,6.75 6.50 6.50 6.25,6.46
Judges Total Program Component Score (factored),,,,,62.92
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
7 Jeffrey BUTTLE,CAN 133.81,58.61,,75.20,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 1.00,1 1 1 1 1,1 1 1,,1 0 0 1,10.50
2 3T 4.0 -2.00,-2 -2 -1 -2 -2,-2 -2 -2,,-2 -2 -2 -2,2.00
3 1A+2T 2.1 0.00,0 -1 1 0 0,0 0 0,,0 0 0 0,2.10
4 CoSp4 3.0 0.43,1 1 1 1 1,1 1 1,,1 0 0 0,3.43
5 1A 0.8 0.07,0 0 1 0 0,0 1 0,,0 0 0 0,0.87
6 3Lo 5.5 x 0.71,1 0 1 1 0,1 0 1,,0 1 1 1,6.21
7 SlSt3 3.1 0.50,2 1 1 1 1,1 1 1,,1 0 1 1,3.60
8 3Lz+2T 8.0 x -1.00,-1 -1 -1 -1 -1,-1 -1 -1,,-1 -1 -1 -1,7.00
9 3S 5.0 x -0.43,0 -1 -1 0 -1,0 0 0,,-1 0 0 -1,4.57
10 FSSp3 2.3 0.21,0 0 0 1 1,1 1 1,,1 0 0 0,2.51
11 3Lz 6.6 x 0.00,0 1 0 0 0,0 0 1,,0 0 1 0,6.60
12 SSp4 2.4 0.00,0 0 0 0 0,-1 0 0,,0 0 0 0,2.40
13 CiSt3 3.1 0.36,2 0 1 1 2,1 0 1,,1 0 0 1,3.46
14 CCoSp3 3.0 0.36,1 1 0 2 1,0 1 1,,1 1 0 0,3.36
58.4,,,,,58.61
Program Components Factor,,,,,
Skating Skills 2.00,7.75 7.50 7.50 7.75 7.50 7.25,7.25 7.50,,7.50 7.75 7.75 7.50,7.54
Transition / Linking Footwork 2.00,7.50 7.25 7.00 7.75 7.25 8.00,7.25 8.00,,7.75 7.50 7.50 7.25,7.46
Performance / Execution 2.00,7.75 7.50 7.25 7.25 7.00 7.25,7.75 7.25,,7.50 7.50 7.75 7.50,7.46
Choreography / Composition 2.00,7.50 7.50 7.50 7.75 7.50 7.50,7.75 8.00,,7.50 7.75 7.50 7.50,7.57
Interpretation 2.00,7.75 7.50 7.00 7.25 7.50 8.00,8.00 7.75,,7.50 7.50 7.50 7.50,7.57
Judges Total Program Component Score (factored),,,,,75.20
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
8 Johnny WEIR,USA 128.66,56.88,,72.78,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A+3T 11.5 1.00,1 1 1 1 1,1 0 1,,1 1 1 1,12.50
2 4T 9.0 -2.00,-2 -1 -2 -2 -2,-2 -2 -2,,-2 -2 -2 -2,7.00
3 3Lz+2S+SEQ 5.8 -2.00,-2 -2 -2 -2 -2,-1 -2 -2,,-2 -2 -2 -2,3.80
4 FCSp1 1.7 0.21,0 0 0 1 0,1 0 1,,1 0 0 1,1.91
5 3A 7.5 0.14,0 0 1 1 0,0 0 0,,0 0 0 0,7.64
6 CiSt3 3.1 0.43,2 0 1 1 1,2 0 1,,1 0 1 1,3.53
7 CoSp3 2.5 -0.01,-1 0 -1 1 -1,-1 0 -1,,0 0 0 1,2.49
8 2Lo 1.7 x 0.00,0 0 0 -1 0,0 0 0,,0 0 0 0,1.70
9 3S+2T 6.4 x -0.29,0 0 -1 -1 0,-1 0 -1,,0 0 0 0,6.11
10 3F 6.1 x -3.00,-3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,3.10
11 FSSp3 2.3 0.00,-1 0 0 1 0,0 0 0,,0 0 0 0,2.30
12 SlSt2 2.3 0.21,0 0 1 2 0,1 0 0,,0 0 1 1,2.51
13 CCoSp1 2.0 0.29,1 1 0 1 0,0 0 0,,0 1 1 1,2.29
61.9,,,,,56.88
Program Components Factor,,,,,
Skating Skills 2.00,7.50 7.50 7.00 7.50 7.50 7.25,7.00 7.25,,7.50 7.50 7.75 7.50,7.39
Transition / Linking Footwork 2.00,7.25 7.25 7.00 7.25 7.25 7.50,7.00 7.25,,7.00 7.25 7.50 7.25,7.18
Performance / Execution 2.00,7.25 7.25 6.75 6.75 7.00 7.25,7.25 7.00,,6.75 7.25 7.25 7.50,7.11
Choreography / Composition 2.00,7.50 7.50 7.50 7.50 7.50 7.00,7.50 7.25,,7.25 7.50 7.50 7.50,7.46
Interpretation 2.00,7.50 7.25 7.00 7.00 7.00 7.25,7.50 7.00,,7.00 7.50 7.50 7.25,7.25
Judges Total Program Component Score (factored),,,,,72.78
Deductions: Falls:,-1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
9 Matthew SAVOIE,USA 128.08,60.72,,68.36,1.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 2Lo 1.5 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,1.50
2 3A+3T 11.5 1.14,2 2 1 2 1,0 0 1,,1 1 1 1,12.64
3 3F+2T+2T 8.1 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,8.10
4 CiSt3 3.1 0.43,1 0 1 1 1,2 1 1,,1 0 0 1,3.53
5 3S 4.5 0.43,0 1 1 0 1,2 0 1,,0 0 0 1,4.93
6 CoSp2 2.1 0.14,0 0 1 1 0,1 0 1,,0 0 0 0,2.24
7 SSp4 2.4 0.14,0 0 0 1 1,2 1 1,,0 0 0 0,2.54
8 3A 8.3 x -2.86,-3 -3 -2 -2 -3,-3 -3 -3,,-3 -3 -3 -3,5.44
9 SlSt3 3.1 0.21,1 0 1 1 1,1 0 1,,0 0 0 0,3.31
10 FSSp3 2.3 -0.01,1 -1 0 1 0,-1 -1 1,,0 0 0 0,2.29
11 3Lz 6.6 x -2.14,-2 -2 -2 -3 -2,-2 -3 -2,,-2 -2 -2 -2,4.46
12 2Lz+2T 3.5 x 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,3.50
13 CCoSp2 2.5 0.00,0 0 0 1 0,-1 0 1,,0 0 0 0,2.50
14 2A 3.6 x 0.14,0 0 1 1 0,0 0 0,,0 0 0 0,3.74
63.1,,,,,60.72
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.75 6.75 7.75 7.00 7.50,6.00 7.25,,6.75 6.75 6.50 6.75,6.82
Transition / Linking Footwork 2.00,6.50 6.50 7.50 8.00 6.75 8.00,6.00 6.75,,6.50 6.50 6.50 6.50,6.86
Performance / Execution 2.00,6.50 6.50 7.50 7.25 6.75 7.00,6.75 7.00,,6.50 6.75 6.50 6.75,6.79
Choreography / Composition 2.00,6.50 6.75 7.25 7.50 7.00 7.75,6.50 6.75,,6.25 6.75 6.25 6.50,6.82
Interpretation 2.00,6.50 6.50 7.50 7.75 7.25 7.50,6.50 7.00,,6.75 6.75 6.75 6.75,6.89
Judges Total Program Component Score (factored),,,,,68.36
Deductions: Falls:,-1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
10 Ilia KLIMKIN,RUS 126.41,58.99,,67.42,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A+3T+SEQ 9.2 -2.00,-2 -2 -2 -2 -2,-2 -2 -2,,-2 -3 -2 -2,7.20
2 3T 4.0 0.43,0 0 1 1 0,1 1 0,,0 0 0 0,4.43
3 4T+3S+SEQ 10.8 0.14,0 1 0 1 1,0 0 0,,0 0 0 0,10.94
4 3F 5.5 0.14,0 0 1 1 0,0 0 0,,0 0 0 0,5.64
5 3Lo 5.0 0.00,0 0 0 1 0,0 0 0,,0 0 1 0,5.00
6 FCSp3 2.3 0.21,0 0 0 1 0,1 0 1,,0 1 0 1,2.51
7 CCSp2 1.7 0.29,0 1 0 0 0,1 1 0,,-1 1 0 1,1.99
8 CoSp3 2.5 0.21,0 1 -1 1 0,0 1 0,,0 1 0 0,2.71
9 CiSt2 2.3 0.07,0 0 0 1 0,0 0 0,,0 0 0 1,2.37
10 3S 5.0 x 0.57,1 0 1 1 0,1 0 0,,0 0 0 1,5.57
11 3T* 0.0 0.00,0 0 1 1 0,0 1 0,,0 0 0 0,0.00
12 2A 3.6 x 0.00,0 0 0 1 0,0 0 0,,0 0 0 0,3.60
13 SlSt3 3.1 0.14,0 0 0 1 0,0 0 0,,1 0 0 1,3.24
14 CCoSp4 3.5 0.29,0 1 0 1 0,0 1 0,,0 1 0 1,3.79
58.5,,,,,58.99
Program Components Factor,,,,,
Skating Skills 2.00,7.00 6.50 7.00 7.25 6.50 6.50,6.75 6.50,,7.25 7.00 7.00 7.25,6.96
Transition / Linking Footwork 2.00,6.75 6.25 6.75 7.25 6.25 5.75,6.00 6.00,,6.75 6.75 6.75 7.00,6.61
Performance / Execution 2.00,6.75 6.25 6.75 7.25 6.75 6.00,6.50 6.25,,7.00 7.00 7.25 7.00,6.75
Choreography / Composition 2.00,7.00 6.25 7.00 7.00 6.50 6.25,6.25 6.25,,6.75 6.75 7.00 7.25,6.71
Interpretation 2.00,6.75 6.00 6.75 7.00 6.50 6.50,6.25 6.25,,6.50 7.00 7.00 7.00,6.68
Judges Total Program Component Score (factored),,,,,67.42
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
11 Sergei DAVYDOV,BLR 125.54,63.20,,62.34,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3A+3T 11.5 0.43,0 1 1 1 0,0 1 0,,0 0 0 0,11.93
2 3A 7.5 0.71,1 1 1 1 0,1 0 1,,1 0 1 0,8.21
3 2Lz+3T 5.9 0.00,0 0 0 0 -1,0 0 0,,-1 0 0 0,5.90
4 CiSt3 3.1 0.07,1 0 0 0 0,0 0 0,,0 0 0 1,3.17
5 FCoSp2 2.1 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.10
6 3F 6.1 x 0.14,0 0 0 1 -1,1 0 0,,0 0 0 -1,6.24
7 3Lo 5.5 x 0.00,-1 0 0 0 0,0 0 0,,0 0 0 0,5.50
8 3S+2T+2T+SEQ 5.1 x 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,5.10
9 CCoSp2 2.5 0.00,0 0 1 0 0,0 0 0,,0 0 0 0,2.50
10 SlSt2 2.3 0.14,2 0 0 0 0,0 1 0,,0 0 0 1,2.44
11 2A 3.6 x -0.70,-1 -1 -1 -1 -1,-1 -1 -1,,-1 -1 -1 -1,2.90
12 2A 3.6 x -0.30,0 0 -1 -1 0,-1 0 -1,,-1 0 0 0,3.30
13 FSSp3 2.3 0.00,0 0 0 0 0,0 0 0,,0 0 0 0,2.30
14 CSSp2 1.7 -0.09,0 0 0 -1 -1,-1 0 0,,-1 0 0 0,1.61
62.8,,,,,63.20
Program Components Factor,,,,,
Skating Skills 2.00,6.50 6.50 6.75 6.50 6.25 6.50,6.25 6.75,,6.50 6.75 6.50 6.50,6.54
Transition / Linking Footwork 2.00,6.00 6.00 6.50 6.00 5.75 5.75,6.00 6.00,,6.00 6.50 6.00 6.00,6.07
Performance / Execution 2.00,6.25 6.25 6.25 6.50 6.25 5.50,5.75 6.25,,6.25 6.50 6.25 6.25,6.21
Choreography / Composition 2.00,6.25 6.25 6.50 6.25 6.00 6.00,6.25 6.00,,6.25 6.25 6.25 6.00,6.21
Interpretation 2.00,6.25 6.00 6.25 6.25 6.25 5.75,6.25 6.00,,6.00 6.50 6.50 6.00,6.14
Judges Total Program Component Score (factored),,,,,62.34
Deductions:,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",Total,Total,,Total,Total
Rank Name,NOC Segment,Element,,Program  Component,Deductions
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
12 Gheorghe CHIPER,ROM 125.29,59.31,,65.98,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+3T 9.5 0.00,0 0 0 0 1,0 1 1,,0 0 0 0,9.50
2 3A+2T 8.8 0.57,1 0 0 0 0,1 1 0,,1 0 0 1,9.37
