Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kimmie MEISSNER,USA,189.87,5,60.17,1,129.7,2006-03-26,wc2006
2,Sasha COHEN,USA,181.29,1,66.62,4,114.67,2006-03-26,wc2006
3,Fumie SUGURI,JPN,181.27,2,62.12,2,119.15,2006-03-26,wc2006
4,Elena SOKOLOVA,RUS,177.85,3,60.98,3,116.87,2006-03-26,wc2006
5,Sarah MEIER,SUI,170.47,4,60.51,5,109.96,2006-03-26,wc2006
6,Yukari NAKANO,JPN,167.86,6,59.62,6,108.24,2006-03-26,wc2006
7,Joannie ROCHETTE,CAN,160.13,7,56.38,8,103.75,2006-03-26,wc2006
8,Emily HUGHES,USA,159.07,10,54.23,7,104.84,2006-03-26,wc2006
9,Susanna POYKIO,FIN,156.93,9,54.28,9,102.65,2006-03-26,wc2006
10,Kiira KORPI,FIN,151.21,11,53.32,10,97.89,2006-03-26,wc2006
11,Yoshie ONDA,JPN,149.07,12,52.49,12,96.58,2006-03-26,wc2006
12,Carolina KOSTNER,ITA,146.81,16,48.95,11,97.86,2006-03-26,wc2006
13,Elene GEDEVANISHVILI,GEO,144.2,8,54.55,17,89.65,2006-03-26,wc2006
14,Mira LEUNG,CAN,144.03,14,49.49,13,94.54,2006-03-26,wc2006
15,Idora HEGEL,CRO,140.32,17,48.31,14,92.01,2006-03-26,wc2006
16,Yan LIU,CHN,137.89,19,46.17,15,91.72,2006-03-26,wc2006
17,Tugba KARADEMIR,TUR,134.31,22,44.47,16,89.84,2006-03-26,wc2006
18,Amanda NYLANDER,SWE,134.29,18,46.3,19,87.99,2006-03-26,wc2006
19,Galina EFREMENKO,UKR,133.43,21,44.69,18,88.74,2006-03-26,wc2006
20,Arina MARTINOVA,RUS,130.94,15,48.96,21,81.98,2006-03-26,wc2006
21,Anastasia GIMAZETDINOVA,UZB,130.43,13,49.5,22,80.93,2006-03-26,wc2006
22,Julia SEBESTYEN,HUN,122.53,24,38.53,20,84.0,2006-03-26,wc2006
23,Valentina MARCHEI,ITA,122.39,20,45.06,23,77.33,2006-03-26,wc2006
24,Annette DYTRT,GER,117.84,23,41.9,24,75.94,2006-03-26,wc2006
25,Michelle CANTU,MEX,38.09,25,38.09,DNQ,DNQ,2006-03-26,wc2006
26,Andrea KREUZER,AUT,37.43,26,37.43,DNQ,DNQ,2006-03-26,wc2006
27,Katarina GERBOLDT,RUS,36.59,27,36.59,DNQ,DNQ,2006-03-26,wc2006
28,Viktoria PAVUK,HUN,36.34,28,36.34,DNQ,DNQ,2006-03-26,wc2006
29,Nadege BOBILLIER,FRA,33.61,29,33.61,DNQ,DNQ,2006-03-26,wc2006
30,Teodora POSTIC,SLO,30.77,30,30.77,DNQ,DNQ,2006-03-26,wc2006
