9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,11,60.63,32.15,29.48,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3Tw2,,5.8,False,0.8,1,1,1,2,1,1,1,2,1,,6.6
2,3S<<,<<,1.3,False,-0.57,-3,-3,-3,-3,-2,-3,-3,-2,-3,,0.73
3,3FTh,,5.5,False,0.5,1,1,1,1,0,0,1,1,0,,6.0
4,PCoSp3p3,,4.0,False,0.43,0,1,1,1,0,1,1,2,1,,4.43
5,4Li3,,4.0,False,0.79,1,2,1,2,0,2,2,2,1,,4.79
6,BoDs3,,4.0,False,0.8,1,1,1,2,0,2,1,1,1,,4.8
7,StSq4,,3.9,False,0.9,1,1,1,2,1,1,2,2,1,,4.8
,,,28.5,,,,,,,,,,,,,32.15
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.75,7.5,7.5,7.25,8.0,7.5,7.25,7.25,7.25,,7.36
,Transition / Linking Footwork  ,,,,0.8,6.5,7.25,7.25,7.25,8.0,7.25,7.25,7.0,6.75,,7.14
,Performance / Execution  ,,,,0.8,7.0,7.5,7.0,7.5,8.0,7.75,7.75,7.0,7.25,,7.39
,Choreography / Composition  ,,,,0.8,6.75,7.5,7.25,7.25,8.25,7.25,7.75,7.5,7.25,,7.39
,Interpretation  ,,,,0.8,7.0,7.75,7.5,7.5,8.0,7.75,8.25,7.25,7.25,,7.57
,,,,,,,,,,,,,,,,29.48
Deduction,Time violation,-1.0
