Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Ashley WAGNER,USA,192.41,2,64.07,1,128.34,2012-12-02,fc2012
2,Mao ASADA,JPN,188.62,1,64.25,2,124.37,2012-12-02,fc2012
3,Caroline ZHANG,USA,176.18,4,58.74,3,117.44,2012-12-02,fc2012
4,Kanako MURAKAMI,JPN,169.32,3,63.45,5,105.87,2012-12-02,fc2012
5,Kexin ZHANG,CHN,162.59,5,54.07,4,108.52,2012-12-02,fc2012
6,Agnes ZAWADZKI,USA,157.23,6,52.87,6,104.36,2012-12-02,fc2012
7,Amelie LACOSTE,CAN,147.65,7,51.72,8,95.93,2012-12-02,fc2012
8,Cynthia PHANEUF,CAN,147.47,8,50.76,7,96.71,2012-12-02,fc2012
9,Haruka IMAI,JPN,134.49,11,45.19,9,89.3,2012-12-02,fc2012
10,Min-Jeong KWAK,KOR,130.52,9,48.72,10,81.8,2012-12-02,fc2012
11,Bingwa GENG,CHN,127.89,10,46.98,11,80.91,2012-12-02,fc2012
12,Victoria MUNIZ,PUR,117.83,12,42.63,13,75.2,2012-12-02,fc2012
13,Alexandra NAJARRO,CAN,117.11,14,37.08,12,80.03,2012-12-02,fc2012
14,Melinda WANG,TPE,103.69,18,35.35,15,68.34,2012-12-02,fc2012
15,Sandra KHOPON,THA,103.15,17,35.58,16,67.57,2012-12-02,fc2012
16,Qiuying ZHU,CHN,102.77,16,36.43,17,66.34,2012-12-02,fc2012
17,Chantelle KERRY,AUS,102.49,20,32.28,14,70.21,2012-12-02,fc2012
18,Mimi Tanasorn CHINDASOOK,THA,97.19,13,37.23,22,59.96,2012-12-02,fc2012
19,Yea-Ji YUN,KOR,96.85,19,32.46,19,64.39,2012-12-02,fc2012
20,Melanie SWANG,THA,96.16,22,31.21,18,64.95,2012-12-02,fc2012
21,Chae-Yeon SUHR,KOR,94.95,15,36.54,23,58.41,2012-12-02,fc2012
22,Lejeanne MARAIS,RSA,94.34,21,32.15,21,62.19,2012-12-02,fc2012
23,Crystal KIANG,TPE,93.79,23,30.91,20,62.88,2012-12-02,fc2012
24,Zhaira COSTINIANO,PHI,87.26,24,30.33,24,56.93,2012-12-02,fc2012
25,Reyna HAMUI,MEX,29.84,25,29.84,DNQ,DNQ,2012-12-02,fc2012
26,Chaochih LIU,TPE,29.07,26,29.07,DNQ,DNQ,2012-12-02,fc2012
27,Mericien VENZON,PHI,28.91,27,28.91,DNQ,DNQ,2012-12-02,fc2012
28,Brittany LAU,SIN,28.79,28,28.79,DNQ,DNQ,2012-12-02,fc2012
29,Zara PASFIELD,AUS,28.14,29,28.14,DNQ,DNQ,2012-12-02,fc2012
30,Jaimee NOBBS,AUS,26.33,30,26.33,DNQ,DNQ,2012-12-02,fc2012
