Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,273.94,1,87.95,1,185.99,2012-12-02,fc2012
2,Daisuke TAKAHASHI,JPN,244.33,3,82.59,2,161.74,2012-12-02,fc2012
3,Ross MINER,USA,223.23,6,76.89,4,146.34,2012-12-02,fc2012
4,Adam RIPPON,USA,221.55,7,74.92,3,146.63,2012-12-02,fc2012
5,Takahito MURA,JPN,217.16,2,83.44,6,133.72,2012-12-02,fc2012
6,Denis TEN,KAZ,210.03,5,77.73,7,132.3,2012-12-02,fc2012
7,Tatsuki MACHIDA,JPN,208.04,4,82.37,10,125.67,2012-12-02,fc2012
8,Kevin REYNOLDS,CAN,203.26,9,68.22,5,135.04,2012-12-02,fc2012
9,Misha GE,UZB,196.53,11,64.49,8,132.04,2012-12-02,fc2012
10,Jinlin GUAN,CHN,196.53,10,66.36,9,130.17,2012-12-02,fc2012
11,Nan SONG,CHN,190.51,8,69.34,11,121.17,2012-12-02,fc2012
12,Christopher CALUZA,PHI,172.6,14,58.02,12,114.58,2012-12-02,fc2012
13,Richard DORNBUSH,USA,164.29,13,61.34,14,102.95,2012-12-02,fc2012
14,Jeremy TEN,CAN,159.22,12,61.37,18,97.85,2012-12-02,fc2012
15,Min-Seok KIM,KOR,157.14,21,49.39,13,107.75,2012-12-02,fc2012
16,Jialiang WU,CHN,156.62,15,56.19,17,100.43,2012-12-02,fc2012
17,Alex Kang Chan KAM,KOR,154.07,16,52.12,15,101.95,2012-12-02,fc2012
18,Abzal RAKIMGALIEV,KAZ,153.63,17,52.1,16,101.53,2012-12-02,fc2012
19,Brendan KERRY,AUS,144.26,23,47.01,19,97.25,2012-12-02,fc2012
20,Mark WEBSTER,AUS,138.87,18,50.88,20,87.99,2012-12-02,fc2012
21,Jordan JU,TPE,134.97,20,49.49,22,85.48,2012-12-02,fc2012
22,Luiz MANELLA,BRA,133.07,19,50.17,24,82.9,2012-12-02,fc2012
23,Kevin ALVES,BRA,132.94,22,47.96,23,84.98,2012-12-02,fc2012
24,Nicholas FERNANDEZ,AUS,131.76,24,44.57,21,87.19,2012-12-02,fc2012
25,Harry Hau Yin LEE,HKG,42.0,25,42.0,DNQ,DNQ,2012-12-02,fc2012
26,Maverick EGUIA,PHI,41.63,26,41.63,DNQ,DNQ,2012-12-02,fc2012
27,Wun-Chang SHIH,TPE,37.27,27,37.27,DNQ,DNQ,2012-12-02,fc2012
28,Hwan-Jin KIM,KOR,36.95,28,36.95,DNQ,DNQ,2012-12-02,fc2012
