ISU Four Continents Championships 2012,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Wenjing SUI / Cong HAN CHN  7,135.08  75.54,,59.54,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4STh  8.00 -0.57 -1 -1 -1,1 2 -1 -2,,-1 0,7.43,
2 3T+2T+2T  6.70 -0.20 0 -1 2,-1 1 0 0,,-1 -1,6.50,
3 4LzTw1  7.10  1.86 2 2 2,2 3 1 2,,2 -1,8.96,
4 BoDs4  4.50  1.20 2 2 2,2 2 1 2,,1 1,5.70,
"",Info,,,,Info
5 FCCoSp4  3.50  0.57 0 1 1,1 2 1 2,,1 1,4.07,
6 ChSp1  2.00  1.60 2 2 3,3 2 2 2,,3 2,3.60,
7 2A  3.63 x  0.64 1 1 2,2 1 1 2,,1 1,4.27,
8 3FTh  6.05 x  2.00 3 3 3,3 3 2 3,,3 2,8.05,
9 4Li4  4.40 x  0.50 1 -1 2,1 1 1 1,,2 0,4.90,
10 PCoSp4  4.50  0.86 2 2 2,1 2 2 2,,1 1,5.36,
11 5LoLi4  7.15 x  1.40 2 2 2,2 2 2 2,,2 2,8.55,
12 5ALi4  7.15 x  1.00 1 1 2,2 1 1 2,,3 1,8.15,
64.68,,,,75.54,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.75 7.50,7.50 7.50 8.00 7.25,,7.25 6.75,7.46,
Transition / Linking Footwork  1.60 7.25 6.75 7.25,6.75 7.25 7.75 7.00,,7.00 6.75,7.04,
Performance / Execution  1.60 7.50 7.50 7.75,8.25 8.00 8.25 8.25,,7.25 7.25,7.79,
Choreography / Composition  1.60 7.00 6.75 7.50,7.50 7.75 8.25 8.00,,7.50 7.00,7.46,
Interpretation  1.60 7.00 7.25 7.75,7.50 7.50 8.25 7.75,,7.00 7.50,7.46,
Judges Total Program Component Score (factored),,,,59.54,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Caydee DENNEY / John COUGHLIN USA  9,122.07  62.82,,59.25,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3LzTw1  5.00  1.80 2 2 2,2 3 3 3,,3 3,6.80,
2 3LoTh  5.00  1.60 3 3 2,2 2 2 2,,3 2,6.60,
3 3T  4.10  1.10 2 2 1,1 1 2 1,,2 2,5.20,
4 1A+2A+SEQ  3.52 -0.79 -2 -2 -2,-2 -2 -1 -1,,-1 -1,2.73,
5 FCCoSp3  3.00  0.71 1 2 1,1 1 2 2,,2 1,3.71,
6 PCoSp4  4.50  0.57 2 1 0,1 1 2 2,,1 0,5.07,
7 5ALi3  6.60 x  1.00 1 2 1,1 2 2 1,,1 2,7.60,
8 3FTh  6.05 x  1.30 2 2 1,2 2 1 2,,2 2,7.35,
9 BoDs1  3.00  0.70 2 1 0,0 1 1 1,,2 1,3.70,
10 5TLi4  6.60 x  0.71 1 2 1,1 2 1 1,,2 3,7.31,
11 ChSp1  2.00  0.40 1 1 0,0 1 1 0,,0 1,2.40,
12 4Li3  3.85 x  0.50 -1 1 1,1 2 0 1,,1 2,4.35,
53.22,,,,62.82,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.00 7.50,7.00 7.50 7.50 7.50,,7.75 7.50,7.43,
Transition / Linking Footwork  1.60 7.00 6.75 7.00,6.75 7.25 7.00 7.00,,7.50 7.00,7.00,
