Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elizaveta TUKTAMYSHEVA,RUS,210.36,1,77.62,1,132.74,2015-03-29,wc2015
2,Satoko MIYAHARA,JPN,193.6,3,67.02,4,126.58,2015-03-29,wc2015
3,Elena RADIONOVA,RUS,191.47,2,69.51,6,121.96,2015-03-29,wc2015
4,Gracie GOLD,USA,188.96,8,60.73,2,128.23,2015-03-29,wc2015
5,Ashley WAGNER,USA,185.01,11,57.81,3,127.2,2015-03-29,wc2015
6,Rika HONGO,JPN,184.58,5,62.17,5,122.41,2015-03-29,wc2015
7,Kanako MURAKAMI,JPN,179.66,4,65.48,8,114.18,2015-03-29,wc2015
8,Polina EDMUNDS,USA,177.83,7,61.71,7,116.12,2015-03-29,wc2015
9,Zijun LI,CHN,165.22,6,61.83,11,103.39,2015-03-29,wc2015
10,Mae Berenice MEITE,FRA,162.75,12,57.08,10,105.67,2015-03-29,wc2015
11,Alaine CHARTRAND,CAN,161.18,10,60.24,12,100.94,2015-03-29,wc2015
12,So Youn PARK,KOR,160.75,15,53.95,9,106.8,2015-03-29,wc2015
13,Anna POGORILAYA,RUS,160.31,9,60.5,13,99.81,2015-03-29,wc2015
14,Joshi HELGESSON,SWE,155.35,13,56.28,14,99.07,2015-03-29,wc2015
15,Nicole RAJICOVA,SVK,152.61,14,54.4,15,98.21,2015-03-29,wc2015
16,Angelina KUCHVALSKA,LAT,141.54,23,45.74,16,95.8,2015-03-29,wc2015
17,Anne Line GJERSEM,NOR,139.75,20,49.25,17,90.5,2015-03-29,wc2015
18,Dasa GRM,SLO,137.45,22,47.21,18,90.24,2015-03-29,wc2015
19,Hae Jin KIM,KOR,136.24,18,50.03,19,86.21,2015-03-29,wc2015
20,Roberta RODEGHIERO,ITA,134.74,17,51.42,21,83.32,2015-03-29,wc2015
21,Gabrielle DALEMAN,CAN,133.57,21,48.13,20,85.44,2015-03-29,wc2015
22,Elene GEDEVANISHVILI,GEO,132.25,16,52.11,22,80.14,2015-03-29,wc2015
23,Nicole SCHOTT,GER,127.56,19,49.29,23,78.27,2015-03-29,wc2015
24,Giada RUSSO,ITA,120.11,24,43.85,24,76.26,2015-03-29,wc2015
25,Natalia POPOVA,UKR,43.6,25,43.6,DNQ,DNQ,2015-03-29,wc2015
26,Ivett TOTH,HUN,43.47,26,43.47,DNQ,DNQ,2015-03-29,wc2015
27,Eliska BREZINOVA,CZE,43.37,27,43.37,DNQ,DNQ,2015-03-29,wc2015
28,Aleksandra GOLOVKINA,LTU,43.16,28,43.16,DNQ,DNQ,2015-03-29,wc2015
29,Netta SCHREIBER,ISR,41.84,30,41.84,DNQ,DNQ,2015-03-29,wc2015
30,Anastasia GALUSTYAN,ARM,41.84,29,41.84,DNQ,DNQ,2015-03-29,wc2015
31,Kiira KORPI,FIN,41.11,31,41.11,DNQ,DNQ,2015-03-29,wc2015
32,Niki WORIES,NED,40.38,32,40.38,DNQ,DNQ,2015-03-29,wc2015
33,Eveline BRUNNER,SUI,39.69,33,39.69,DNQ,DNQ,2015-03-29,wc2015
34,Alisson Krystle PERTICHETO,PHI,38.75,34,38.75,DNQ,DNQ,2015-03-29,wc2015
35,Brooklee HAN,AUS,35.54,35,35.54,DNQ,DNQ,2015-03-29,wc2015
WD,Kerstin FRANK,AUT,WD,WD,WD,WD,WD,2015-03-29,wc2015
