8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Victoria SINITSINA / Nikita KATSALAPOV,RUS,7,99.45,50.28,51.17,-2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,STw4,,6.6,False,1.1,2,1,2,2,2,2,1,2,,7.7
2,CuLi4,,4.5,False,1.0,1,1,2,2,2,2,2,1,,5.5
3,CoSp4,,5.6,False,1.1,1,2,2,2,2,1,2,2,,6.7
4,CiSt3,,7.1,False,2.2,2,2,0,2,2,2,2,2,,9.3
5,RoLi4,,4.5,False,1.2,2,2,2,2,2,2,2,3,,5.7
6,SlLi4,,4.5,False,1.0,1,1,2,2,2,1,3,2,,5.5
7,DiSt3,,7.1,False,1.28,1,1,1,2,1,1,2,1,,8.38
8,ChLi1,,0.6,False,0.9,1,2,2,1,1,1,2,3,,1.5
,,,40.5,,,,,,,,,,,,50.28
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,8.25,8.5,8.25,8.75,9.0,8.75,9.0,8.5,,8.63
,Linking Footwork / Movement  ,,,,1.2,6.75,8.25,7.5,8.5,8.75,8.5,8.5,8.5,,8.29
,Performance  ,,,,1.2,8.0,8.5,8.0,8.75,9.25,8.5,8.75,8.75,,8.54
,Choreography  ,,,,1.2,7.5,8.5,8.25,8.75,9.0,8.75,8.5,9.0,,8.63
,Interpretation / Timing  ,,,,1.2,7.75,8.25,7.25,8.75,9.0,8.75,8.75,9.0,,8.54
,,,,,,,,,,,,,,,51.17
Deduction,Extended lifts,-2.0
