Rank,Event,Date,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score
1,gpjpn2017,2017-11-12,Wenjing SUI / Cong HAN,CHN,234.53,1,79.43,1,155.1
2,gpjpn2017,2017-11-12,Ksenia STOLBOVA / Fedor KLIMOV,RUS,222.74,2,75.05,2,147.69
3,gpjpn2017,2017-11-12,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,203.64,3,70.47,3,133.17
4,gpjpn2017,2017-11-12,Julianne SEGUIN / Charlie BILODEAU,CAN,194.36999999999998,5,63.98,4,130.39
5,gpjpn2017,2017-11-12,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,192.51,4,65.86,5,126.65
6,gpjpn2017,2017-11-12,Miriam ZIEGLER / Severin KIEFER,AUT,171.13,6,62.61,6,108.52
7,gpjpn2017,2017-11-12,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,156.51999999999998,7,51.69,7,104.83
8,gpjpn2017,2017-11-12,Miu SUZAKI / Ryuichi KIHARA,JPN,139.98000000000002,8,44.83,8,95.15
