9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Igor MACYPURA,SVK,1,51.45,29.0,24.45,-2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3A,,8.2,False,-4.2,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.0
2,3F,,5.5,False,-1.4,-1,-2,-2,0,-1,-2,-2,-1,-2,,4.1
3,3Lz+3T,,10.0,False,-1.0,-1,-2,-1,-2,-1,-1,-1,-1,-1,,9.0
4,FSSp3,,2.6,False,0.0,0,0,0,0,0,0,0,0,0,,2.6
5,SlSt2,,2.3,False,0.0,0,1,0,-1,0,0,0,0,0,,2.3
6,CSSp4,,3.0,False,-0.24,0,-1,0,-1,-1,-1,-1,-2,-1,,2.76
7,CiSt1,,1.8,False,-0.06,0,0,-1,0,0,0,0,0,-1,,1.74
8,CCoSp3,,3.0,False,-0.5,0,-1,-3,-2,-2,0,-2,-1,-3,,2.5
,,,36.4,,,,,,,,,,,,,29.0
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,4.75,5.5,5.0,5.0,5.0,5.25,5.5,5.25,5.5,,5.1
,Transition / Linking Footwork  ,,,,1.0,4.5,4.5,5.5,4.75,4.75,4.75,5.0,5.0,5.0,,4.85
,Performance / Execution  ,,,,1.0,4.75,4.5,4.5,4.75,4.5,5.0,5.75,5.0,5.25,,4.8
,Choreography / Composition  ,,,,1.0,4.5,5.0,5.0,5.0,5.0,5.25,5.25,5.0,5.25,,5.05
,Interpretation  ,,,,1.0,4.75,4.75,4.5,4.5,4.5,5.0,5.25,4.75,4.75,,4.65
,,,,,,,,,,,,,,,,24.45
Deduction,Time violation,-1.0
Deduction,Falls,-1.0
