8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,6,64.32,31.5,32.82,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,1YP3+kpNYY,,6.0,False,0.58,0,1,1,0,2,1,2,2,,6.58
2,2YP2+kpNYN,,5.0,False,0.5,1,1,1,0,1,1,1,1,,5.5
3,STw4,,6.0,False,0.67,1,2,1,1,2,2,1,1,,6.67
4,SlLi4,,4.0,False,0.75,1,2,2,2,1,1,1,2,,4.75
5,NtMiSt3,,6.5,False,1.5,1,2,1,1,2,2,1,2,,8.0
,,,27.5,,,,,,,,,,,,31.5
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,8.25,8.5,8.5,7.25,8.25,8.25,7.25,8.75,,8.17
,Linking Footwork / Movement  ,,,,0.7,7.5,8.25,8.25,7.0,7.5,8.0,7.0,8.75,,7.75
,Performance  ,,,,0.7,8.5,8.75,8.75,7.5,8.0,8.5,6.75,9.25,,8.33
,Choreography  ,,,,0.8,8.25,9.0,9.0,7.75,8.25,8.5,7.0,9.0,,8.46
,Interpretation / Timing  ,,,,1.0,8.75,8.5,8.5,7.5,8.0,8.25,7.25,8.75,,8.25
,,,,,,,,,,,,,,,32.82
