12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
13,Yueren WANG,CHN,0,85.19,50.15,35.04,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lo,,5.0,False,-2.0,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-2,,3.0
2,3F+2T,,6.8,False,0.14,1,0,0,0,0,1,0,0,0,0,-1,0,,6.94
3,FCSp3,,2.3,False,0.14,0,1,0,1,0,0,1,-1,1,0,0,0,,2.44
4,3Lz,e,6.0,False,-2.0,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,,4.0
5,3S,,4.5,False,-0.57,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,,3.93
6,LSp3,,2.4,False,-0.13,0,0,-1,-1,-1,0,-1,-1,0,0,1,0,,2.27
7,SpSq4,,3.4,False,0.29,0,0,-1,0,0,-1,1,0,0,1,1,1,,3.69
8,2A+2T,,5.28,True,0.03,1,0,0,-1,-1,0,0,0,0,0,1,0,,5.31
9,3T,,4.4,True,-1.14,-1,-2,-2,-1,-1,-1,-2,-1,-1,0,-1,-2,,3.26
10,CoSp4,,3.0,False,0.07,0,0,0,0,0,0,1,0,0,1,0,0,,3.07
11,SlSt1,,1.8,False,-0.04,0,0,0,0,0,0,0,-1,0,0,-1,0,,1.76
12,3T+2T+2Lo,,7.48,True,-0.57,0,0,-1,-1,-1,0,-2,-1,-1,0,-1,-1,,6.91
13,CCoSp4,,3.5,False,0.07,0,0,0,0,0,1,1,-1,0,0,0,0,,3.57
,,,55.86,,,,,,,,,,,,,,,,50.15
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,4.5,4.75,4.75,4.5,4.5,4.5,5.5,5.25,4.75,4.75,4.25,4.75,,4.68
,Transition / Linking Footwork  ,,,,1.6,3.75,4.25,4.0,3.75,4.0,3.5,4.0,5.0,4.0,4.25,3.5,4.25,,3.93
,Performance / Execution  ,,,,1.6,4.75,4.5,4.0,4.0,4.25,4.5,5.0,5.0,4.75,4.5,4.5,4.5,,4.57
,Choreography / Composition  ,,,,1.6,4.5,4.5,4.25,4.25,4.25,3.75,4.75,5.0,4.0,4.5,4.25,4.5,,4.43
,Interpretation  ,,,,1.6,4.25,4.5,3.75,4.0,4.0,3.75,4.75,4.75,4.25,4.75,3.5,4.0,,4.29
,,,,,,,,,,,,,,,,,,,35.04
