12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Mao ASADA,JPN,0,132.31,71.91,60.4,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3A,,7.5,False,1.86,2,2,1,2,2,2,1,3,1,1,2,1,,9.36
2,3F+3T<,,6.8,False,-1.29,-1,-1,-2,-2,-1,-1,-2,-1,-1,-2,-1,-2,,5.51
3,CoSp3,,2.5,False,0.57,2,1,1,1,1,1,2,1,1,1,1,1,,3.07
4,3Lz,e,6.0,False,-1.14,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,-2,,4.86
5,FSSp4,,3.0,False,0.21,1,0,0,0,0,0,1,0,1,1,1,0,,3.21
6,SpSq4,,3.4,False,1.0,2,1,0,1,1,0,3,0,1,1,1,1,,4.4
7,3Lo,,5.5,True,0.71,1,0,0,1,1,1,0,1,1,1,0,0,,6.21
8,3F+3Lo,,11.55,True,0.86,2,1,0,0,0,2,-2,2,-1,1,0,-1,,12.41
9,2A+2Lo+2Lo,,7.15,True,0.57,1,0,1,1,1,1,0,0,1,1,0,0,,7.72
10,CCoSp3,,3.0,False,0.07,1,0,0,0,0,0,1,0,0,0,0,0,,3.07
11,SlSt3,,3.1,False,0.71,2,1,1,1,0,1,2,2,2,1,2,1,,3.81
12,FCCoSp4,,3.5,False,0.36,2,0,1,1,1,0,2,0,1,1,0,0,,3.86
13,2A,,3.85,True,0.57,1,0,0,1,0,0,1,1,0,1,0,0,,4.42
,,,66.85,,,,,,,,,,,,,,,,71.91
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,8.0,8.0,8.0,7.5,7.25,8.25,7.5,7.5,8.0,7.75,8.0,7.5,,7.75
,Transition / Linking Footwork  ,,,,1.6,7.25,7.5,7.25,6.5,7.0,7.75,7.0,7.5,7.25,7.5,7.25,7.0,,7.29
,Performance / Execution  ,,,,1.6,8.0,7.5,7.5,6.25,7.25,8.0,7.5,7.5,7.75,8.0,7.5,7.5,,7.61
,Choreography / Composition  ,,,,1.6,7.75,7.5,7.75,7.0,7.25,7.75,7.5,8.0,7.75,7.75,8.0,7.5,,7.64
,Interpretation  ,,,,1.6,7.5,7.75,7.75,6.75,7.0,7.75,7.75,7.75,8.0,7.75,6.75,7.5,,7.46
,,,,,,,,,,,,,,,,,,,60.4
