Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,205.45,1,74.49,1,130.96,2013-02-11,fc2013
2,Akiko SUZUKI,JPN,190.08,2,65.65,2,124.43,2013-02-11,fc2013
3,Kanako MURAKAMI,JPN,181.03,3,64.04,3,116.99,2013-02-11,fc2013
4,Christina GAO,USA,176.28,4,62.34,5,113.94,2013-02-11,fc2013
5,Zijun LI,CHN,170.42,10,54.51,4,115.91,2013-02-11,fc2013
6,Gracie GOLD,USA,166.66,5,60.36,6,106.3,2013-02-11,fc2013
7,Kaetlyn OSMOND,CAN,159.38,8,56.22,7,103.16,2013-02-11,fc2013
8,Agnes ZAWADZKI,USA,158.99,7,57.45,8,101.54,2013-02-11,fc2013
9,Amelie LACOSTE,CAN,155.08,9,54.74,9,100.34,2013-02-11,fc2013
10,Kexin ZHANG,CHN,148.34,6,57.56,11,90.78,2013-02-11,fc2013
11,Julianne SEGUIN,CAN,146.58,12,46.82,10,99.76,2013-02-11,fc2013
12,Brooklee HAN,AUS,134.9,11,48.54,12,86.36,2013-02-11,fc2013
13,Reyna HAMUI,MEX,123.69,14,43.72,13,79.97,2013-02-11,fc2013
14,Chantelle KERRY,AUS,118.11,13,43.93,14,74.18,2013-02-11,fc2013
15,Crystal KIANG,TPE,109.15,18,37.99,15,71.16,2013-02-11,fc2013
16,Yeon Jun PARK,KOR,106.79,15,39.78,18,67.01,2013-02-11,fc2013
17,Melissa BULANHAGUI,PHI,106.36,17,38.58,17,67.78,2013-02-11,fc2013
18,Lejeanne MARAIS,RSA,105.06,19,34.28,16,70.78,2013-02-11,fc2013
19,Melinda WANG,TPE,96.95,16,39.75,20,57.2,2013-02-11,fc2013
20,Ami PAREKH,IND,88.39,20,30.07,19,58.32,2013-02-11,fc2013
