Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Meryl DAVIS / Charlie WHITE,USA,187.36,2,74.68,1,112.68,2013-02-11,fc2013
2,Tessa VIRTUE / Scott MOIR,CAN,184.32,1,75.12,2,109.2,2013-02-11,fc2013
3,Madison CHOCK / Evan BATES,USA,160.42,3,65.44,5,94.98,2013-02-11,fc2013
4,Maia SHIBUTANI / Alex SHIBUTANI,USA,159.97,4,63.26,4,96.71,2013-02-11,fc2013
5,Piper GILLES / Paul POIRIER,CAN,157.83,5,60.2,3,97.63,2013-02-11,fc2013
6,Nicole ORFORD / Thomas WILLIAMS,CAN,139.1,7,53.7,6,85.4,2013-02-11,fc2013
7,Cathy REED / Chris REED,JPN,131.04,6,53.97,7,77.07,2013-02-11,fc2013
8,Danielle OBRIEN / Gregory MERRIMAN,AUS,123.88,8,48.81,8,75.07,2013-02-11,fc2013
9,Xiaoyang YU / Chen WANG,CHN,108.82,11,43.17,9,65.65,2013-02-11,fc2013
10,Anna NAGORNYUK / Viktor KOVALENKO,UZB,107.02,10,43.32,10,63.7,2013-02-11,fc2013
11,Emi HIRAI / Marien DE LA ASUNCION,JPN,105.56,9,44.72,11,60.84,2013-02-11,fc2013
12,Bryna OI / Taiyo MIZUTANI,JPN,89.8,12,33.9,12,55.9,2013-02-11,fc2013
13,Pilar MAEKAWA / Leonardo MAEKAWA,MEX,85.02,13,33.37,13,51.65,2013-02-11,fc2013
