Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kevin REYNOLDS,CAN,250.55,6,78.34,1,172.21,2013-02-11,fc2013
2,Yuzuru HANYU,JPN,246.38,1,87.65,3,158.73,2013-02-11,fc2013
3,Han YAN,CHN,235.22,2,85.08,5,150.14,2013-02-11,fc2013
4,Max AARON,USA,234.65,10,72.46,2,162.19,2013-02-11,fc2013
5,Richard DORNBUSH,USA,234.04,3,83.01,4,151.03,2013-02-11,fc2013
6,Nan SONG,CHN,228.46,5,81.16,6,147.3,2013-02-11,fc2013
7,Daisuke TAKAHASHI,JPN,222.77,4,82.62,8,140.15,2013-02-11,fc2013
8,Takahito MURA,JPN,218.08,8,78.03,9,140.05,2013-02-11,fc2013
9,Ross MINER,USA,214.36,9,74.01,7,140.35,2013-02-11,fc2013
10,Andrei ROGOZINE,CAN,201.99,11,70.58,11,131.41,2013-02-11,fc2013
11,Misha GE,UZB,201.71,12,70.26,10,131.45,2013-02-11,fc2013
12,Denis TEN,KAZ,197.26,7,78.05,17,119.21,2013-02-11,fc2013
13,Yi WANG,CHN,195.01,13,68.24,13,126.77,2013-02-11,fc2013
14,Christopher CALUZA,PHI,186.79,16,58.53,12,128.26,2013-02-11,fc2013
15,Abzal RAKIMGALIEV,KAZ,185.81,15,60.83,14,124.98,2013-02-11,fc2013
16,Michael Christian MARTINEZ,PHI,178.08,14,64.62,18,113.46,2013-02-11,fc2013
17,June Hyoung LEE,KOR,176.39,18,55.63,16,120.76,2013-02-11,fc2013
18,Elladj BALDE,CAN,176.33,20,51.91,15,124.42,2013-02-11,fc2013
19,Jin Seo KIM,KOR,171.01,17,58.04,19,112.97,2013-02-11,fc2013
20,Min-Seok KIM,KOR,137.63,21,51.43,20,86.2,2013-02-11,fc2013
21,Brendan KERRY,AUS,134.26,19,53.37,21,80.89,2013-02-11,fc2013
22,Jordan JU,TPE,121.11,22,42.78,22,78.33,2013-02-11,fc2013
23,David KRANJEC,AUS,115.82,23,40.51,23,75.31,2013-02-11,fc2013
