Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Aliona SAVCHENKO / Robin SZOLKOWY,GER,201.36,1,72.26,1,129.1,2012-10-28,gpcan2012
2,Meagan DUHAMEL / Eric RADFORD,CAN,190.49,2,64.49,2,126.0,2012-10-28,gpcan2012
3,Stefania BERTON / Ondrej HOTAREK,ITA,172.03,3,59.79,3,112.24,2012-10-28,gpcan2012
4,Paige LAWRENCE / Rudi SWIEGERS,CAN,158.33,4,52.88,4,105.45,2012-10-28,gpcan2012
5,Daria POPOVA / Bruno MASSOT,FRA,149.37,5,48.43,5,100.94,2012-10-28,gpcan2012
6,Tiffany VISE / Don BALDWIN,USA,141.21,7,46.47,6,94.74,2012-10-28,gpcan2012
7,Lindsay DAVIS / Mark LADWIG,USA,122.26,6,47.05,7,75.21,2012-10-28,gpcan2012
