Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kaetlyn OSMOND,CAN,176.45,2,60.56,2,115.89,2012-10-28,gpcan2012
2,Akiko SUZUKI,JPN,175.16,5,55.12,1,120.04,2012-10-28,gpcan2012
3,Kanako MURAKAMI,JPN,168.04,4,56.21,4,111.83,2012-10-28,gpcan2012
4,Elizaveta TUKTAMYSHEVA,RUS,168.0,6,55.1,3,112.9,2012-10-28,gpcan2012
5,Elene GEDEVANISHVILI,GEO,160.52,1,60.8,5,99.72,2012-10-28,gpcan2012
6,Ksenia MAKAROVA,RUS,154.11,3,58.56,9,95.55,2012-10-28,gpcan2012
7,Gracie GOLD,USA,151.57,9,52.19,6,99.38,2012-10-28,gpcan2012
8,Amelie LACOSTE,CAN,151.44,7,53.81,7,97.63,2012-10-28,gpcan2012
9,Caroline ZHANG,USA,149.87,8,52.97,8,96.9,2012-10-28,gpcan2012
10,Polina SHELEPEN,RUS,124.29,10,46.18,10,78.11,2012-10-28,gpcan2012
