12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
9,Kevin VAN DER PERREN,BEL,0,70.24,37.03,33.21,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F+3T,,9.5,False,1.57,2,2,1,1,2,1,1,2,1,1,2,2,,11.07
2,3A,,7.5,False,-0.71,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,,6.79
3,3Lz,e,6.0,False,-1.29,-1,-1,-1,-2,-1,-2,-1,-2,-1,-1,-2,-2,,4.71
4,FSSp4,,3.0,False,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,3.0
5,SlSt2,,2.3,False,0.07,0,1,0,0,0,0,0,0,1,0,0,0,,2.37
6,CSSp4,,3.0,False,0.36,1,1,1,0,0,0,1,1,0,1,1,0,,3.36
7,CiSt1,,1.8,False,0.14,1,1,1,0,0,1,0,0,1,0,0,0,,1.94
8,CCoSp4,,3.5,False,0.29,1,1,0,1,1,0,1,1,1,0,0,0,,3.79
,,,36.6,,,,,,,,,,,,,,,,37.03
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,6.75,7.25,6.75,6.5,7.25,6.5,6.5,6.5,7.0,6.5,6.0,7.5,,6.82
,Transition / Linking Footwork  ,,,,1.0,6.25,6.75,6.5,6.25,6.75,6.25,6.0,6.25,6.5,5.75,5.75,7.0,,6.36
,Performance / Execution  ,,,,1.0,6.5,7.0,7.0,6.5,7.0,7.0,6.25,6.5,6.25,6.5,6.5,7.5,,6.68
,Choreography / Composition  ,,,,1.0,7.0,7.0,6.75,6.5,6.75,6.75,6.0,6.5,7.0,6.25,6.25,7.25,,6.64
,Interpretation  ,,,,1.0,6.75,7.0,7.25,6.75,7.0,6.5,6.0,6.25,6.75,6.5,6.25,7.25,,6.71
,,,,,,,,,,,,,,,,,,,33.21
