Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgeni PLUSHENKO,RUS,255.39,1,91.3,1,164.09,1/24/10,ec2010
2,Stephane LAMBIEL,SUI,238.54,5,77.75,2,160.79,1/24/10,ec2010
3,Brian JOUBERT,FRA,236.45,2,88.55,3,147.9,1/24/10,ec2010
4,Michal BREZINA,CZE,224.74,4,79.6,5,145.14,1/24/10,ec2010
5,Samuel CONTESTI,ITA,221.33,7,75.9,4,145.43,1/24/10,ec2010
6,Yannick PONSERO,FRA,219.52,3,82.4,7,137.12,1/24/10,ec2010
7,Alban PREAUBERT,FRA,207.61,6,76.37,9,131.24,1/24/10,ec2010
8,Javier FERNANDEZ,ESP,204.83,13,66.5,6,138.33,1/24/10,ec2010
9,Stefan LINDEMANN,GER,203.95,9,70.19,8,133.76,1/24/10,ec2010
10,Tomas VERNER,CZE,203.18,8,72.75,10,130.43,1/24/10,ec2010
11,Kevin VAN DER PERREN,BEL,195.48,11,67.72,11,127.76,1/24/10,ec2010
12,Adrian SCHULTHEISS,SWE,188.79,12,66.55,13,122.24,1/24/10,ec2010
13,Anton KOVALEVSKI,UKR,186.84,14,65.2,14,121.64,1/24/10,ec2010
14,Sergei VORONOV,RUS,185.38,17,60.27,12,125.11,1/24/10,ec2010
15,Kristoffer BERNTSSON,SWE,183.1,10,69.2,17,113.9,1/24/10,ec2010
16,Paolo BACCHINI,ITA,181.42,16,60.9,15,120.52,1/24/10,ec2010
17,Viktor PFEIFER,AUT,178.41,15,63.42,16,114.99,1/24/10,ec2010
18,Gregor URBAS,SLO,163.84,20,56.9,18,106.94,1/24/10,ec2010
19,Zoltan KELEMEN,ROU,161.1,18,59.4,20,101.7,1/24/10,ec2010
20,Jorik HENDRICKX,BEL,161.06,19,58.7,19,102.36,1/24/10,ec2010
21,Maciej CIEPLUCHA,POL,56.45,21,56.45,DNQ,DNQ,1/24/10,ec2010
22,Ari-Pekka NURMENKARI,FIN,53.55,22,53.55,DNQ,DNQ,1/24/10,ec2010
23,Karel ZELENKA,ITA,53.09,23,53.09,DNQ,DNQ,1/24/10,ec2010
24,Peter REITMAYER,SVK,51.35,24,51.35,DNQ,DNQ,1/24/10,ec2010
25,Maxim SHIPOV,ISR,51.21,25,51.21,DNQ,DNQ,1/24/10,ec2010
26,Boris MARTINEC,CRO,50.49,26,50.49,DNQ,DNQ,1/24/10,ec2010
27,Matthew PARR,GBR,49.02,27,49.02,DNQ,DNQ,1/24/10,ec2010
28,Damjan OSTOJIC,BIH,47.96,28,47.96,DNQ,DNQ,1/24/10,ec2010
29,Viktor ROMANENKOV,EST,47.6,29,47.6,DNQ,DNQ,1/24/10,ec2010
30,Alexandr KAZAKOV,BLR,45.97,30,45.97,DNQ,DNQ,1/24/10,ec2010
31,Kutay ERYOLDAS,TUR,37.4,31,37.4,DNQ,DNQ,1/24/10,ec2010
32,Boyito MULDER,NED,36.38,32,36.38,DNQ,DNQ,1/24/10,ec2010
33,Marton MARKO,HUN,35.32,33,35.32,DNQ,DNQ,1/24/10,ec2010
34,Saulius AMBRULEVICIUS,LTU,34.49,34,34.49,DNQ,DNQ,1/24/10,ec2010
35,Girts JEKABSONS,LAT,32.67,35,32.67,DNQ,DNQ,1/24/10,ec2010
36,Georgi KENCHADZE,BUL,32.02,36,32.02,DNQ,DNQ,1/24/10,ec2010
37,Pierre BALIAN,ARM,31.82,37,31.82,DNQ,DNQ,1/24/10,ec2010
WD,Joffrey BOURDON,MNE,WD,WD,WD,WD,WD,1/24/10,ec2010
