Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,213.15,2,73.92,1,139.23,2010-01-24,ec2010
2,Aliona SAVCHENKO / Robin SZOLKOWY,GER,211.72,1,74.12,2,137.6,2010-01-24,ec2010
3,Maria MUKHORTOVA / Maxim TRANKOV,RUS,202.03,3,73.54,3,128.49,2010-01-24,ec2010
4,Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,187.83,4,67.6,4,120.23,2010-01-24,ec2010
5,Vera BAZAROVA / Yuri LARIONOV,RUS,159.84,5,55.84,6,104,2010-01-24,ec2010
6,Nicole DELLA MONICA / Yannick KOCON,ITA,156.8,6,52.64,5,104.16,2010-01-24,ec2010
7,Vanessa JAMES / Yannick BONHEUR,FRA,151.28,7,52.04,7,99.24,2010-01-24,ec2010
8,Anais MORAND / Antoine DORSAZ,SUI,144.95,11,47.88,8,97.07,2010-01-24,ec2010
9,Maylin HAUSCH / Daniel WENDE,GER,142.76,9,50.66,9,92.1,2010-01-24,ec2010
10,Adeline CANAC / Maximin COIA,FRA,139.73,8,51.24,11,88.49,2010-01-24,ec2010
11,Stacey KEMP / David KING,GBR,137.29,13,45.26,10,92.03,2010-01-24,ec2010
12,Erica RISSEEUW / Robert PAXTON,GBR,130.09,14,43.5,12,86.59,2010-01-24,ec2010
13,Maria SERGEJEVA / Ilja GLEBOV,EST,129.46,12,47.6,13,81.86,2010-01-24,ec2010
14,Joanna SULEJ / Mateusz CHRUSCINSKI,POL,124.79,10,48.38,15,76.41,2010-01-24,ec2010
15,Jessica CRENSHAW / Chad TSAGRIS,GRE,115.59,16,36.6,14,78.99,2010-01-24,ec2010
16,Nina IVANOVA / Filip ZALEVSKI,BUL,106.31,15,38.56,16,67.75,2010-01-24,ec2010
17,Lubov BAKIROVA / Mikalai KAMIANCHUK,BLR,36.18,17,36.18,DNQ,DNQ,2010-01-24,ec2010
18,Danielle MONTALBANO / Evgeni KRASNOPOLSKI,ISR,30.9,18,30.9,DNQ,DNQ,2010-01-24,ec2010
19,Gabriela CERMANOVA / Martin HANULAK,SVK,30.04,19,30.04,DNQ,DNQ,2010-01-24,ec2010
20,Victoria HECHT / Christopher TREFIL,HUN,29.34,20,29.34,DNQ,DNQ,2010-01-24,ec2010
WD,Marika ZANFORLIN / Federico DEGLI ESPOSTI,WD,WD,WD,WD,WD,WD,2010-01-24,ec2010
