Cup of China,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
1 Johnny WEIR USA,,,151.98  76.38,,,75.60,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A+3T  11.50  1.20 1 1 1,,2,1 2 1 1,,2,1 - -,12.70
2 3A  7.50  1.60 2 1 2,,2,1 3 2 1,,1,2 - -,9.10
3 3Lz  6.00  1.00 1 0 0,,1,1 2 1 1,,1,1 - -,7.00
4 2A  3.50  1.00 1 1 1,,2,1 2 1 1,,1,1 - -,4.50
5 3S  4.50  0.80 0 1 1,,1,1 1 0 1,,1,1 - -,5.30
6 CoSp4  3.00  0.50 1 1 1,,1,1 1 1 1,,1,0 - -,3.50
7 3Lo  5.50 x  0.20 0 0 0,,1,0 1 1 0,,0,0 - -,5.70
8 USp3  1.80  0.10 0 0 0,,0,1 0 -1 1,,0,-1 - -,1.90
9 3Lz+2T  8.03 x  1.00 1 0 1,,2,1 2 0 1,,1,1 - -,9.03
10 3F  6.05 x  0.00 0 0 0,,1,0 1 0 0,,0,0 - -,6.05
11 CiSt1  1.80  0.50 1 1 1,,1,1 1 1 1,,1,1 - -,2.30
12 FSSp3  2.30  0.10 0 0 0,,0,1 0 1 0,,0,0 - -,2.40
13 SlSt2  2.30  0.50 1 2 1,,2,1 1 0 1,,1,1 - -,2.80
14 CCoSp4  3.50  0.60 1 1 2,,1,2 1 1 1,,1,1 - -,4.10
67.28,,,,,,,76.38
Program Components Factor,,,,,,,
Skating Skills  2.00 7.50 7.25 7.75,,8.00,7.75 8.25 7.50 7.25,,7.50,6.75 - -,7.60
Transition / Linking Footwork  2.00 7.00 7.00 7.25,,7.50,7.50 7.75 7.25 7.00,,7.25,6.50 - -,7.25
Performance / Execution  2.00 8.00 7.75 7.75,,8.25,8.00 8.25 7.50 7.25,,7.75,7.00 - -,7.80
Choreography / Composition  2.00 7.25 7.50 7.50,,8.00,8.25 7.75 7.75 7.25,,7.50,7.00 - -,7.55
Interpretation  2.00 7.50 7.00 7.50,,8.00,8.25 8.00 7.50 7.00,,7.50,7.00 - -,7.60
Judges Total Program Component Score (factored),,,,,,,75.60
Deductions:,,,,,,,0.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
2 Evan LYSACEK USA,,,147.81  74.71,,,74.10,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 4T  9.00 -3.00 -3 -3 -3,,-3,-3 -3 -3 -3,,-3,-3 - -,6.00
2 3A<  3.50 -1.44 -2 -2 -2,,-2,-2 -2 -1 -1,,-2,-2 - -,2.06
3 3Lo  5.00  1.00 0 1 1,,1,1 1 1 1,,1,1 - -,6.00
4 3S  4.50  0.60 0 0 0,,1,1 1 1 1,,0,1 - -,5.10
5 CCoSp4  3.50  0.40 0 0 1,,1,2 1 1 0,,1,0 - -,3.90
6 FCSSp4  3.00  0.50 1 0 2,,1,2 0 1 1,,0,1 - -,3.50
7 3A+3T  12.65 x -0.40 0 0 -1,,-1,-2 0 0 0,,-1,0 - -,12.25
8 3F+3T  10.45 x  1.00 1 1 1,,2,0 1 2 1,,1,2 - -,11.45
9 3Lz  6.60 x  1.00 1 1 1,,1,0 2 1 1,,1,1 - -,7.60
10 2A  3.85 x  0.00 0 1 0,,0,1 0 0 0,,0,0 - -,3.85
11 CiSt2  2.30  0.50 0 1 1,,1,1 1 1 1,,1,2 - -,2.80
12 CoSp4  3.00  0.20 0 0 1,,1,1 0 1 0,,0,0 - -,3.20
13 SlSt3  3.10  0.70 2 1 2,,2,1 1 1 2,,1,2 - -,3.80
14 FSSp4  3.00  0.20 0 0 1,,1,0 0 1 1,,0,0 - -,3.20
73.45,,,,,,,74.71
Program Components Factor,,,,,,,
