Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Johnny WEIR,USA,231.78,2,79.8,1,151.98,2007-11-11,gpchn07
2,Evan LYSACEK,USA,229.36,1,81.55,2,147.81,2007-11-11,gpchn07
3,Stephane LAMBIEL,SUI,192.22,3,70.2,3,122.02,2007-11-11,gpchn07
4,Sergei DAVYDOV,BLR,181.75,4,68.69,8,113.06,2007-11-11,gpchn07
5,Alexander USPENSKI,RUS,179.94,6,60.9,4,119.04,2007-11-11,gpchn07
6,Karel ZELENKA,ITA,171.03,8,57.19,7,113.84,2007-11-11,gpchn07
7,Shawn SAWYER,CAN,170.94,5,63.41,10,107.53,2007-11-11,gpchn07
8,Jamal OTHMAN,SUI,170.27,9,55.74,5,114.53,2007-11-11,gpchn07
9,Jialiang WU,CHN,168.95,7,58.38,9,110.57,2007-11-11,gpchn07
10,Ming XU,CHN,167.51,11,53.36,6,114.15,2007-11-11,gpchn07
11,Chengjiang LI,CHN,159.52,10,53.5,11,106.02,2007-11-11,gpchn07
12,Ryo SHIBATA,JPN,134.19,12,48.7,12,85.49,2007-11-11,gpchn07
