Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Yu-Na KIM,KOR,180.68,3,58.32,1,122.36,2007-11-11,gpchn07
2,Caroline ZHANG,USA,156.34,2,58.76,2,97.58,2007-11-11,gpchn07
3,Carolina KOSTNER,ITA,143.86,1,60.82,4,83.04,2007-11-11,gpchn07
4,Fumie SUGURI,JPN,137.13,11,44.76,3,92.37,2007-11-11,gpchn07
5,Julia SEBESTYEN,HUN,136.6,4,55.46,5,81.14,2007-11-11,gpchn07
6,Beatrisa LIANG,USA,127.42,7,46.44,6,80.98,2007-11-11,gpchn07
7,Dan FANG,CHN,124.58,8,45.88,7,78.7,2007-11-11,gpchn07
8,Susanna POYKIO,FIN,124.0,6,48.48,9,75.52,2007-11-11,gpchn07
9,Alissa CZISNY,USA,120.43,5,51.08,11,69.35,2007-11-11,gpchn07
10,Binshu XU,CHN,119.63,9,45.74,10,73.89,2007-11-11,gpchn07
11,Arina MARTINOVA,RUS,117.38,12,40.54,8,76.84,2007-11-11,gpchn07
12,Yueren WANG,CHN,109.71,10,45.48,12,64.23,2007-11-11,gpchn07
