Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Laura LEPISTÌÐ,FIN,167.32,1,56.62,2,110.7,2009-01-25,ec2009
2,Carolina KOSTNER,ITA,165.42,3,51.36,1,114.06,2009-01-25,ec2009
3,Susanna PÌÐYKIÌÐ,FIN,156.31,2,56.06,3,100.25,2009-01-25,ec2009
4,Alena LEONOVA,RUS,143.99,11,45.08,4,98.91,2009-01-25,ec2009
5,Kiira KORPI,FIN,139.01,7,47.6,6,91.41,2009-01-25,ec2009
6,Katarina GERBOLDT,RUS,137.05,5,48.62,8,88.43,2009-01-25,ec2009
7,Annette DYTRT,GER,136.98,12,44.06,5,92.92,2009-01-25,ec2009
8,Julia SEBESTYEN,HUN,134.47,14,43.32,7,91.15,2009-01-25,ec2009
9,Jenna MCCORKELL,GBR,131.42,4,50,12,81.42,2009-01-25,ec2009
10,Tugba KARADEMIR,TUR,130.85,9,46.26,10,84.59,2009-01-25,ec2009
11,Ivana REITMAYEROVA,SVK,130.2,6,48,11,82.2,2009-01-25,ec2009
12,Elena GLEBOVA,EST,128.36,13,43.68,9,84.68,2009-01-25,ec2009
13,Candice DIDIER,FRA,124.07,16,42.84,13,81.23,2009-01-25,ec2009
14,Nella SIMAOVA,CZE,120.61,10,45.24,17,75.37,2009-01-25,ec2009
15,Francesca RIO,ITA,119.61,17,42.24,15,77.37,2009-01-25,ec2009
16,Stefania BERTON,ITA,118.97,18,41.94,16,77.03,2009-01-25,ec2009
17,Viktoria HELGESSON,SWE,118.39,24,37.24,14,81.15,2009-01-25,ec2009
18,Teodora POSTIC,SLO,114.95,15,43.28,18,71.67,2009-01-25,ec2009
19,Irina MOVCHAN,UKR,111.52,8,46.48,20,65.04,2009-01-25,ec2009
20,Kerstin FRANK,AUT,104.92,22,39,19,65.92,2009-01-25,ec2009
21,Karly ROBERTSON,GBR,104.44,21,40.36,21,64.08,2009-01-25,ec2009
22,Manouk GIJSMAN,NED,103.28,19,40.72,22,62.56,2009-01-25,ec2009
23,Sonia LAFUENTE,ESP,101.7,20,40.44,23,61.26,2009-01-25,ec2009
24,Isabelle PIEMAN,BEL,96.64,23,38.48,24,58.16,2009-01-25,ec2009
25,Elene GEDEVANISHVILI,GEO,37.2,25,37.2,DNQ,DNQ,2009-01-25,ec2009
26,Nicole GRAF,SUI,36.04,26,36.04,DNQ,DNQ,2009-01-25,ec2009
27,Roxana LUCA,ROU,35.4,27,35.4,DNQ,DNQ,2009-01-25,ec2009
28,Noemie SILBERER,SUI,35.18,28,35.18,DNQ,DNQ,2009-01-25,ec2009
29,Erle HARSTAD,NOR,34.66,29,34.66,DNQ,DNQ,2009-01-25,ec2009
30,Emma HAGIEVA,AZE,33.96,30,33.96,DNQ,DNQ,2009-01-25,ec2009
31,Katherine HADFORD,HUN,33.76,31,33.76,DNQ,DNQ,2009-01-25,ec2009
32,Zanna PUGACA,LAT,30.9,32,30.9,DNQ,DNQ,2009-01-25,ec2009
33,Sonia RADEVA,BUL,30.64,33,30.64,DNQ,DNQ,2009-01-25,ec2009
34,Mirna LIBRIC,CRO,27.96,34,27.96,DNQ,DNQ,2009-01-25,ec2009
35,Karina JOHNSON,DEN,27.54,35,27.54,DNQ,DNQ,2009-01-25,ec2009
36,Beatrice ROZINSKAITE,LTU,27.22,36,27.22,DNQ,DNQ,2009-01-25,ec2009
37,Julia SHEREMET,BLR,26.56,37,26.56,DNQ,DNQ,2009-01-25,ec2009
38,Clara PETERS,IRL,25.82,38,25.82,DNQ,DNQ,2009-01-25,ec2009
39,Maria PAPASOTIRIOU,GRE,25.28,39,25.28,DNQ,DNQ,2009-01-25,ec2009
40,Ani VARDANYAN,ARM,18.62,40,18.62,DNQ,DNQ,2009-01-25,ec2009
WD,Jenna SYKEN,ISR,WD,WD,WD,WD,WD,2009-01-25,ec2009
