Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elena RADIONOVA,RUS,195.47,2,65.57,1,129.9,2014-10-26,gpusa2014
2,Elizaveta TUKTAMYSHEVA,RUS,189.62,1,67.41,2,122.21,2014-10-26,gpusa2014
3,Gracie GOLD,USA,179.38,3,60.81,3,118.57,2014-10-26,gpusa2014
4,Samantha CESARIO,USA,174.58,4,58.96,4,115.62,2014-10-26,gpusa2014
5,So Youn PARK,KOR,170.43,5,55.74,5,114.69,2014-10-26,gpusa2014
6,Mirai NAGASU,USA,158.21,10,49.29,6,108.92,2014-10-26,gpusa2014
7,Elene GEDEVANISHVILI,GEO,158.1,6,55.39,9,102.71,2014-10-26,gpusa2014
8,Haruka IMAI,JPN,157.97,8,53.79,7,104.18,2014-10-26,gpusa2014
9,Mae Berenice MEITE,FRA,152.71,7,53.98,10,98.73,2014-10-26,gpusa2014
10,Brooklee HAN,AUS,150.37,11,47.38,8,102.99,2014-10-26,gpusa2014
11,Natalia POPOVA,UKR,148.15,9,50.7,11,97.45,2014-10-26,gpusa2014
