Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Tatsuki MACHIDA,JPN,269.09,1,93.39,1,175.7,2014-10-26,gpusa2014
2,Jason BROWN,USA,234.17,3,79.75,3,154.42,2014-10-26,gpusa2014
3,Nam NGUYEN,CAN,232.24,7,73.71,2,158.53,2014-10-26,gpusa2014
4,Denis TEN,KAZ,224.74,4,77.18,4,147.56,2014-10-26,gpusa2014
5,Jeremy ABBOTT,USA,219.33,2,81.82,6,137.51,2014-10-26,gpusa2014
6,Adian PITKEEV,RUS,212.07,5,76.13,7,135.94,2014-10-26,gpusa2014
7,Chafik BESSEGHIER,FRA,208.7,8,73.57,8,135.13,2014-10-26,gpusa2014
8,Douglas RAZZANO,USA,204.48,10,66.23,5,138.25,2014-10-26,gpusa2014
9,Artur GACHINSKI,RUS,200.13,6,75.71,10,124.42,2014-10-26,gpusa2014
10,Michael Christian MARTINEZ,PHI,197.58,9,72.81,9,124.77,2014-10-26,gpusa2014
11,Alexei BYCHENKO,ISR,185.98,11,64.54,12,121.44,2014-10-26,gpusa2014
12,Jorik HENDRICKX,BEL,177.43,12,55.99,11,121.44,2014-10-26,gpusa2014
