ISU GP 2014 Hilton HHonors Skate America,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuko KAVAGUTI / Alexander SMIRNOV RUS  5,69.16  36.87,,32.29,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.10  1.00 1 1 2,2 2 1 1,,2 1,5.10,
2 3Tw4  6.20  0.60 1 1 1,0 0 1 1,,1 1,6.80,
3 3LoTh  5.00  1.20 2 2 1,2 3 -1 2,,1 2,6.20,
4 3Li4  4.00  0.86 -1 1 2,3 2 2 1,,3 1,4.86,
Info,,,Info,,Info
5 StSq4  3.90  1.10 2 1 1,2 2 1 1,,2 2,5.00,
6 FiDs4  3.50  1.20 2 2 1,2 3 1 2,,1 2,4.70,
7 FCCoSp3p4  3.50  0.71 2 2 1,3 1 1 2,,1 1,4.21,
30.20,,,,36.87,
Program Components Factor,,,,,
Skating Skills  0.80 7.25 8.00 7.75,8.75 8.50 7.50 7.75,,8.00 7.75,7.89,
Transition / Linking Footwork  0.80 7.00 7.75 8.00,8.50 8.50 7.25 7.75,,8.25 7.25,7.82,
Performance / Execution  0.80 7.50 8.00 8.50,8.75 8.25 7.50 8.00,,8.50 8.00,8.11,
Choreography / Composition  0.80 7.00 8.25 8.50,8.75 8.50 7.75 8.25,,8.50 8.00,8.25,
Interpretation  0.80 7.25 8.50 8.25,8.75 8.25 7.75 8.50,,8.75 8.00,8.29,
Judges Total Program Component Score (factored),,,,32.29,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Cheng PENG / Hao ZHANG CHN  7,62.38  32.35,,31.03,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T< <  3.00 -2.10 -3 -3 -3,-3 -3 -3 -3,,-3 -3,0.90,
2 FiDs3  3.20  1.30 2 2 2,2 1 2 0,,2 2,4.50,
3 StSq3  3.30  0.71 1 2 2,1 0 2 1,,1 2,4.01,
4 3Tw4  6.20  1.70 3 2 3,2 2 3 3,,2 2,7.90,
5 3LoTh  5.00  1.40 2 2 2,3 2 2 2,,2 2,6.40,
6 3Li4  4.00  1.00 2 3 2,2 2 2 2,,2 2,5.00,
7 FCCoSp3p3  3.00  0.64 1 2 1,2 1 1 1,,2 1,3.64,
27.70,,,,32.35,
Program Components Factor,,,,,
Skating Skills  0.80 7.50 8.00 8.50,7.75 7.25 8.00 7.75,,7.75 7.75,7.79,
Transition / Linking Footwork  0.80 7.00 7.75 8.00,7.75 7.50 8.00 7.25,,7.25 7.50,7.57,
Performance / Execution  0.80 7.25 8.00 8.25,7.50 8.00 8.00 7.50,,8.00 7.50,7.79,
Choreography / Composition  0.80 7.25 8.25 8.50,8.25 8.25 8.50 7.50,,7.75 7.25,7.96,
Interpretation  0.80 7.50 8.00 8.75,7.50 7.75 8.00 7.50,,7.50 7.50,7.68,
Judges Total Program Component Score (factored),,,,31.03,
Deductions: Falls: -1.00,,,,-1.00,
"<  Under-rotated jump",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Haven DENNEY / Brandon FRAZIER USA  6,61.08  34.08,,27.00,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw4  6.20  1.30 2 2 2,2 2 2 0,,1 2,7.50,
