10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Yasuharu NANRI,JPN,0,49.2,23.9,26.3,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+2T,,6.8,False,-1.4,-2,-1,-2,-1,-2,-1,-2,-1,-1,-1,,5.4
2,3A,,7.5,False,-2.2,-2,-2,-2,-3,-2,-3,-3,-2,-2,-2,,5.3
3,CCoSp2,,2.5,False,-0.18,-1,0,-1,0,-1,0,-1,0,0,-1,,2.32
4,CiSt3,,3.1,False,0.2,0,0,1,0,1,0,0,1,0,1,,3.3
5,1Lz,,0.6,False,-0.3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
6,CSSp3,,2.3,False,0.0,-1,0,0,1,0,0,0,0,0,0,,2.3
7,SlSt3,,3.1,False,0.3,0,0,1,1,1,1,1,0,1,1,,3.4
8,FSSp2,,2.0,False,-0.42,-2,-1,-1,-1,-1,-1,-2,-2,-1,-1,,1.58
,,,27.9,,,,,,,,,,,,,,23.9
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,5.5,5.25,5.0,7.0,5.75,5.75,5.25,5.0,5.5,6.25,,5.35
,Transition / Linking Footwork  ,,,,1.0,5.25,5.0,5.0,6.0,5.0,5.25,4.75,5.0,5.0,5.75,,5.1
,Performance / Execution  ,,,,1.0,5.25,5.0,5.0,6.5,5.25,5.5,5.25,5.25,5.25,6.0,,5.25
,Choreography / Composition  ,,,,1.0,5.5,5.0,5.25,6.5,5.0,5.5,5.0,5.0,5.25,5.5,,5.25
,Interpretation  ,,,,1.0,5.5,5.25,5.5,6.25,5.0,5.75,4.75,5.0,5.5,5.5,,5.35
,,,,,,,,,,,,,,,,,26.3
Deduction,Time violation,-1.0
