Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Ashley WAGNER,USA,202.52,1,70.73,2,131.79,2015-11-01,gpcan2015
2,Elizaveta TUKTAMYSHEVA,RUS,188.99,7,55.37,1,133.62,2015-11-01,gpcan2015
3,Yuka NAGAI,JPN,172.92,2,63.35,7,109.57,2015-11-01,gpcan2015
4,Kanako MURAKAMI,JPN,171.59,3,59.79,6,111.8,2015-11-01,gpcan2015
5,Gabrielle DALEMAN,CAN,170.33,8,54.13,3,116.2,2015-11-01,gpcan2015
6,Polina EDMUNDS,USA,168.69,5,56.85,5,111.84,2015-11-01,gpcan2015
7,Elizabet TURSYNBAEVA,KAZ,165.16,12,49.84,4,115.32,2015-11-01,gpcan2015
8,Alena LEONOVA,RUS,160.37,10,52.08,8,108.29,2015-11-01,gpcan2015
9,Joshi HELGESSON,SWE,155.7,6,56.26,10,99.44,2015-11-01,gpcan2015
10,Veronik MALLET,CAN,151.85,9,52.17,9,99.68,2015-11-01,gpcan2015
11,Kaetlyn OSMOND,CAN,146.06,4,59.21,12,86.85,2015-11-01,gpcan2015
12,Isabelle OLSSON,SWE,141.58,11,50.23,11,91.35,2015-11-01,gpcan2015
