Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,271.14,2,80.81,1,190.33,2015-11-01,gpcan2015
2,Yuzuru HANYU,JPN,259.54,6,73.25,2,186.29,2015-11-01,gpcan2015
3,Daisuke MURAKAMI,JPN,252.25,1,80.88,3,171.37,2015-11-01,gpcan2015
4,Adam RIPPON,USA,239.69,3,80.36,5,159.33,2015-11-01,gpcan2015
5,Nam NGUYEN,CAN,238.82,4,76.1,4,162.72,2015-11-01,gpcan2015
6,Alexander PETROV,RUS,221.02,7,71.44,7,149.58,2015-11-01,gpcan2015
7,Timothy DOLENSKY,USA,219.06,11,62.46,6,156.6,2015-11-01,gpcan2015
8,Michal BREZINA,CZE,218.58,5,75.46,8,143.12,2015-11-01,gpcan2015
9,Jin Seo KIM,KOR,195.84,8,68.64,10,127.2,2015-11-01,gpcan2015
10,Sei KAWAHARA,JPN,195.21,9,67.36,9,127.85,2015-11-01,gpcan2015
11,Keegan MESSING,CAN,182.25,10,67.13,11,115.12,2015-11-01,gpcan2015
12,June Hyoung LEE,KOR,152.05,12,47.19,12,104.86,2015-11-01,gpcan2015
