ISU GP Cup of China 2012,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Qing PANG / Jian TONG CHN  6,68.57  35.48,,33.09,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.10  0.50 1 1 2,1 1 0 1,,0 0,4.60,
2 3Tw2  5.40  1.20 2 2 1,2 2 2 2,,1 1,6.60,
3 3LoTh  5.00  0.70 0 0 2,2 1 1 1,,1 1,5.70,
4 BoDs3  4.00  0.80 1 1 2,1 1 2 1,,1 1,4.80,
Info,,,Info,,Info
5 4Li4  4.00  0.64 2 1 1,2 2 1 1,,1 1,4.64,
6 StSq4  3.90  1.10 1 1 2,2 2 1 2,,1 2,5.00,
7 FCCoSp4  3.50  0.64 1 1 2,2 0 2 1,,1 1,4.14,
29.90,,,,35.48,
Program Components Factor,,,,,
Skating Skills  0.80 8.50 8.25 8.25,8.00 8.50 8.50 8.25,,8.50 8.00,8.32,
Transition / Linking Footwork  0.80 8.00 8.00 8.25,7.50 8.00 8.00 8.00,,7.50 7.75,7.89,
Performance / Execution  0.80 8.25 8.50 8.50,8.00 8.50 8.50 8.00,,7.50 8.75,8.32,
Choreography / Composition  0.80 8.00 8.50 8.50,8.25 8.75 8.50 8.25,,8.00 8.50,8.36,
Interpretation  0.80 8.25 8.25 8.75,8.00 8.75 8.75 8.50,,8.00 8.75,8.46,
Judges Total Program Component Score (factored),,,,33.09,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Yuko KAVAGUTI / Alexander SMIRNOV RUS  5,63.70  31.93,,31.77,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw3  5.80  0.60 1 1 2,0 1 1 1,,1 -1,6.40,
2 3T  4.10 -0.10 0 0 0,-1 0 0 0,,0 -1,4.00,
3 3LoTh  5.00  1.00 1 1 2,1 1 2 2,,2 1,6.00,
4 BoDsB  2.80  0.20 0 0 -1,0 1 0 1,,1 0,3.00,
5 FCCoSp4  3.50  0.64 1 2 2,0 0 1 2,,2 1,4.14,
6 4Li4  4.00  0.93 2 2 2,1 2 2 2,,2 1,4.93,
7 StSq2  2.60  0.86 1 1 2,2 2 2 2,,2 1,3.46,
27.80,,,,31.93,
Program Components Factor,,,,,
Skating Skills  0.80 8.25 8.25 7.50,8.00 7.75 8.50 7.75,,7.75 7.50,7.89,
Transition / Linking Footwork  0.80 8.00 8.00 7.25,7.00 7.25 8.00 7.75,,7.25 7.50,7.57,
Performance / Execution  0.80 8.50 8.25 7.50,8.00 7.50 8.50 8.25,,8.00 8.00,8.07,
Choreography / Composition  0.80 8.50 8.50 7.50,8.00 7.50 8.25 8.25,,8.00 7.75,8.04,
Interpretation  0.80 8.25 8.50 7.75,7.75 7.75 8.50 8.50,,8.00 8.25,8.14,
Judges Total Program Component Score (factored),,,,31.77,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Kirsten MOORE-TOWERS / Dylan MOSCOVITCH CAN  3,59.12  30.52,,28.60,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw2  5.40  0.50 0 1 1,0 0 2 1,,1 1,5.90,
2 3T  4.10  0.40 1 1 1,0 0 0 1,,1 0,4.50,
