Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Mao ASADA,JPN,181.76,2,62.89,1,118.87,2012-11-04,gpchn2012
2,Julia LIPNITSKAIA,RUS,177.92,1,63.06,2,114.86,2012-11-04,gpchn2012
3,Kiira KORPI,FIN,169.86,4,59.69,3,110.17,2012-11-04,gpchn2012
4,Mirai NAGASU,USA,163.46,3,59.76,4,103.7,2012-11-04,gpchn2012
5,Zijun LI,CHN,160.06,5,59.21,5,100.85,2012-11-04,gpchn2012
6,Amelie LACOSTE,CAN,135.46,6,57.43,9,78.03,2012-11-04,gpchn2012
7,Joshi HELGESSON,SWE,134.43,7,49.67,7,84.76,2012-11-04,gpchn2012
8,Ying ZHANG,CHN,130.65,9,43.38,6,87.27,2012-11-04,gpchn2012
9,Sofia BIRYUKOVA,RUS,127.36,8,44.39,8,82.97,2012-11-04,gpchn2012
WD,Bingwa GENG,CHN,36.53,10,36.53,WD,WD,2012-11-04,gpchn2012
