10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
9,Andrei LEZIN,RUS,0,52.34,27.24,26.1,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,-0.2,-1,0,-1,0,0,-1,0,-2,0,0,,9.3
2,3A,,7.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.5
3,CSSp1,,1.3,False,-0.24,-1,0,-2,-1,0,-1,-1,-1,-1,-1,,1.06
4,3Lz,,6.0,False,-0.8,-2,-1,-2,0,-1,-2,0,0,-1,0,,5.2
5,SlSt1,,1.8,False,0.0,-1,0,-1,0,0,0,0,0,-1,0,,1.8
6,FSSp2,,2.0,False,-0.3,-1,0,-1,-1,-1,-1,-2,0,-1,-1,,1.7
7,CiSt1,,1.8,False,0.0,-1,0,-1,0,0,0,0,0,-1,0,,1.8
8,CCoSp1,,2.0,False,-0.12,-1,0,-1,0,0,-2,-1,0,-2,0,,1.88
,,,31.9,,,,,,,,,,,,,,27.24
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,5.5,5.75,4.25,5.5,6.25,5.0,4.75,6.25,4.5,5.25,,5.4
,Transition / Linking Footwork ,,,,1.0,4.75,5.25,4.0,5.25,6.0,4.5,4.0,5.5,3.75,5.0,,4.95
,Performance / Execution ,,,,1.0,5.0,5.5,4.0,5.25,5.75,5.25,4.25,5.75,4.0,5.0,,5.2
,Choreography / Composition ,,,,1.0,5.25,5.5,4.0,5.25,5.75,5.25,4.75,5.75,4.0,5.25,,5.3
,Interpretation ,,,,1.0,5.25,5.5,4.25,5.5,6.0,5.0,4.5,5.5,3.75,5.0,,5.25
,,,,,,,,,,,,,,,,,26.1
Deduction,Falls,-1.0
