Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Kiira KORPI,FIN,177.19,2,61.55,1,115.64,2012-11-11,gprus2012
2,Gracie GOLD,USA,175.03,1,62.16,2,112.87,2012-11-11,gprus2012
3,Agnes ZAWADZKI,USA,166.61,3,60.18,4,106.43,2012-11-11,gprus2012
4,Kanako MURAKAMI,JPN,166.34,6,56.78,3,109.56,2012-11-11,gprus2012
5,Adelina SOTNIKOVA,RUS,157.98,5,57.11,7,100.87,2012-11-11,gprus2012
6,Alena LEONOVA,RUS,157.27,4,58.85,8,98.42,2012-11-11,gprus2012
7,Polina KOROBEYNIKOVA,RUS,153.32,8,51.45,6,101.87,2012-11-11,gprus2012
8,Viktoria HELGESSON,SWE,151.48,7,54.1,9,97.38,2012-11-11,gprus2012
9,Valentina MARCHEI,ITA,148.67,9,46.25,5,102.42,2012-11-11,gprus2012
10,Caroline ZHANG,USA,138.21,10,46.15,10,92.06,2012-11-11,gprus2012
