Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Patrick CHAN,CAN,262.35,1,85.44,1,176.91,2012-11-11,gprus2012
2,Takahiko KOZUKA,JPN,229.99,3,76.34,3,153.65,2012-11-11,gprus2012
3,Michal BREZINA,CZE,224.56,6,73.83,4,150.73,2012-11-11,gprus2012
4,Konstantin MENSHOV,RUS,223.72,2,76.73,5,146.99,2012-11-11,gprus2012
5,Nobunari ODA,JPN,217.92,8,63.18,2,154.74,2012-11-11,gprus2012
6,Richard DORNBUSH,USA,210.89,7,67.44,6,143.45,2012-11-11,gprus2012
7,Artur GACHINSKI,RUS,209.84,5,74.07,7,135.77,2012-11-11,gprus2012
8,Zhan BUSH,RUS,199.37,4,74.5,8,124.87,2012-11-11,gprus2012
9,Denis TEN,KAZ,177.77,9,59.42,9,118.35,2012-11-11,gprus2012
WD,Johnny WEIR,USA,57.47,10,57.47,WD,WD,2012-11-11,gprus2012
