ISU GP Rostelecom Cup 2012,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Patrick CHAN CAN,10,176.91  84.21,,92.70,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T+3T  14.40  2.14 3 3,2,2 2 2 2,,2 2,16.54,
2 4T  10.30  2.71 3 3,2,3 3 2 3,,3 2,13.01,
3 3Lz  6.00  1.20 2 2,0,2 2 1 2,,1 2,7.20,
4 StSq4  3.90  1.70 2 2,2,3 3 2 3,,3 2,5.60,
"",,Info,,,,Info
5 CCSp3  2.80  0.71 2 2,1,2 2 1 1,,1 1,3.51,
6 2A  3.63 x  0.14 0 1,0,1 2 0 0,,0 0,3.77,
7 2Lo  1.98 x  0.13 1 0,0,2 1 0 0,,0 1,2.11,
8 3Lz+2T  8.03 x  0.60 1 1,0,2 1 1 0,,1 1,8.63,
9 FSSp4  3.00  0.71 2 1,1,2 1 1 0,,2 2,3.71,
10 3F+1Lo+2S  7.81 x  0.30 1 1,0,2 0 0 0,,0 1,8.11,
11 ChSq1  2.00  1.60 2 2,1,3 3 2 2,,3 2,3.60,
12 2A  3.63 x  0.43 1 1,0,1 1 0 1,,1 1,4.06,
13 CCoSp4  3.50  0.86 2 2,1,2 1 2 2,,1 2,4.36,
70.98,,,,,84.21,
Program Components Factor,,,,,,
Skating Skills  2.00 9.50 9.50,9.25,10.00 9.50 9.25 9.25,,10.00 9.00,9.46,
Transition / Linking Footwork  2.00 9.25 9.50,9.00,9.25 9.25 9.00 9.25,,9.00 8.75,9.14,
Performance / Execution  2.00 9.25 9.25,9.50,9.25 9.00 9.50 9.00,,8.75 8.75,9.14,
Choreography / Composition  2.00 9.00 9.25,9.00,9.25 9.50 9.25 9.50,,9.50 8.50,9.25,
Interpretation  2.00 9.00 9.50,9.25,9.75 9.50 9.25 9.50,,9.50 8.75,9.36,
Judges Total Program Component Score (factored),,,,,92.70,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Nobunari ODA JPN,3,154.74  81.76,,73.98,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -3.00 -3 -3,-2,-3 -3 -3 -3,,-3 -3,7.30,
2 3A  8.50  2.57 2 3,3,3 2 2 2,,3 3,11.07,
3 3A+2T  9.80  1.00 1 1,1,1 1 2 1,,1 1,10.80,
4 StSq3  3.30  0.50 1 1,0,2 1 1 1,,1 1,3.80,
5 FSSp3  2.60  0.50 1 1,1,1 1 1 1,,1 2,3.10,
6 3Lz+3T  11.11 x  1.20 1 2,2,1 2 2 2,,1 2,12.31,
7 3F+2T+2Lo  9.24 x  0.20 0 0,0,1 1 0 1,,0 0,9.44,
8 3Lo  5.61 x  0.50 0 0,0,1 1 1 1,,1 1,6.11,
9 FCCoSp3  3.00  0.07 0 0,0,1 1 0 0,,0 0,3.07,
10 3S< <  3.19 x -0.70 -2 -1,-1,-1 -1 -1 -1,,0 -1,2.49,
11 3F  5.83 x  0.90 1 1,0,2 2 1 1,,1 2,6.73,
12 ChSq1  2.00  0.90 1 2,1,2 1 2 1,,1 0,2.90,
13 CCoSp1  2.00  0.64 1 2,2,2 1 1 1,,1 1,2.64,
76.48,,,,,81.76,
Program Components Factor,,,,,,
