Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Elena RADIONOVA,RUS,203.92,1,67.28,1,136.64,2014-11-23,gpfra2014
2,Julia LIPNITSKAIA,RUS,185.18,2,66.79,2,118.39,2014-11-23,gpfra2014
3,Ashley WAGNER,USA,177.74,3,61.35,4,116.39,2014-11-23,gpfra2014
4,Courtney HICKS,USA,172.58,6,55.7,3,116.88,2014-11-23,gpfra2014
5,Mae Berenice MEITE,FRA,169.46,5,57.61,5,111.85,2014-11-23,gpfra2014
6,Maria ARTEMIEVA,RUS,162.49,4,58.38,7,104.11,2014-11-23,gpfra2014
7,Samantha CESARIO,USA,161.7,7,55.19,6,106.51,2014-11-23,gpfra2014
8,Haruka IMAI,JPN,154.7,8,54.72,8,99.98,2014-11-23,gpfra2014
9,Eliska BREZINOVA,CZE,144.29,10,48.28,9,96.01,2014-11-23,gpfra2014
10,Veronik MALLET,CAN,139.64,11,45.07,11,94.57,2014-11-23,gpfra2014
11,Laurine LECAVELIER,FRA,139.54,12,44.03,10,95.51,2014-11-23,gpfra2014
12,Anna OVCHAROVA,SUI,133.23,9,50.15,12,83.08,2014-11-23,gpfra2014
