Cup of Russia 2005,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
6 CCoSp2 2.5 0.00,-1 -1 0 0 0 0 1 0,,0 0 - -,2.50
7 3Tw2 4.5 -0.14,0 0 -2 1 0 1 -1 0,,0 0 - -,4.36
8 SpSt2 2.3 0.10,0 0 0 0 1 0 0 0,,1 0 - -,2.40
9 3STh 5.0x 0.00,-1 1 -1 0 1 0 0 0,,0 1 - -,5.00
10 5TLi4 6.0 0.50,0 1 1 1 1 1 1 1,,1 1 - -,6.50
11 PCoSp3 4.0 0.00,-1 0 0 0 2 0 0 1,,0 0 - -,4.00
12 SlSt1 1.8 0.10,0 0 0 0 1 0 0 0,,1 0 - -,1.90
13 3Li4 4.0 0.50,0 1 1 1 1 1 1 1,,1 1 - -,4.50
14 BoDs4 4.5 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,4.50
51.7,,,,52.78
Program Components Factor,,,,
Skating Skills 1.60,6.75 7.25 6.75 7.00 6.75 6.75 6.75 6.75,,7.00 6.50 - -,6.75
Transition / Linking Footwork 1.60,6.50 6.75 6.50 6.75 7.00 6.50 6.50 6.25,,6.75 6.75 - -,6.60
Performance / Execution 1.60,6.50 7.00 6.25 6.75 6.50 6.50 6.00 6.75,,7.00 7.00 - -,6.55
Choreography / Composition 1.60,6.50 6.75 6.75 6.75 6.25 6.25 6.50 6.25,,7.00 6.75 - -,6.55
Interpretation 1.60,6.75 6.75 6.25 6.75 6.25 6.50 6.25 6.25,,6.75 6.75 - -,6.50
Judges Total Program Component Score (factored),,,,52.72
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Maria MUKHORTOVA / Maxim TRANKOV,RUS 97.18 50.02,,48.16,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T+2T+SEQ 4.2 -0.80,-1 -1 -1 -1 -1 -1 -1 -1,,0 0 - -,3.40
2 2Tw3 4.0 0.10,0 0 1 1 0 0 1 0,,0 0 - -,4.10
3 2S 1.3 -1.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,0.30
4 5SLi3 5.5 0.30,0 0 0 1 1 1 1 0,,0 1 - -,5.80
5 3LoTh 5.0 0.14,0 0 0 1 1 1 0 1,,0 0 - -,5.14
6 SpSt3 3.1 0.40,0 0 0 0 1 1 1 0,,1 1 - -,3.50
7 BiDs1 2.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,2.80
8 3STh 5.0x 0.14,-1 0 0 0 1 1 -1 1,,0 1 - -,5.14
9 5TLi3 5.5 0.10,0 0 -1 0 1 0 0 0,,1 0 - -,5.60
10 4Li3 3.5 0.00,0 0 -1 0 1 0 0 0,,0 0 - -,3.50
11 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.80
12 FiDs2 3.0 0.00,0 0 -1 0 0 0 0 0,,0 0 - -,3.00
13 FCoSp3 2.5 -0.06,0 0 -1 0 -1 0 0 -1,,0 0 - -,2.44
14 PCoSp2 3.5 0.00,0 0 0 1 0 0 0 0,,0 0 - -,3.50
50.7,,,,50.02
Program Components Factor,,,,
Skating Skills 1.60,6.00 6.25 6.50 6.25 5.75 6.25 6.00 6.25,,6.25 6.25 - -,6.15
Transition / Linking Footwork 1.60,5.50 5.50 6.00 6.00 5.75 6.00 5.75 6.00,,5.75 6.25 - -,5.85
Performance / Execution 1.60,6.25 5.75 5.75 6.00 6.00 5.75 5.00 6.50,,6.25 6.50 - -,6.00
Choreography / Composition 1.60,5.75 5.75 5.75 6.25 6.00 6.25 6.00 6.50,,6.25 6.50 - -,6.05
Interpretation 1.60,6.00 6.00 5.75 6.00 6.25 6.25 5.50 5.75,,6.00 6.75 - -,6.05
Judges Total Program Component Score (factored),,,,48.16
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Cup of Russia 2005,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
5 Elizabeth PUTNAM / Sean WIRTZ,CAN 92.90 50.26,,42.64,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.00,0 0 0 0 0 0 0 0,,0 0 - -,4.00
2 5ALi3 6.0 0.00,0 0 0 0 0 -2 0 0,,0 0 - -,6.00
3 2S+3T+SEQ 4.2 -1.20,-1 -2 -2 -1 -1 -2 -1 -3,,-1 -1 - -,3.00
4 FCCoSp3 3.0 -0.12,-1 0 -1 0 -1 0 0 0,,0 0 - -,2.88
5 BoDs1 3.0 0.00,0 0 0 0 0 -1 0 -1,,0 0 - -,3.00
6 2Lz 1.9 -0.42,-2 -1 -2 -1 -2 -1 -1 -1,,0 -1 - -,1.48
7 3LoTh 5.5x 0.14,0 0 0 0 1 1 0 0,,0 0 - -,5.64
8 3STh 5.0x 0.56,1 1 1 1 1 1 0 1,,1 0 - -,5.56
9 5SLi3 5.5 -0.18,-1 -1 -1 0 -1 -2 0 -2,,0 0 - -,5.32
10 SlSt1 1.8 -0.06,0 0 0 0 -1 0 0 0,,1 -1 - -,1.74
11 PCoSp4 4.5 -0.06,0 0 0 0 0 -1 0 0,,0 -1 - -,4.44
12 SpSt1 1.8 0.30,0 0 1 0 1 0 1 0,,1 0 - -,2.10
13 4Li2 3.0 0.00,-1 0 0 -1 0 0 0 -1,,1 0 - -,3.00
14 FCoSp2 2.1 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,2.10
51.3,,,,50.26
Program Components Factor,,,,
Skating Skills 1.60,5.50 5.50 6.25 5.50 5.50 5.25 5.25 5.50,,5.50 5.25 - -,5.40
Transition / Linking Footwork 1.60,5.25 5.25 5.50 5.25 5.25 5.25 5.00 5.00,,5.00 5.00 - -,5.15
Performance / Execution 1.60,5.50 5.50 5.50 5.50 5.75 5.00 5.25 5.25,,5.50 5.00 - -,5.35
Choreography / Composition 1.60,5.25 5.25 6.00 5.75 5.50 5.00 5.50 5.00,,5.50 5.25 - -,5.40
Interpretation 1.60,5.50 5.25 5.75 5.50 6.00 5.00 5.00 5.00,,5.25 5.25 - -,5.35
Judges Total Program Component Score (factored),,,,42.64
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
6 Angelika PYLKINA / Niklas HOGNER,SWE 89.02 46.06,,42.96,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Tw2 4.5 0.28,0 1 0 1 0 1 1 1,,1 0 - -,4.78
2 3STh 4.5 -1.52,-2 -2 -2 -3 -3 -2 -2 -2,,-3 -2 - -,2.98
3 3S+2F+SEQ 5.0 0.20,0 0 0 1 1 1 0 0,,0 0 - -,5.20
4 FCCoSp1 2.0 -0.18,-1 0 -1 -1 -1 -1 0 0,,0 0 - -,1.82
5 4Li3 3.5 0.50,0 1 1 1 1 1 1 0,,1 1 - -,4.00
6 1LoTh 1.5 -0.84,-2 -2 -3 -3 -2 -3 -2 -3,,-3 -3 - -,0.66
7 SpSt2 2.3 0.00,-1 0 0 -1 0 0 0 0,,1 0 - -,2.30
8 FiDs4 3.5 0.14,0 0 0 1 0 1 1 0,,0 0 - -,3.64
9 1Lz 0.7x -0.16,-1 -1 -2 -2 -2 -2 -1 -3,,-2 0 - -,0.54
10 5TLi3 5.5 0.20,0 0 0 1 0 0 1 0,,1 1 - -,5.70
11 BiDs2 3.0 0.14,0 0 0 1 0 1 1 0,,0 0 - -,3.14
12 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.80
13 5ALi3 6.0 0.00,-1 0 0 0 0 0 0 0,,0 0 - -,6.00
14 PCoSp2 3.5 0.00,0 0 0 0 0 0 0 0,,0 0 - -,3.50
47.3,,,,46.06
Program Components Factor,,,,
Skating Skills 1.60,5.50 5.25 6.00 6.00 5.25 5.75 5.75 5.50,,5.75 5.50 - -,5.65
Transition / Linking Footwork 1.60,5.00 4.75 5.25 5.75 4.50 5.50 5.50 5.00,,5.25 5.00 - -,5.20
Performance / Execution 1.60,5.25 5.00 5.50 5.75 4.75 5.50 5.50 5.25,,5.50 5.25 - -,5.40
Choreography / Composition 1.60,5.25 4.75 5.50 6.00 4.75 5.50 5.75 5.25,,5.50 5.25 - -,5.40
Interpretation 1.60,5.25 5.25 5.00 6.00 4.50 5.50 5.50 4.75,,5.25 5.00 - -,5.20
Judges Total Program Component Score (factored),,,,42.96
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Cup of Russia 2005,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
7 Brittany VISE / Nicholas KOLE,USA 87.46 44.82,,42.64,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.00,0 0 0 0 0 0 1 0,,0 0 - -,4.00
2 3T 4.0 0.00,0 0 0 0 0 0 0 0,,0 0 - -,4.00
3 3LoTh 5.0 0.28,0 0 0 1 1 1 0 0,,0 1 - -,5.28
4 5TLi2 5.0 -0.06,-1 0 -1 0 0 0 0 0,,0 0 - -,4.94
5 BiDs2 3.0 0.00,0 0 0 -1 0 0 0 0,,0 0 - -,3.00
6 2S+2T+SEQ 2.1 -0.60,-2 -2 -2 -2 -2 -2 -2 -2,,-2 -2 - -,1.50
8 FCoSp3 2.5 -0.24,-1 -1 -1 -1 -2 -1 -1 -1,,0 0 - -,2.26
9 5SLi3 5.5 -0.42,-2 -1 -2 -1 -1 -1 -2 -1,,-1 -1 - -,5.08
10 3STh 5.0x -0.84,-2 -1 -1 -1 -1 0 -1 0,,-2 -1 - -,4.16
11 SpSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.80
12 3Li 0.0 0.00,-2 -3 -3 -3 -3 -2 -1 -1,,-3 0 - -,0.00
13 PCoSp2 3.5 0.00,0 0 0 0 0 0 1 0,,0 0 - -,3.50
14 CiSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 - -,1.80
15 BoDs2 3.5 0.00,0 0 0 0 -1 0 1 0,,0 0 - -,3.50
46.7,,,,44.82
Program Components Factor,,,,
Skating Skills 1.60,5.50 5.50 5.00 5.75 5.25 6.00 6.25 6.00,,5.50 5.25 - -,5.50
Transition / Linking Footwork 1.60,5.25 5.25 5.25 5.50 5.25 5.75 5.50 5.50,,5.25 5.25 - -,5.30
Performance / Execution 1.60,5.25 5.50 5.00 5.50 4.75 5.50 6.00 5.75,,5.50 5.00 - -,5.25
Choreography / Composition 1.60,5.25 5.50 5.25 5.75 5.00 5.50 6.00 5.75,,5.50 5.50 - -,5.40
Interpretation 1.60,5.25 5.50 5.00 5.75 5.00 6.00 5.25 5.50,,5.25 5.25 - -,5.20
Judges Total Program Component Score (factored),,,,42.64
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
8 Brooke CASTILE / Benjamin OKOLSKI,USA 87.32 43.80,,45.52,2.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Tw2 4.5 -0.56,-1 0 -1 -1 -2 1 -1 0,,0 -1 - -,3.94
2 3LoTh 5.0 0.28,0 1 0 -1 0 1 1 1,,1 0 - -,5.28
3 3Li3 3.5 0.50,0 1 1 0 1 1 1 0,,1 1 - -,4.00
4 BiDs2 3.0 0.56,0 1 1 1 1 1 1 1,,1 0 - -,3.56
5 2S 1.3 -1.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,0.30
6 SlSt1 1.8 0.30,1 1 0 0 1 1 0 0,,1 0 - -,2.10
7 3STh 5.0x -1.40,-2 -3 -2 -2 -2 -2 -2 -2,,-3 -2 - -,3.60
8 1A+SEQ 0.7x -0.50,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,0.20
9 5TLi3 5.5 0.10,0 0 0 0 1 0 0 0,,0 1 - -,5.60
10 SpSt2 2.3 0.10,0 0 0 0 1 0 1 0,,0 0 - -,2.40
11 FCCoSp2 2.5 0.10,0 0 0 0 0 0 1 0,,1 0 - -,2.60
12 PCoSp1 3.0 -0.24,-1 -1 -1 0 -1 -1 0 -1,,0 -1 - -,2.76
13 5SLi1 4.5 -0.54,-1 -3 -2 -3 -2 0 -2 -3,,-3 -2 - -,3.96
14 BoDs2 3.5 0.00,0 0 -1 0 0 0 0 0,,0 0 - -,3.50
46.1,,,,43.80
Program Components Factor,,,,
Skating Skills 1.60,6.00 5.75 6.50 5.75 6.00 5.75 6.00 5.75,,5.75 5.50 - -,5.90
Transition / Linking Footwork 1.60,5.50 5.25 5.75 5.25 5.50 5.50 5.75 5.25,,5.50 5.25 - -,5.55
Performance / Execution 1.60,5.50 5.75 6.00 5.25 5.75 5.25 6.00 4.75,,5.50 5.25 - -,5.60
Choreography / Composition 1.60,5.75 5.25 6.25 5.50 5.50 5.50 6.25 5.50,,5.75 5.50 - -,5.75
Interpretation 1.60,5.75 5.50 6.00 5.50 5.75 5.50 5.75 5.25,,5.50 5.25 - -,5.65
Judges Total Program Component Score (factored),,,,45.52
Deductions: Falls: -2.00,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Cup of Russia 2005,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",=,+,+,-
9 Eva-Maria FITZE / Rico REX,GER 84.40 46.12,,39.28,1.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2A+2S+SEQ 3.7,0.00 -1 0 0 -1 0 0 0,0,0 0 - -,3.70
2 2Tw3 4.0,0.00 0 0 0 -1 0 0 0,0,0 0 - -,4.00
3 3T 4.0,-1.00 -1 -2 -1 -1 -1 -1 -1,-2,-1 -1 - -,3.00
4 3LoTh 5.0,-2.00 -3 -3 -3 -3 -3 -3 -3,-2,-3 -3 - -,3.00
5 FiDs2 3.0,0.14 -1 0 0 0 1 0 1,0,0 0 - -,3.14
6 5ALi2 5.5,-0.36 -1 -1 -2 -1 -1 -2 -1,0,-1 -1 - -,5.14
7 FCCoSp3 3.0,-0.42 -2 -1 -2 -1 -2 -1 -1,-1,-1 -1 - -,2.58
8 5SLi3 5.5,-0.24 -1 -1 -2 -1 0 -1 -1,-1,0 -1 - -,5.26
9 SpSt1 1.8,0.00 -1 0 0 0 0 0 0,0,0 0 - -,1.80
10 3STh 5.0x,-1.40 -2 -2 -2 -2 -2 -2 -2,-2,-2 -2 - -,3.60
11 3Li2 3.0,-0.30 -1 -1 -2 -1 -1 -1 0,-1,-1 -1 - -,2.70
12 BiDs1 2.8,-0.28 -1 0 -1 0 0 -1 0,-1,0 0 - -,2.52
13 SlSt1 1.8,-0.12 -1 -1 -1 0 -1 0 0,0,0 0 - -,1.68
14 PCoSp3 4.0,0.00 -1 0 0 0 0 0 0,0,0 0 - -,4.00
52.1,,,,46.12
Program Components Factor,,,,
Skating Skills,1.60 5.50 5.25 5.50 5.25 5.00 4.75 5.00,5.00,4.75 4.75 - -,5.00
Transition / Linking Footwork,1.60 5.25 4.75 5.00 5.00 5.00 4.50 5.50,4.75,4.50 4.50 - -,4.85
Performance / Execution,1.60 5.25 5.00 5.25 5.25 4.75 4.75 5.00,4.75,4.50 4.75 - -,4.90
Choreography / Composition,1.60 5.25 4.75 5.00 5.50 5.00 5.00 5.75,5.25,4.75 4.50 - -,5.00
Interpretation,1.60 5.25 5.00 4.75 5.25 4.75 4.75 5.00,5.00,4.75 4.75 - -,4.80
Judges Total Program Component Score (factored),,,,39.28
Deductions: Falls:,-1.00,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Printed: 26/11/2005 22:27:47,,,,
