Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Irina SLUTSKAYA,RUS,198.06,1,67.58,1,130.48,2005-11-27,gprus05
2,Miki ANDO,JPN,172.3,2,60.76,2,111.54,2005-11-27,gprus05
3,Yoshie ONDA,JPN,142.4,3,47.56,3,94.84,2005-11-27,gprus05
4,Susanna PÖYKIÖ,FIN,131.3,5,45.94,4,85.36,2005-11-27,gprus05
5,Emily HUGHES,USA,125.76,4,46.56,7,79.2,2005-11-27,gprus05
6,Julia SEBESTYEN,HUN,124.38,7,43.38,5,81.0,2005-11-27,gprus05
7,Anastasia GIMAZETDINOVA,UZB,121.96,8,41.7,6,80.26,2005-11-27,gprus05
8,Amber CORWIN,USA,115.0,9,40.3,8,74.7,2005-11-27,gprus05
9,Na HOU,CHN,107.62,6,44.48,10,63.14,2005-11-27,gprus05
10,Tatiana BASOVA,RUS,102.76,10,29.96,9,72.8,2005-11-27,gprus05
