8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS,5,85.77,41.82,43.95,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,CiSt3,,6.5,False,0.67,1,0,1,1,0,0,2,1,,7.17
2,RoLi3,,3.5,False,0.75,1,1,2,2,1,1,2,2,,4.25
3,Sp4,,5.0,False,0.42,0,0,1,1,1,1,1,1,,5.42
4,CuLi4+RoLi4,,8.0,False,1.5,2,1,1,2,2,1,2,1,,9.5
5,SlLi3,,3.5,False,0.33,0,0,1,1,1,0,1,1,,3.83
6,STw4,,6.0,False,-0.25,-1,0,0,-2,1,-1,-1,0,,5.75
7,DiSt2,,5.0,False,0.5,0,0,1,1,0,0,1,1,,5.5
8,ChLi1,,0.2,False,0.2,0,1,1,1,1,0,1,0,,0.4
,,,37.7,,,,,,,,,,,,41.82
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,7.75,7.25,7.75,7.5,7.5,7.25,7.75,7.5,,7.54
,Linking Footwork / Movement  ,,,,1.75,7.0,7.0,7.5,7.25,7.25,7.0,7.75,6.75,,7.17
,Performance  ,,,,1.0,7.25,7.0,6.0,7.5,7.0,7.0,7.5,7.25,,7.17
,Choreography  ,,,,1.0,7.5,7.25,8.5,7.5,7.25,7.25,7.75,7.0,,7.42
,Interpretation / Timing  ,,,,1.0,7.5,7.25,7.25,7.75,7.25,7.25,7.75,7.0,,7.38
,,,,,,,,,,,,,,,43.95
