Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Daisuke TAKAHASHI,JPN,244.0,1,83.49,1,160.51,2011-02-20,fc2011
2,Yuzuru HANYU,JPN,228.01,3,76.43,3,151.58,2011-02-20,fc2011
3,Jeremy ABBOTT,USA,225.71,2,76.73,4,148.98,2011-02-20,fc2011
4,Takahiko KOZUKA,JPN,223.52,6,66.25,2,157.27,2011-02-20,fc2011
5,Adam RIPPON,USA,210.01,4,72.71,5,137.3,2011-02-20,fc2011
6,Jinlin GUAN,CHN,201.98,9,64.68,6,137.3,2011-02-20,fc2011
7,Armin MAHBANOOZADEH,USA,200.67,5,66.4,9,134.27,2011-02-20,fc2011
8,Jialiang WU,CHN,199.78,10,63.3,7,136.48,2011-02-20,fc2011
9,Nan SONG,CHN,195.13,12,60.47,8,134.66,2011-02-20,fc2011
10,Shawn SAWYER,CAN,192.94,7,65.71,10,127.23,2011-02-20,fc2011
11,Kevin REYNOLDS,CAN,191.55,8,65.47,11,126.08,2011-02-20,fc2011
12,Misha GE,UZB,182.06,13,58.6,12,123.46,2011-02-20,fc2011
13,Abzal RAKIMGALIEV,KAZ,180.75,11,60.95,13,119.8,2011-02-20,fc2011
14,Joey RUSSELL,CAN,171.18,14,57.67,15,113.51,2011-02-20,fc2011
15,Min-Seok KIM,KOR,168.59,15,53.67,14,114.92,2011-02-20,fc2011
16,Mark WEBSTER,AUS,143.54,16,48.26,16,95.28,2011-02-20,fc2011
17,Jordan JU,TPE,134.33,18,44.37,17,89.96,2011-02-20,fc2011
18,Brendan KERRY,AUS,125.64,17,45.45,19,80.19,2011-02-20,fc2011
19,Wun-Chang SHIH,TPE,120.96,19,40.36,18,80.6,2011-02-20,fc2011
20,Stephen Li-Chung KUO,TPE,117.96,20,37.82,20,80.14,2011-02-20,fc2011
