Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Satoko MIYAHARA,JPN,214.91,1,72.48,1,142.43,2016-02-21,fc2016
2,Mirai NAGASU,USA,193.86,3,66.06,2,127.8,2016-02-21,fc2016
3,Rika HONGO,JPN,181.78,4,64.27,5,117.51,2016-02-21,fc2016
4,So Youn PARK,KOR,178.92,5,62.49,7,116.43,2016-02-21,fc2016
5,Gracie GOLD,USA,178.39,9,57.26,3,121.13,2016-02-21,fc2016
6,Kaetlyn OSMOND,CAN,175.63,11,56.14,4,119.49,2016-02-21,fc2016
7,Kanako MURAKAMI,JPN,175.12,2,68.51,13,106.61,2016-02-21,fc2016
8,Da Bin CHOI,KOR,173.71,10,56.79,6,116.92,2016-02-21,fc2016
9,Na Hyun KIM,KOR,170.7,8,58.4,8,112.3,2016-02-21,fc2016
10,Zijun LI,CHN,167.88,6,60.04,11,107.84,2016-02-21,fc2016
11,Alaine CHARTRAND,CAN,165.73,7,59.71,14,106.02,2016-02-21,fc2016
12,Karen CHEN,USA,161.52,12,53.55,10,107.97,2016-02-21,fc2016
13,Kailani CRAINE,AUS,157.82,16,49.02,9,108.8,2016-02-21,fc2016
14,Veronik MALLET,CAN,155.98,15,51.88,15,104.1,2016-02-21,fc2016
15,Amy LIN,TPE,155.61,17,47.88,12,107.73,2016-02-21,fc2016
16,Ziquan ZHAO,CHN,147.79,13,53.24,16,94.55,2016-02-21,fc2016
17,Brooklee HAN,AUS,135.75,14,52.8,17,82.95,2016-02-21,fc2016
18,Michaela DU TOIT,RSA,121.12,19,45.18,18,75.94,2016-02-21,fc2016
19,Lu ZHENG,CHN,118.73,18,45.72,20,73.01,2016-02-21,fc2016
20,Maisy Hiu Ching MA,HKG,115.1,20,42.06,19,73.04,2016-02-21,fc2016
21,Katie PASFIELD,AUS,95.78,22,34.63,21,61.15,2016-02-21,fc2016
22,Thita LAMSAM,THA,89.56,21,38.91,22,50.65,2016-02-21,fc2016
